code,close,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87
stock102419,25.81,1.12,1.04,0.01,0.28,-0.07,0.26,0.04,-12.27,8.69,2.39,8.69,2.39,-534.04,4.35,4.71,14.82,2.25,21.52,-6.04,0.25,0.91,2.27,-0.21,3.03,0.81,0.75,7.7,4.08,817673.57,4365602410.0,1.87,5.09,88.66,92.0,135.23,146.13,0.21,0.19,-0.35,-0.4,-4.94,-0.29,38.2,31.5,32.65,2.44,2.11,2.19,2.56,3.17,3.89,5.39,4.68,4.19,3.39,2.77,8200976.28,6435781.84,6284010210.0,2970246760.0,4.81,3.77,3.41,2.4,1.98,-0.08,3.21,0.96,45.66,19.59,0.48,23.12,0.75,-0.17,0.55,-0.75,-0.36,0.82,0.75,5.47,29.89,1.35,0.9,0.55,2.4,5.74,1.44
stock101688,16.73,1.16,1.05,0.01,0.2,0.04,0.21,0.03,1.27,-10.81,27.75,-20.27,14.2,1110.34,5.12,4.8,9.94,3.42,15.46,3.79,-2.21,-0.65,-0.22,-1.19,-1.64,0.67,0.78,5.97,4.88,1170890.88,3837173330.0,3.05,1.92,20.53,38.89,84.13,70.72,0.19,0.18,-0.39,-0.36,-3.77,-0.45,51.64,37.92,35.0,3.03,1.45,2.63,2.63,2.63,2.88,4.28,4.31,4.18,3.54,3.22,-1783362.19,-12832419.99,-784080939.0,-6584272840.0,5.56,5.41,4.94,3.32,2.62,-0.01,2.29,1.67,31.5,27.07,0.71,0.37,3.27,-0.13,0.58,0.42,0.63,0.71,0.91,6.96,48.38,1.35,1.13,0.93,3.11,9.67,1.93
stock103528,48.0,1.04,1.01,0.0,0.05,0.0,0.01,0.0,9.26,-56.55,0.24,-66.57,-22.89,-60.24,2.28,7.86,54.83,2.1,58.55,0.47,-2.97,-11.91,3.43,-2.99,-4.18,0.34,0.56,12.3,5.82,214896.96,352723961.0,6.09,28.92,-6.4,16.39,66.48,178.68,0.48,0.3,-0.3,-0.72,-5.83,-0.55,42.24,33.13,33.21,3.85,1.38,1.79,1.79,3.68,4.91,5.44,4.84,4.84,4.38,3.89,-295160.35,-756361.96,-137702454.0,-235306526.0,6.31,4.86,5.44,5.26,6.34,-0.73,21.17,16.87,6.58,20.69,0.27,3.03,0.77,0.01,-14.68,0.06,-11.9,1.49,0.51,8.21,67.41,1.86,3.43,0.54,3.59,12.89,7.1
stock100469,16.91,1.12,1.04,-0.01,0.26,0.09,1.41,0.05,-13.33,-157.59,-4.74,-157.59,-4.74,486.0,-3.03,-0.56,4.16,-0.58,4.56,-11.93,-8.03,-1.4,2.17,-1.69,2.0,0.73,0.75,3.51,4.14,1950716.68,26495818900.0,0.74,2.35,28.01,27.14,64.98,112.44,0.1,0.05,-0.13,1.85,14.29,0.76,94.46,87.43,79.76,2.46,1.53,1.59,1.95,2.58,3.16,3.8,3.64,3.34,3.03,2.72,-1312738.51,-2530018.06,-584958297.0,-405693938.0,2.1,2.02,2.09,1.86,1.48,0.01,0.66,0.56,72.98,41.14,1.04,5.27,16.34,-0.29,0.0,3.19,0.1,0.02,0.95,5.87,34.41,0.69,-0.14,1.12,2.75,7.56,1.04
stock103611,19.64,1.03,1.01,0.0,0.32,0.03,0.59,0.05,14.34,-96.54,-3.32,-96.54,-3.32,-47.85,0.29,0.16,11.0,0.16,12.18,35.47,-7.93,-5.13,-1.11,-4.74,-7.91,0.66,0.79,4.12,3.66,1333918.62,7901462480.0,1.69,2.91,49.13,60.07,67.29,72.43,0.1,-0.02,-0.22,0.26,1.47,0.05,69.12,61.7,59.61,2.17,1.66,1.78,1.83,2.13,2.61,4.21,3.41,3.08,2.68,2.41,-4456098.53,-10722364.17,-2634825620.0,-4598572020.0,7.47,6.05,5.68,4.38,3.55,-0.01,1.04,0.67,41.13,48.51,0.99,5.58,6.7,0.07,0.02,1.24,0.05,-0.4,1.07,6.67,44.43,0.36,-0.44,0.98,2.75,7.54,3.03
stock101312,14.04,1.15,1.05,-0.01,0.18,-0.01,0.19,0.0,4.84,-252.7,-7.0,-252.7,-7.0,-746.83,-5.57,-5.29,12.46,-2.47,9.08,0.57,-8.97,-8.93,4.09,-4.37,-3.07,0.9,0.86,5.9,4.8,898560.0,3608436350.0,2.49,0.57,28.45,17.0,103.18,125.36,0.19,0.15,0.01,-0.04,0.07,-0.36,57.97,51.92,53.35,2.87,1.6,1.82,2.48,3.05,4.12,5.43,4.76,4.77,3.87,3.21,-940963.82,-1734931.51,-317651834.0,-384180847.0,2.48,2.07,2.26,1.65,1.29,0.08,0.94,0.75,54.69,40.63,0.47,8.58,4.49,-0.05,-0.35,-1.12,-0.3,0.65,0.84,6.4,40.91,1.24,0.32,1.01,2.8,7.84,0.98
stock100731,13.03,0.89,0.96,0.01,0.18,-0.01,0.05,0.01,23.08,-18.55,6.1,-72.37,-64.01,94.58,6.57,25.86,25.9,2.58,27.73,-0.9,-1.99,-13.22,14.89,-2.83,-26.3,0.7,0.6,1.63,4.52,2630325.84,14049807900.0,1.87,4.29,16.34,10.59,26.44,71.44,0.05,0.19,-0.35,-0.35,-2.79,-0.38,59.86,45.36,40.01,2.72,1.37,1.39,1.44,2.01,2.09,4.04,3.54,3.51,3.6,2.88,-5246672.7,-7761472.07,-3456253790.0,-3776408240.0,9.0,7.14,7.98,7.56,4.68,-0.02,2.54,2.21,52.99,17.53,0.1,27.65,1.33,-0.04,-3.16,-0.85,-3.28,0.67,0.69,6.59,43.41,1.02,1.59,0.79,2.84,8.05,2.47
stock102398,45.83,1.16,1.05,0.01,0.13,0.01,0.36,0.03,25.88,26.18,63.7,17.34,52.23,-74.23,10.83,3.91,7.77,5.55,11.52,0.46,-3.22,0.01,0.14,-1.06,-0.25,0.64,0.76,-0.54,4.67,4636730.18,12927875800.0,3.59,1.51,23.33,14.95,29.28,44.21,-0.02,0.08,-0.4,-0.24,0.14,-0.25,56.2,49.79,46.43,2.77,1.48,1.5,1.54,1.88,1.97,4.76,3.83,3.62,3.32,2.96,-2230519.08,-3215857.3,-911568538.0,-502663768.0,1.68,1.34,1.18,0.78,0.53,0.02,1.61,1.21,49.93,15.54,1.42,0.68,7.09,-0.27,0.0,-1.2,-0.06,0.35,0.75,6.58,43.24,0.88,1.24,0.41,3.1,9.63,0.53
stock100819,16.25,1.2,1.07,-0.01,0.26,0.02,0.04,-0.03,-6.26,-883.56,-6.24,-883.56,-6.24,1659.2,-5.48,-34.3,54.88,-4.65,12.21,-1.52,-6.14,-38.4,23.76,-5.22,-20.67,0.78,0.97,12.68,5.09,322478.81,1379866610.0,2.34,0.0,45.35,45.35,68.05,94.61,0.45,0.16,-0.23,-0.36,-2.29,-0.34,45.41,38.0,35.28,3.26,1.63,1.63,2.08,2.78,2.96,9.0,9.0,7.82,4.32,3.51,-326236.94,-326236.94,122857514.0,122857514.0,4.28,4.28,5.02,4.75,4.44,0.01,6.78,5.76,14.66,34.97,0.14,5.92,1.37,-0.0,-2.59,0.51,-2.05,1.06,0.83,7.79,60.61,1.5,0.02,0.84,3.3,10.91,3.68
stock101648,56.96,1.01,1.0,0.02,0.07,0.0,0.6,0.05,47.26,15.1,36.77,-23.27,-8.82,109.78,30.45,3.48,4.27,6.03,10.25,0.05,-5.73,-0.97,-1.8,-1.35,-3.32,0.28,0.45,1.07,3.94,1169068.33,3420150630.0,3.42,5.42,14.1,42.92,44.69,55.59,0.03,0.01,-0.2,-1.42,-1.8,-0.17,52.53,43.23,38.73,2.42,1.31,1.8,1.8,2.33,2.33,3.81,3.67,3.28,3.1,2.46,-1610448.71,-10597200.29,-686875132.0,-4408691760.0,6.77,5.84,5.66,4.38,3.23,0.06,1.34,1.08,70.77,5.95,1.73,1.86,9.52,0.07,-0.05,0.12,-0.09,-0.24,0.43,6.17,38.03,0.06,1.56,0.21,2.71,7.32,2.43
stock103504,38.55,0.95,0.98,0.01,0.05,-0.01,0.05,0.01,36.91,32.93,14.38,32.93,14.38,-251.41,11.43,11.59,14.43,6.88,29.95,-1.12,1.59,-0.35,3.39,0.28,3.11,0.42,0.63,12.4,4.89,900696.24,1233035120.0,7.3,5.47,65.09,65.09,109.56,222.53,0.41,0.27,-0.05,-0.35,-1.85,-0.23,43.45,40.8,40.9,3.23,2.82,2.82,3.01,5.15,5.15,7.0,7.0,5.71,4.35,3.3,2527368.95,2527368.95,880364330.0,880364330.0,4.83,4.83,5.23,3.86,2.72,-0.08,2.26,1.64,37.89,8.3,0.59,0.02,1.64,0.04,-0.45,-0.04,-0.28,1.07,0.76,8.83,77.93,1.58,3.79,0.58,3.46,11.99,2.33
