code,close,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87
stock102808,10.5,1.06,1.02,-0.03,0.22,0.03,0.5,0.01,56.28,-642.04,-14.14,-516.95,-33.96,153.43,-14.88,-6.66,12.02,-5.77,5.95,-1.03,-17.24,-8.58,2.31,-6.97,-6.53,0.42,0.68,12.34,3.45,429321.6,2776291580.0,1.55,1.42,29.95,64.06,99.62,107.92,0.29,0.06,-0.08,-0.02,1.09,-0.26,69.68,59.12,54.73,2.26,1.37,1.75,2.06,2.22,3.1,3.52,3.61,3.36,2.99,2.33,-417892.98,-1726736.41,18346184.65,-50514248.88,5.52,4.59,4.35,3.52,2.86,0.14,0.69,0.58,61.68,70.83,0.87,20.25,14.97,0.24,-0.42,5.42,-0.32,0.56,0.63,5.23,27.4,0.91,0.44,1.09,2.55,6.52,2.21
stock102419,13.6,1.12,1.04,0.02,0.52,-0.01,0.52,0.07,-7.61,0.77,2.47,0.77,2.47,70.49,4.14,4.08,13.03,2.35,19.22,-0.62,-0.08,0.3,0.41,-0.37,0.9,0.64,0.61,-0.14,3.18,430854.73,4273932290.0,1.01,1.89,24.66,45.45,33.33,43.46,-0.0,0.11,-0.35,-0.4,-4.94,-0.29,38.2,31.5,32.65,1.82,1.27,1.47,1.53,1.53,1.87,2.29,1.88,2.14,2.2,2.03,-134301.95,-317684.48,-42221652.23,-139723012.0,2.19,1.8,1.47,1.6,1.35,0.09,2.79,1.18,46.09,18.6,0.58,20.61,1.19,-0.14,-0.57,-0.62,-0.25,0.57,0.54,3.88,15.02,0.87,0.33,0.57,1.91,3.63,1.12
stock101688,28.49,1.16,1.05,0.01,0.25,0.03,0.25,0.04,-4.62,-21.83,27.94,-30.12,14.37,342.07,4.52,4.49,10.49,3.26,15.41,2.86,-2.88,-0.99,0.87,-1.7,-1.54,0.5,0.73,5.94,4.55,906338.12,3992055710.0,2.27,1.98,38.37,58.28,44.77,79.75,0.17,0.17,-0.39,-0.36,-3.77,-0.45,51.64,37.92,35.0,2.86,1.49,1.64,1.64,2.03,2.54,3.42,3.03,2.84,3.33,2.95,-706253.36,-1434503.8,-224070028.0,-447352575.0,3.31,2.44,2.01,2.28,1.94,0.24,2.06,1.55,35.27,26.13,0.73,0.36,3.02,-0.18,0.26,-0.77,0.42,0.81,0.84,6.38,40.69,1.27,1.46,0.81,2.87,8.24,1.5
stock103528,62.91,1.04,1.01,0.0,0.06,0.0,0.02,0.0,5.02,-56.06,0.22,-66.2,-22.91,-68.16,2.24,8.14,55.34,2.11,58.83,0.44,-2.87,-11.31,5.26,-2.72,-4.4,0.2,0.55,15.26,5.14,176030.84,360414159.0,4.88,17.64,48.37,104.39,172.34,139.84,0.53,0.3,-0.3,-0.72,-5.83,-0.55,42.24,33.13,33.21,3.46,1.62,2.37,3.06,3.18,4.25,4.8,4.55,3.87,4.19,3.47,-473723.11,1269376.41,-69985774.15,184274083.0,6.84,6.57,6.23,6.46,6.68,0.18,15.38,12.61,7.91,20.02,0.26,2.97,0.82,0.01,-7.65,-0.03,-6.64,1.53,0.56,7.78,60.58,1.84,4.29,0.36,3.35,11.24,7.0
stock100469,12.79,1.12,1.04,-0.02,0.34,0.13,1.9,0.05,-8.74,-182.61,-8.18,-182.61,-8.18,902.72,-7.01,-1.26,4.1,-1.4,4.13,-5.33,-14.81,-2.65,2.4,-3.29,1.66,0.58,0.71,3.78,3.95,1475438.57,26732500700.0,0.55,3.26,24.66,33.93,39.93,60.88,0.1,-0.01,-0.13,1.85,14.29,0.76,94.46,87.43,79.76,2.42,1.32,1.42,1.6,1.93,2.2,2.46,2.47,2.49,2.65,2.55,-410589.5,-795694.16,-2230912.7,120900298.0,1.78,1.59,1.56,1.59,1.18,0.1,0.65,0.57,73.76,41.53,1.11,5.21,17.13,-0.25,-0.01,0.91,0.02,0.18,0.59,5.31,28.23,0.5,0.18,1.08,2.61,6.81,0.87
stock103611,13.48,1.03,1.01,0.02,0.47,0.03,0.82,0.08,10.7,-65.35,0.14,-65.35,0.14,-79.32,3.88,2.25,11.8,2.24,15.43,1.82,-7.33,-4.93,-0.5,-4.54,-5.76,0.55,0.74,-6.35,3.72,915540.89,7766372920.0,1.18,1.48,16.71,25.63,24.47,29.0,-0.14,-0.05,-0.22,0.26,1.47,0.05,69.12,61.7,59.61,2.13,1.18,1.26,1.34,1.43,1.74,1.72,1.49,1.94,1.94,2.26,-469250.35,-800382.12,-59882089.07,-77938262.2,4.52,3.64,3.48,3.12,2.84,0.04,1.09,0.7,39.35,48.83,1.0,5.72,6.45,0.05,-0.21,0.18,-0.18,-0.39,0.85,6.13,37.57,0.07,-1.11,1.07,2.74,7.51,2.69
stock101312,10.43,1.15,1.05,-0.01,0.25,-0.04,0.26,0.01,0.37,-193.02,-6.02,-193.02,-6.02,-215.36,-4.47,-4.35,11.88,-2.15,8.65,3.24,-8.99,-9.04,4.27,-4.95,-4.45,0.53,0.67,8.78,3.66,667520.0,3756802630.0,1.78,2.21,41.52,70.7,74.41,79.21,0.21,0.14,0.01,-0.04,0.07,-0.36,57.97,51.92,53.35,2.32,1.61,1.86,1.96,2.06,2.67,3.68,3.35,3.0,3.02,2.44,-447611.68,-1746404.81,20557155.23,-32045948.94,2.41,1.89,1.45,1.31,0.95,-0.13,0.94,0.73,55.93,35.61,0.49,7.73,5.12,-0.1,-0.45,-1.43,-0.48,0.89,0.37,4.94,24.36,1.09,0.54,0.94,2.39,5.74,0.82
stock101761,31.29,0.99,1.0,0.01,0.06,0.02,0.16,0.03,49.45,20.79,21.17,20.79,21.17,237.21,17.41,6.53,13.67,3.14,21.0,2.19,-0.05,-1.55,-7.41,-0.21,-4.39,0.44,0.71,5.02,4.42,373391.56,1500502080.0,2.49,0.45,26.07,32.08,34.81,43.53,0.14,0.02,-0.44,-0.14,-0.88,-0.12,56.81,49.6,47.24,2.77,1.33,1.44,1.46,1.54,2.34,2.11,2.08,2.36,3.12,2.84,-616852.76,-1093270.93,-167778034.0,-221136846.0,9.77,7.99,7.75,7.96,6.61,0.09,0.97,0.17,84.07,12.05,0.48,15.56,0.79,0.07,-0.48,0.13,-0.33,0.32,0.61,6.8,46.31,0.66,0.78,0.78,3.03,9.2,6.05
stock100731,12.29,0.89,0.96,0.01,0.23,-0.03,0.05,0.02,71.77,26.97,32.05,-56.93,-55.21,81.21,6.11,29.29,21.47,3.41,34.65,-2.17,1.6,-5.29,6.33,-1.58,-16.64,0.45,0.48,9.4,3.9,2480944.32,18488221700.0,1.34,3.68,11.93,64.52,60.23,52.29,0.24,0.24,-0.35,-0.35,-2.79,-0.38,59.86,45.36,40.01,2.52,1.26,1.71,1.72,1.75,3.49,3.37,3.45,3.61,2.98,2.56,-3213554.54,-19119236.91,-1282072790.0,-13711588600.0,9.41,8.29,7.59,5.34,3.1,-0.3,2.68,2.5,49.64,26.85,0.12,31.16,2.29,-0.03,-1.42,0.46,-1.47,1.19,0.5,6.17,38.07,1.36,2.13,0.67,2.65,7.03,1.69
stock102398,40.47,1.16,1.05,0.02,0.14,0.02,0.36,0.03,11.22,24.31,66.43,15.6,54.77,-32.47,11.09,4.42,8.19,6.74,13.03,1.37,-3.76,0.47,0.57,-0.05,1.11,0.43,0.67,6.48,4.17,4094446.22,12333574400.0,3.32,30.0,10.03,15.76,33.12,30.09,0.18,0.15,-0.4,-0.24,0.14,-0.25,56.2,49.79,46.43,2.64,1.17,1.18,1.39,1.49,2.03,2.25,3.09,2.95,2.56,2.7,-327062.54,-461624.56,-7377085.88,43874416.95,0.74,0.58,0.47,0.37,0.39,0.16,1.65,1.34,48.71,15.29,1.53,0.49,8.02,-0.19,0.1,0.38,0.12,0.71,0.4,5.92,35.03,0.93,1.68,0.34,3.03,9.2,0.49
