code,close,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87
stock102419,16.22,1.12,1.04,0.02,0.46,0.08,0.55,0.07,13.45,-2.33,2.57,-2.33,2.57,206.73,4.76,3.99,19.39,2.41,30.89,3.91,-0.24,-0.64,4.24,-0.11,7.06,1.51,1.33,2.56,5.05,513857.63,4699472670.0,1.09,3.17,5.94,9.08,14.87,11.22,0.08,0.02,-0.31,-0.35,-3.3,-0.29,47.44,37.21,35.54,2.05,1.1,1.16,1.19,1.31,1.84,1.78,1.67,1.52,1.74,3.06,-97952.8,-163336.32,7619429.29,8462868.8,1.93,1.7,1.92,1.61,1.94,0.44,2.1,0.9,49.14,40.86,0.6,24.74,1.34,0.06,-0.08,0.28,-0.04,0.36,1.48,8.99,80.84,0.49,0.63,0.95,4.09,16.76,2.63
stock100357,13.06,0.96,0.99,0.03,0.28,0.06,0.12,0.05,6.27,8.66,7.01,8.66,7.01,2.82,9.18,21.23,26.18,3.39,46.66,2.42,0.14,0.47,1.79,-0.19,-2.24,1.33,1.0,-4.29,4.58,384228.76,7804302200.0,0.49,1.55,3.4,-1.51,2.83,1.45,-0.11,0.23,-0.34,-0.22,-1.86,-0.23,58.06,43.24,39.08,1.76,1.05,1.07,1.15,1.16,1.95,1.05,1.26,1.34,1.49,2.67,-70751.6,-123988.99,25192318.07,72661978.69,2.25,2.39,2.48,2.26,2.45,0.29,1.16,1.14,65.25,45.51,0.16,43.52,20.88,-0.01,0.4,5.79,0.4,0.16,0.08,4.33,18.72,0.1,0.17,0.03,4.33,18.72,4.47
stock101688,10.95,1.16,1.05,-0.03,0.27,0.07,0.2,-0.02,-35.74,-286.6,-12.66,-286.97,-12.48,1102.65,-12.83,-16.88,11.97,-9.37,13.87,-1.92,-18.84,-22.69,1.45,-13.66,-3.36,1.56,1.23,4.4,5.32,857413.21,3026111970.0,2.83,2.55,6.0,-0.09,16.74,70.77,0.14,0.01,-0.47,-0.31,-2.36,-0.39,51.76,38.88,35.59,2.22,1.1,1.17,1.28,1.88,2.01,1.88,2.2,2.18,2.45,3.25,-108117.26,-236708.8,22354731.16,113090494.0,1.26,1.46,1.76,1.74,1.85,0.33,2.98,2.49,23.54,25.29,0.56,0.64,3.57,-0.18,-0.25,0.08,0.11,0.01,1.22,8.93,79.79,0.09,0.92,1.18,4.12,17.0,2.3
stock103528,27.88,1.04,1.01,0.0,0.09,0.0,0.03,0.0,17.79,30.13,2.9,30.13,2.9,163.16,2.31,6.27,51.51,2.12,58.42,1.22,0.48,0.6,-1.96,0.45,2.0,1.38,1.1,-0.5,6.09,185587.5,373203064.0,4.97,12.74,5.33,3.18,1.98,29.25,-0.02,-0.0,-0.28,-0.6,-3.54,-0.5,57.65,41.11,37.1,2.98,1.08,1.1,1.18,1.75,2.5,1.69,1.67,2.16,2.89,3.64,-42291.74,-63093.96,-40219798.85,-25457323.22,2.46,2.18,2.98,4.33,4.06,-0.54,13.08,10.39,8.9,22.09,0.34,3.5,1.0,0.04,-3.35,0.12,-2.68,0.38,1.4,10.61,112.47,0.51,1.39,1.22,4.63,21.44,3.81
stock100469,12.32,1.12,1.04,0.03,0.53,0.05,1.52,0.15,7.62,290.81,105.03,270.62,83.33,-49.72,6.45,2.24,3.35,2.49,3.33,1.49,13.37,3.5,-1.76,3.84,-0.91,1.38,1.21,5.25,5.39,1421219.96,29297235000.0,0.49,1.23,2.58,1.07,13.65,19.5,0.18,0.04,-0.13,1.85,14.29,0.76,94.46,87.43,79.76,2.59,1.09,1.11,1.2,1.42,1.74,1.41,1.28,1.4,1.72,3.33,-77978.38,-133524.63,68478923.35,99728217.39,0.55,0.57,0.69,0.79,0.94,0.15,0.85,0.72,56.4,30.09,1.11,2.34,16.65,0.04,0.26,1.55,0.25,0.45,1.43,7.94,63.03,0.58,-1.1,0.98,3.76,14.17,1.27
stock103611,9.35,1.03,1.01,-0.02,0.62,0.05,1.04,0.07,-12.21,35.0,-3.81,35.0,-3.81,-36.97,-3.25,-1.93,13.42,-1.61,12.2,-2.43,1.56,0.68,2.82,0.87,3.04,1.39,1.16,2.11,5.09,635037.63,7976451940.0,0.8,1.79,12.24,4.94,20.18,35.46,0.07,-0.07,-0.03,0.48,6.1,0.08,75.86,66.75,62.87,2.26,1.11,1.17,1.28,1.45,1.99,1.87,2.11,2.33,2.15,3.08,-158986.08,-308373.66,-28170079.42,-4733842.6,2.37,2.57,2.89,2.19,2.49,0.11,0.94,0.7,45.67,46.91,0.84,4.37,6.84,-0.12,-0.0,-0.25,0.05,-0.22,1.31,8.74,76.33,-0.1,-0.48,1.16,3.61,13.02,3.45
stock101312,10.18,1.15,1.05,0.02,0.32,0.01,0.21,0.04,7.38,235.71,6.27,235.71,6.27,-33.31,7.44,11.23,10.78,4.67,9.31,0.57,13.27,20.12,-2.26,8.32,2.15,1.32,1.28,5.46,4.95,651520.0,4377978640.0,1.49,0.25,3.88,2.93,1.9,-3.12,0.17,0.05,-0.19,-0.05,-0.26,-0.34,35.96,42.06,48.4,2.32,1.15,1.16,1.17,1.24,1.89,1.38,1.55,1.42,1.74,3.06,-52342.9,-78262.3,-81871.05,16578633.74,0.65,0.61,0.53,0.59,0.83,0.09,1.8,1.64,36.82,36.77,0.42,4.25,7.7,0.01,0.33,2.63,0.32,0.43,1.51,9.82,96.45,0.57,0.27,1.28,4.02,16.18,1.2
stock101761,11.39,0.99,1.0,0.01,0.16,-0.01,0.11,0.02,-16.62,-20.96,5.31,-73.65,-64.9,-104.6,7.53,11.65,13.41,2.96,25.27,-0.41,-2.5,-0.64,3.15,-1.98,-0.48,1.31,1.1,-1.45,5.07,397500.0,2132697620.0,1.86,0.9,1.06,-8.22,-0.18,3.08,-0.04,-0.05,-0.32,-0.07,0.61,-0.08,59.18,53.19,49.76,2.26,1.09,1.13,1.21,1.29,1.77,1.27,1.59,1.91,1.92,3.01,-92405.97,-178461.73,55936729.57,128647343.0,2.34,2.59,2.78,2.64,4.31,0.1,1.29,0.2,61.67,8.34,0.25,15.31,0.37,-0.15,-0.59,-0.19,-0.24,-0.02,1.37,8.49,72.05,0.5,0.5,1.07,3.67,13.47,5.73
stock100731,13.46,0.89,0.96,0.02,0.33,0.03,0.1,0.03,117.59,129.65,212.51,23.76,68.41,-46.91,6.38,21.73,12.63,4.07,34.94,1.5,-2.3,1.14,-11.21,0.67,1.78,1.38,1.19,7.37,5.56,3244412.97,39342234700.0,0.82,5.2,-7.24,-12.54,-9.54,85.14,0.26,0.18,-0.32,-0.27,-0.7,-0.31,62.89,47.59,41.35,2.77,1.2,1.34,1.34,2.5,3.06,1.92,2.62,2.99,3.46,3.47,-2529486.93,-7858063.44,-502196757.0,-2972398660.0,5.27,7.26,8.92,7.19,4.81,0.22,3.69,3.4,43.45,23.65,0.19,24.63,1.9,0.02,1.3,-0.27,1.25,0.71,1.16,9.4,88.43,0.64,1.81,0.96,3.9,15.24,4.88
stock102398,11.76,1.16,1.05,0.03,0.28,0.08,0.95,0.06,-0.48,9.0,9.93,9.0,9.93,476.49,10.71,3.2,6.55,5.13,10.12,2.81,-0.09,0.28,0.32,-0.26,1.2,1.44,1.25,-1.13,5.61,2558886.13,15715320600.0,1.63,2.19,3.61,5.76,10.22,34.34,-0.04,-0.15,-0.32,-0.08,2.23,-0.14,73.45,61.04,52.9,2.53,1.08,1.24,1.25,1.54,1.89,1.65,2.76,2.48,3.15,3.33,-107003.85,-390135.9,71841780.99,77163618.42,0.44,0.62,0.56,0.61,0.48,0.08,1.57,1.18,53.98,12.15,1.6,0.96,6.74,-0.24,0.04,-2.73,0.03,-0.47,1.41,8.06,64.96,-0.34,0.12,0.77,3.9,15.18,0.59
