code,close,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87
stock102808,5.4,1.06,1.02,-0.05,0.45,-0.0,0.91,0.0,35.39,-350.26,-10.7,-292.51,-31.3,-102.76,-10.41,-5.21,9.68,-4.19,4.9,0.04,-14.12,-8.03,-0.11,-6.15,-8.18,0.72,0.84,-4.21,3.11,220793.97,2800965860.0,0.79,0.0,-0.92,3.85,3.05,47.54,-0.08,-0.02,-0.08,-0.02,1.09,-0.26,69.68,59.12,54.73,1.71,1.18,1.21,1.23,1.65,1.88,2.86,2.59,2.45,2.03,1.92,-65972.01,-148708.73,46687258.04,92992547.92,2.51,2.58,2.72,2.91,2.29,0.04,0.86,0.72,60.39,69.35,0.8,25.37,13.3,0.11,-0.38,0.03,-0.35,-0.16,0.8,5.15,26.48,0.04,0.02,0.84,2.53,6.39,2.05
stock102419,9.85,1.12,1.04,0.03,0.71,-0.02,0.72,0.07,-7.61,0.77,2.47,0.77,2.47,70.49,4.14,4.08,13.03,2.35,19.22,-0.62,-0.07,0.34,-0.24,-0.35,0.21,0.64,0.59,0.11,3.34,312052.87,4273932290.0,0.73,1.89,-3.62,-1.2,2.71,28.42,0.0,0.06,-0.35,-0.4,-4.94,-0.29,38.2,31.5,32.65,1.94,1.16,1.16,1.18,1.46,1.51,2.0,2.25,2.24,2.02,2.09,-56054.67,-120488.41,47686582.12,48402600.67,1.51,1.64,1.67,1.63,1.31,0.09,2.79,1.18,46.09,18.6,0.58,20.61,1.19,-0.15,-0.07,-0.75,-0.18,0.32,0.51,3.62,13.08,0.45,0.07,0.46,1.81,3.27,1.06
stock101688,18.97,1.16,1.05,0.02,0.3,0.02,0.37,0.05,-3.95,-2.93,2.83,-3.78,1.93,55.56,6.5,5.18,11.54,4.1,17.21,0.94,-0.39,0.05,4.46,-0.21,2.85,0.63,0.82,2.58,4.71,603483.12,3278459410.0,1.84,19.32,-12.74,10.16,21.06,53.6,0.08,0.11,-0.39,-0.36,-3.77,-0.45,51.64,37.92,35.0,2.87,1.16,1.46,1.65,1.98,2.09,3.63,4.23,3.7,2.98,2.97,-169318.7,-1051652.59,78791598.81,-20171771.06,2.32,3.07,2.49,2.0,1.67,0.16,1.75,1.06,37.69,31.48,0.79,0.0,2.64,-0.05,0.16,-0.74,0.08,0.58,0.84,6.26,39.14,0.8,1.19,0.73,2.85,8.11,1.49
stock103528,23.3,1.04,1.01,0.01,0.16,0.0,0.04,0.0,-6.57,-53.28,1.54,-64.06,-21.9,-31.33,3.55,13.0,54.22,3.4,62.24,0.4,-4.17,-12.99,11.61,-3.81,-3.04,0.45,0.66,3.44,5.19,65196.61,341476194.0,1.91,2.58,-13.38,-28.57,-17.64,20.66,0.11,0.07,-0.3,-0.72,-5.83,-0.55,42.24,33.13,33.21,3.22,1.29,1.55,1.74,2.15,2.32,4.09,4.11,4.14,3.51,3.26,-38311.72,-164024.87,37697160.81,150643177.0,3.67,4.95,6.52,6.61,7.03,-1.11,19.6,15.47,4.13,20.95,0.26,0.37,0.71,-0.02,-10.86,-0.16,-9.65,0.5,0.56,7.14,51.01,0.65,2.85,0.18,3.19,10.2,6.97
stock100469,8.6,1.12,1.04,0.02,0.57,0.1,3.06,0.08,-0.9,-13.9,6.78,-13.9,6.78,390.19,3.07,0.57,3.44,0.69,4.05,5.67,-0.74,-0.09,1.71,-0.21,2.39,0.65,0.75,-1.24,4.39,992085.36,26704323700.0,0.37,0.2,12.27,13.61,7.1,33.96,-0.03,-0.11,-0.13,1.85,14.29,0.76,94.46,87.43,79.76,2.59,1.34,1.37,1.41,1.51,1.6,3.28,2.71,2.81,2.41,2.71,-389110.98,-675407.94,24188531.13,254440628.0,2.07,1.81,1.63,1.28,0.99,0.1,0.64,0.53,71.0,42.05,1.2,5.32,15.98,-0.16,-0.06,4.16,0.03,-0.36,0.58,5.04,25.45,-0.21,1.15,1.01,2.63,6.94,0.75
stock103611,10.55,1.03,1.01,0.02,0.61,0.04,1.04,0.08,10.7,-65.35,0.14,-65.35,0.14,-79.32,3.88,2.25,11.8,2.24,15.43,1.82,-7.33,-4.93,-0.5,-4.54,-5.76,0.67,0.8,-3.77,4.13,716539.79,7766372920.0,0.92,1.48,1.34,7.32,-1.31,15.68,-0.09,0.03,-0.22,0.26,1.47,0.05,69.12,61.7,59.61,2.38,1.12,1.19,1.21,1.37,1.74,2.41,2.07,1.95,2.14,2.52,-265628.91,-581139.47,33346366.11,112083592.0,3.53,3.14,2.79,2.84,2.72,0.04,1.09,0.7,39.35,48.83,1.0,5.72,6.45,0.05,-0.21,0.18,-0.18,-0.17,0.88,6.68,44.61,0.06,-0.84,1.09,2.94,8.64,2.54
stock101312,5.79,1.15,1.05,0.01,0.47,-0.06,0.45,0.02,-0.01,-76.55,-0.5,-76.55,-0.5,-214.69,1.35,1.4,10.76,0.69,10.62,-9.12,-4.37,-4.55,3.08,-2.87,-3.96,0.61,0.69,2.19,3.8,370560.0,3668240360.0,1.01,1.4,-2.69,1.94,-0.52,29.53,0.05,0.03,0.01,-0.04,0.07,-0.36,57.97,51.92,53.35,2.28,1.14,1.27,1.31,1.61,1.85,2.72,2.75,2.94,2.47,2.4,-35025.16,-118005.27,28714497.6,71481687.74,0.85,0.97,1.13,0.99,0.86,-0.11,1.01,0.78,52.8,25.55,0.49,6.9,4.94,-0.11,-0.61,-1.35,-0.64,0.27,0.38,4.13,17.07,0.36,-0.03,0.75,2.25,5.08,0.73
stock101761,22.7,0.99,1.0,0.01,0.07,0.03,0.17,0.03,43.12,385.2,20.04,385.2,20.04,135.93,16.65,7.05,18.05,3.09,25.8,2.48,23.66,10.58,-8.94,4.42,8.26,0.71,0.87,0.22,4.78,270884.9,1194811520.0,2.27,0.42,-9.74,-1.3,1.98,43.76,0.01,0.06,-0.44,-0.14,-0.88,-0.12,56.81,49.6,47.24,2.85,1.24,1.24,1.38,1.91,2.09,3.84,3.52,3.64,3.37,2.98,-248488.53,-484689.04,51541797.51,37726782.68,6.2,5.91,7.87,8.32,6.31,0.09,1.46,0.28,81.77,13.22,0.44,40.52,0.74,0.06,-4.61,0.21,-1.32,0.21,0.64,7.39,54.57,0.38,0.49,0.78,3.28,10.77,5.89
stock102398,31.91,1.16,1.05,0.02,0.12,0.03,0.44,0.03,5.71,8.12,13.53,8.12,13.53,67.42,16.34,4.42,7.79,7.33,12.53,1.68,-0.82,0.1,-0.67,-0.36,-0.89,0.54,0.69,-0.82,4.48,340798.8,9964847460.0,0.34,24.17,-0.34,5.49,2.6,-3.19,-0.02,0.16,-0.4,-0.24,0.14,-0.25,56.2,49.79,46.43,2.68,1.15,1.24,1.25,1.28,1.87,2.3,2.31,2.18,2.37,2.76,-90591.47,-270150.03,15687749.07,-14060882.39,2.54,2.86,2.69,2.83,3.93,0.15,1.36,1.04,58.51,11.13,1.66,0.43,7.81,-0.12,-0.22,0.73,-0.13,0.85,0.47,6.19,38.33,0.97,1.67,0.42,3.04,9.22,4.87
stock100819,7.88,1.2,1.07,0.0,0.57,0.04,0.08,-0.0,-37.64,-99.57,-0.97,-99.57,-0.97,200.53,0.14,0.92,37.69,0.12,33.07,51.46,-30.78,-131.67,7.73,-25.13,10.72,0.69,0.94,-3.13,4.44,156377.42,1453830550.0,1.08,0.64,1.81,1.42,-6.52,28.34,-0.09,-0.09,-0.23,-0.36,-2.29,-0.34,45.41,38.0,35.28,2.57,1.18,1.18,1.19,1.27,1.51,2.63,2.31,2.07,2.53,2.72,-77185.26,-137814.15,46223891.32,78225764.87,4.02,3.71,3.42,4.04,3.6,0.09,7.46,6.07,14.43,32.14,0.13,5.9,0.75,-0.06,-1.12,-0.77,-1.18,-0.24,0.64,5.6,31.34,-0.11,0.03,0.8,3.07,9.41,3.54
stock101648,31.92,1.01,1.0,0.04,0.1,0.04,0.91,0.05,67.48,32.55,45.85,-11.63,-2.77,28.65,36.08,3.95,4.8,7.17,11.41,1.24,-3.62,-1.04,-3.51,-1.93,-4.91,0.63,0.64,-13.78,3.89,655138.01,3192617820.0,2.05,7.78,-11.63,-12.09,-18.7,-13.36,-0.31,0.05,-0.2,-1.42,-1.8,-0.17,52.53,43.23,38.73,2.11,1.25,1.26,1.34,1.38,2.67,2.7,2.19,1.92,1.8,2.24,-201250.55,-400584.08,108531589.0,204202513.0,2.12,2.05,1.85,2.13,1.91,0.16,1.29,0.98,74.32,4.73,1.81,2.01,8.53,-0.01,0.03,0.06,0.07,0.34,0.02,5.48,30.01,0.34,2.74,-0.05,2.77,7.66,1.88
stock100146,9.81,0.98,0.99,0.02,0.43,0.04,0.18,0.03,-7.57,-36.53,4.75,-68.37,-47.79,-44.37,5.79,14.14,46.06,4.74,59.8,1.46,-3.76,-6.45,11.02,-3.29,-0.05,0.6,0.6,-11.56,3.73,199271.6,1983271750.0,1.0,4.64,-10.0,-16.15,-14.99,-2.58,-0.25,-0.03,-0.47,-0.53,-4.45,-0.5,37.06,33.1,34.44,2.05,1.19,1.27,1.37,1.37,3.26,2.6,2.39,2.37,2.17,2.17,-50663.47,-130601.8,35683859.48,119211975.0,2.02,2.15,2.86,2.73,2.26,0.37,5.78,5.07,11.95,26.03,0.34,3.66,2.33,-0.05,-0.47,-0.06,-0.53,-0.05,0.14,4.56,20.82,-0.02,-0.41,0.33,2.42,5.84,1.8
stock103504,21.57,0.95,0.98,0.01,0.17,-0.01,0.15,0.01,27.15,-10.31,10.11,-10.31,10.11,-113.45,8.58,9.69,14.71,5.79,26.67,-0.94,-1.95,-4.05,6.65,-1.95,-1.44,0.53,0.68,-2.58,4.57,185013.82,1075629070.0,1.72,30.67,-11.16,-9.37,-14.91,-17.32,-0.07,0.06,-0.05,-0.35,-1.85,-0.23,43.45,40.8,40.9,2.71,1.16,1.24,1.24,1.27,1.57,2.63,2.15,2.0,2.0,2.79,-47628.89,-140855.76,27782331.05,26522758.43,2.17,2.51,2.58,2.43,2.57,-0.33,2.45,1.56,34.71,9.58,0.6,0.0,1.61,0.03,-0.54,0.03,-0.44,0.35,0.38,5.98,35.72,0.44,2.99,0.15,3.03,9.18,2.71
stock102566,8.6,1.19,1.06,0.0,0.33,0.0,0.01,0.01,-61.32,-3.87,-1.53,-3.87,-1.53,183.43,0.66,24.37,53.23,0.61,-2.23,1.23,-0.02,14.57,28.54,-0.02,-10.6,0.73,0.85,2.7,3.74,203035.68,725014060.0,2.8,21.72,-11.25,-16.1,-11.34,18.78,0.06,-0.0,0.05,-0.6,-8.4,-0.52,30.35,26.69,29.53,2.22,1.22,1.38,1.38,1.58,2.23,3.19,3.12,2.99,2.66,2.39,-35042.85,-112085.58,13007154.93,58663498.47,1.27,1.4,1.52,1.56,1.26,0.08,11.14,10.37,7.33,3.02,0.02,5.34,1.95,-0.04,1.01,-2.31,0.96,0.17,0.54,4.61,21.22,0.31,-0.12,0.88,2.34,5.46,1.12
stock101493,23.84,1.02,1.01,0.04,0.34,0.01,0.15,0.04,8.43,2.91,11.87,-32.53,-26.65,-81.67,10.82,24.1,15.7,7.14,48.16,0.35,-0.94,-1.29,2.19,-0.68,1.72,0.56,0.52,-5.07,3.64,374615.34,4005082130.0,0.94,15.8,-4.49,-11.38,-17.65,-1.53,-0.11,0.0,0.11,-0.39,-3.56,-0.4,48.05,40.47,38.46,2.09,1.18,1.21,1.31,1.41,1.98,2.37,2.2,2.07,2.04,2.2,-73030.72,-162669.05,17075718.68,79429600.52,1.6,1.69,1.8,2.07,1.85,-0.0,2.58,1.77,34.23,8.61,0.3,1.11,0.59,-0.01,0.03,-0.2,-0.12,0.11,0.41,5.05,25.48,0.22,0.15,0.34,2.36,5.57,2.1
