code,close,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87
stock102808,8.04,1.06,1.02,-0.03,0.3,-0.0,0.61,0.0,35.39,-350.26,-10.7,-292.51,-31.3,-102.76,-10.41,-5.21,9.68,-4.19,4.9,0.04,-14.12,-8.03,-0.11,-6.15,-8.18,0.5,0.73,7.81,3.31,328737.68,2800965860.0,1.17,0.0,25.62,47.79,47.52,75.16,0.17,0.02,-0.08,-0.02,1.09,-0.26,69.68,59.12,54.73,2.06,1.39,1.64,1.74,1.89,2.46,3.75,3.35,3.22,2.72,2.17,-163293.14,-756082.63,-17331393.9,36994699.96,3.42,3.77,3.33,3.18,2.6,0.04,0.86,0.72,60.39,69.35,0.8,25.37,13.3,0.11,-0.38,0.03,-0.35,0.28,0.63,5.24,27.47,0.51,0.14,0.98,2.57,6.58,2.1
stock102419,11.09,1.12,1.04,0.03,0.63,-0.02,0.64,0.07,-7.61,0.77,2.47,0.77,2.47,70.49,4.14,4.08,13.03,2.35,19.22,-0.62,-0.08,0.3,0.41,-0.37,0.9,0.67,0.59,-1.24,3.28,351336.69,4273932290.0,0.82,1.89,18.61,11.57,8.51,17.73,-0.03,0.09,-0.35,-0.4,-4.94,-0.29,38.2,31.5,32.65,1.83,1.19,1.24,1.24,1.25,1.52,1.13,2.01,2.01,2.06,2.05,-41848.43,-85282.13,-34927684.39,-10569261.88,1.32,1.11,1.27,1.48,1.33,0.09,2.79,1.18,46.09,18.6,0.58,20.61,1.19,-0.14,-0.57,-0.62,-0.25,0.44,0.5,3.72,13.82,0.63,0.24,0.55,1.85,3.43,1.05
stock101688,20.85,1.16,1.05,0.02,0.27,0.02,0.34,0.05,-3.95,-2.93,2.83,-3.78,1.93,55.56,6.5,5.18,11.54,4.1,17.21,0.94,-0.39,0.05,4.46,-0.21,2.85,0.55,0.76,0.4,4.61,663290.62,3278459410.0,2.02,19.32,15.83,9.56,-4.09,46.01,0.01,0.13,-0.39,-0.36,-3.77,-0.45,51.64,37.92,35.0,2.76,1.2,1.2,1.22,1.68,2.06,2.36,2.35,2.92,3.18,2.87,-79042.95,-184579.8,-31241088.73,23551453.33,1.23,1.3,1.69,2.0,1.72,0.16,1.75,1.06,37.69,31.48,0.79,0.0,2.64,-0.05,0.16,-0.74,0.08,0.58,0.79,6.19,38.26,0.87,1.33,0.76,2.83,7.99,1.44
stock103528,46.5,1.04,1.01,0.0,0.08,0.0,0.02,0.0,-6.57,-53.28,1.54,-64.06,-21.9,-31.33,3.55,13.0,54.22,3.4,62.24,0.4,-4.17,-12.99,11.61,-3.81,-3.04,0.21,0.56,12.11,5.15,130113.4,341476194.0,3.81,2.58,51.07,100.0,72.86,119.55,0.41,0.23,-0.3,-0.72,-5.83,-0.55,42.24,33.13,33.21,3.39,1.6,2.05,2.15,2.25,2.88,4.55,3.54,3.95,3.96,3.4,-194536.53,7404936.78,-51123999.58,-37298455.7,6.22,6.04,5.18,6.48,6.66,-1.11,19.6,15.47,4.13,20.95,0.26,0.37,0.71,-0.02,-10.86,-0.16,-9.65,1.26,0.45,7.28,53.0,1.42,4.43,0.43,3.27,10.67,6.88
stock100469,10.34,1.12,1.04,0.01,0.48,0.08,2.54,0.08,-0.9,-13.9,6.78,-13.9,6.78,390.19,3.07,0.57,3.44,0.69,4.05,5.67,-0.74,-0.09,1.71,-0.21,2.39,0.6,0.71,-0.63,4.13,1192809.61,26704323700.0,0.45,0.2,8.27,19.26,34.99,27.03,-0.02,-0.05,-0.13,1.85,14.29,0.76,94.46,87.43,79.76,2.43,1.22,1.38,1.58,1.66,1.89,2.44,2.43,2.77,2.59,2.56,-163156.16,-571341.08,62749662.02,232326409.0,1.31,1.43,1.68,1.47,1.08,0.1,0.64,0.53,71.0,42.05,1.2,5.32,15.98,-0.16,-0.06,4.16,0.03,-0.05,0.5,5.05,25.48,0.13,-0.14,1.01,2.65,7.01,0.82
stock103611,11.76,1.03,1.01,0.02,0.54,0.04,0.94,0.08,10.7,-65.35,0.14,-65.35,0.14,-79.32,3.88,2.25,11.8,2.24,15.43,1.82,-7.33,-4.93,-0.5,-4.54,-5.76,0.62,0.75,-2.92,4.0,798721.13,7766372920.0,1.03,1.48,9.6,7.5,12.97,14.84,-0.07,-0.05,-0.22,0.26,1.47,0.05,69.12,61.7,59.61,2.3,1.1,1.17,1.17,1.25,1.74,1.13,2.08,2.15,1.98,2.46,-129547.46,-430893.14,-9651223.33,100708779.0,2.41,2.85,3.11,2.83,2.89,0.04,1.09,0.7,39.35,48.83,1.0,5.72,6.45,0.05,-0.21,0.18,-0.18,-0.29,0.84,6.26,39.18,0.02,-0.92,1.12,2.8,7.86,2.58
stock101312,7.27,1.15,1.05,0.01,0.37,-0.05,0.36,0.02,-0.01,-76.55,-0.5,-76.55,-0.5,-214.69,1.35,1.4,10.76,0.69,10.62,-9.12,-4.37,-4.55,3.08,-2.87,-3.96,0.49,0.66,4.54,3.72,465280.0,3668240360.0,1.27,1.4,18.99,24.27,22.18,47.46,0.11,0.07,0.01,-0.04,0.07,-0.36,57.97,51.92,53.35,2.28,1.28,1.35,1.36,1.55,1.84,2.92,2.55,2.63,2.8,2.38,-63104.8,-134510.15,-11902288.24,-30328675.48,1.21,0.97,0.93,1.08,0.86,-0.11,1.01,0.78,52.8,25.55,0.49,6.9,4.94,-0.11,-0.61,-1.35,-0.64,0.51,0.26,4.38,19.17,0.61,0.25,0.83,2.28,5.21,0.74
stock101761,25.42,0.99,1.0,0.01,0.07,0.03,0.16,0.03,43.12,385.2,20.04,385.2,20.04,135.93,16.65,7.05,18.05,3.09,25.8,2.48,23.66,10.58,-8.94,4.42,8.26,0.51,0.74,1.97,4.5,303343.35,1194811520.0,2.54,0.42,7.3,11.15,1.07,23.88,0.06,0.05,-0.44,-0.14,-0.88,-0.12,56.81,49.6,47.24,2.73,1.17,1.21,1.28,1.53,2.09,2.0,2.49,3.08,3.14,2.82,-144319.12,-475198.37,-5030175.47,-28923396.22,5.47,6.76,6.62,7.59,5.96,0.09,1.46,0.28,81.77,13.22,0.44,40.52,0.74,0.06,-4.61,0.21,-1.32,0.03,0.65,6.92,47.89,0.27,0.69,0.76,3.11,9.68,5.79
stock100731,10.58,0.89,0.96,0.02,0.27,-0.04,0.06,0.02,71.77,26.97,32.05,-56.93,-55.21,81.21,6.11,29.29,21.47,3.41,34.65,-2.17,1.6,-5.29,6.33,-1.58,-16.64,0.58,0.51,7.63,3.8,2135751.91,18488221700.0,1.16,3.68,41.63,37.94,37.94,25.5,0.19,0.23,-0.35,-0.35,-2.79,-0.38,59.86,45.36,40.01,2.38,1.5,1.5,1.5,1.53,3.49,3.56,3.9,3.9,2.69,2.45,-3050623.07,-3789498.85,-4014892760.0,-4050256570.0,7.01,6.15,6.15,3.8,2.18,-0.3,2.68,2.5,49.64,26.85,0.12,31.16,2.29,-0.03,-1.42,0.46,-1.47,0.98,0.39,6.04,36.49,1.04,2.39,0.76,2.58,6.67,1.27
stock102398,37.69,1.16,1.05,0.02,0.1,0.03,0.37,0.03,5.71,8.12,13.53,8.12,13.53,67.42,16.34,4.42,7.79,7.33,12.53,1.68,-0.82,0.1,-0.67,-0.36,-0.89,0.49,0.67,5.41,4.22,3813187.01,9964847460.0,3.83,24.17,7.81,22.89,17.71,13.59,0.15,0.18,-0.4,-0.24,0.14,-0.25,56.2,49.79,46.43,2.62,1.18,1.33,1.42,1.48,2.17,3.97,3.31,2.95,2.55,2.71,-129870.1,-403960.01,46432844.34,-39382476.37,0.36,0.33,0.3,0.3,0.35,0.15,1.36,1.04,58.51,11.13,1.66,0.43,7.81,-0.12,-0.22,0.73,-0.13,0.75,0.49,6.08,36.99,0.93,1.73,0.37,3.08,9.48,0.49
