code,close,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87
stock102419,16.17,1.12,1.04,0.02,0.46,0.09,0.55,0.07,13.45,-2.33,2.57,-2.33,2.57,206.73,4.76,3.99,19.39,2.41,30.89,3.91,-0.24,-0.64,4.24,-0.11,7.06,1.51,1.34,1.38,4.9,512273.6,4699472670.0,1.09,3.17,4.52,5.62,11.36,15.17,0.04,0.02,-0.26,-0.35,-3.28,-0.29,48.19,37.48,35.67,2.03,1.11,1.13,1.2,1.35,1.84,1.5,1.57,1.47,1.64,3.0,-98900.04,-176748.95,16858020.33,42210662.2,1.85,1.82,1.74,1.71,1.83,0.44,2.1,0.9,49.14,40.86,0.6,24.74,1.34,0.06,-0.08,0.28,-0.04,0.46,1.53,8.99,80.84,0.5,0.67,0.95,4.07,16.57,2.63
stock100357,13.17,0.96,0.99,0.03,0.28,0.06,0.12,0.05,6.27,8.66,7.01,8.66,7.01,2.82,9.18,21.23,26.18,3.39,46.66,2.42,0.14,0.47,1.79,-0.19,-2.24,1.29,0.99,-5.16,4.22,387464.99,7804302200.0,0.5,1.55,2.65,4.28,2.65,1.22,-0.13,0.21,-0.28,-0.22,-1.84,-0.23,58.96,43.77,39.36,1.61,1.09,1.09,1.14,1.16,1.62,1.0,0.98,1.32,1.41,2.48,-109213.69,-160503.25,65261741.75,92113722.0,3.01,2.54,2.85,2.52,2.28,0.29,1.16,1.14,65.25,45.51,0.16,43.52,20.88,-0.01,0.4,5.79,0.4,0.15,0.08,4.24,17.97,0.1,0.15,0.03,4.24,17.97,4.41
stock101688,10.99,1.16,1.05,-0.03,0.27,0.07,0.2,-0.02,-35.74,-286.6,-12.66,-286.97,-12.48,1102.65,-12.83,-16.88,11.97,-9.37,13.87,-1.92,-18.84,-22.69,1.45,-13.66,-3.36,1.53,1.21,3.59,5.09,860545.31,3026111970.0,2.84,2.55,6.08,6.39,12.03,57.22,0.11,-0.04,-0.42,-0.31,-2.45,-0.39,47.02,37.31,34.87,2.18,1.15,1.16,1.21,1.78,2.08,1.72,1.76,2.11,2.36,3.15,-139047.24,-227180.74,53135461.97,85910908.79,1.33,1.26,1.6,1.76,1.74,0.33,2.98,2.49,23.54,25.29,0.56,0.64,3.57,-0.18,-0.25,0.08,0.11,0.22,1.27,8.9,79.22,0.22,0.87,1.18,4.03,16.2,2.27
stock103528,27.26,1.04,1.01,0.0,0.09,0.0,0.03,0.0,17.79,30.13,2.9,30.13,2.9,163.16,2.31,6.27,51.51,2.12,58.42,1.22,0.48,0.6,-1.96,0.45,2.0,1.4,1.11,-3.4,6.02,181460.38,373203064.0,4.86,12.74,1.3,2.98,-3.2,20.46,-0.12,0.01,-0.22,-0.6,-3.49,-0.5,58.88,41.84,37.47,2.93,1.12,1.13,1.17,1.71,2.5,1.69,1.66,1.88,2.87,3.57,-57007.16,-94797.83,-4702089.2,-41105198.64,2.86,2.66,2.72,4.39,3.96,-0.54,13.08,10.39,8.9,22.09,0.34,3.5,1.0,0.04,-3.35,0.12,-2.68,0.5,1.45,10.61,112.64,0.53,1.29,1.23,4.57,20.89,3.77
stock100469,13.91,1.12,1.04,0.03,0.47,0.04,1.34,0.15,7.62,290.81,105.03,270.62,83.33,-49.72,6.45,2.24,3.35,2.49,3.33,1.49,13.37,3.5,-1.76,3.84,-0.91,1.37,1.23,3.67,5.14,1604640.39,29297235000.0,0.55,1.23,10.84,15.82,20.54,42.08,0.12,0.08,-0.13,1.85,14.29,0.76,94.46,87.43,79.76,2.47,1.18,1.21,1.25,1.56,1.82,2.64,2.22,1.95,1.86,3.18,-153751.43,-254336.42,-81383957.84,-18894756.11,0.77,0.71,0.71,0.79,0.9,0.15,0.85,0.72,56.4,30.09,1.11,2.34,16.65,0.04,0.26,1.55,0.25,0.43,1.45,7.94,63.11,0.47,-0.77,0.95,3.79,14.38,1.26
stock103611,10.2,1.03,1.01,-0.02,0.57,0.04,0.96,0.07,-12.21,35.0,-3.81,35.0,-3.81,-36.97,-3.25,-1.93,13.42,-1.61,12.2,-2.43,1.56,0.68,2.82,0.87,3.04,1.42,1.17,-1.63,4.92,692768.33,7976451940.0,0.87,1.79,18.06,22.45,15.25,39.54,-0.05,-0.04,0.03,0.49,6.2,0.08,77.05,67.41,63.27,2.09,1.27,1.3,1.33,1.6,1.98,2.39,2.13,2.2,2.12,2.95,-374374.49,-588090.03,-98487628.67,-103257477.0,3.22,2.79,2.87,2.41,2.34,0.11,0.94,0.7,45.67,46.91,0.84,4.37,6.84,-0.12,-0.0,-0.25,0.05,-0.14,1.36,8.86,78.5,-0.11,-0.24,1.14,3.63,13.16,3.5
stock101312,10.45,1.15,1.05,0.02,0.31,0.01,0.21,0.04,7.38,235.71,6.27,235.71,6.27,-33.31,7.44,11.23,10.78,4.67,9.31,0.57,13.27,20.12,-2.26,8.32,2.15,1.32,1.29,2.25,4.72,668800.0,4377978640.0,1.53,0.25,1.65,6.63,4.08,2.06,0.07,0.05,-0.08,-0.05,-0.16,-0.34,39.81,44.15,49.53,2.16,1.11,1.15,1.16,1.24,1.89,1.73,1.43,1.45,1.72,2.9,-59496.5,-93336.5,46924587.65,30938139.79,0.86,0.7,0.62,0.64,0.77,0.09,1.8,1.64,36.82,36.77,0.42,4.25,7.7,0.01,0.33,2.63,0.32,0.49,1.54,9.82,96.53,0.53,0.48,1.26,4.0,16.02,1.2
stock101761,12.03,0.99,1.0,0.01,0.16,-0.0,0.1,0.02,-16.62,-20.96,5.31,-73.65,-64.9,-104.6,7.53,11.65,13.41,2.96,25.27,-0.41,-2.5,-0.64,3.15,-1.98,-0.48,1.28,1.12,-3.56,4.68,419835.39,2132697620.0,1.97,0.9,3.53,6.74,2.91,9.46,-0.1,-0.03,-0.25,-0.07,0.67,-0.08,61.31,54.2,50.28,2.05,1.12,1.12,1.21,1.28,1.65,1.54,1.4,2.02,1.93,2.78,-154534.08,-217862.69,66720960.28,88249058.34,3.47,2.85,3.29,2.91,3.57,0.1,1.29,0.2,61.67,8.34,0.25,15.31,0.37,-0.15,-0.59,-0.19,-0.24,0.12,1.43,8.33,69.44,0.54,0.35,1.09,3.65,13.33,5.69
stock100731,13.13,0.89,0.96,0.02,0.34,0.03,0.1,0.03,117.59,129.65,212.51,23.76,68.41,-46.91,6.38,21.73,12.63,4.07,34.94,1.5,-2.3,1.14,-11.21,0.67,1.78,1.34,1.19,3.44,5.45,3164869.42,39342234700.0,0.8,5.2,-1.94,-9.51,-9.57,65.78,0.12,0.17,-0.26,-0.28,-0.85,-0.31,56.32,45.31,40.32,2.73,1.16,1.22,1.36,2.32,3.06,2.28,2.14,2.77,3.55,3.37,-1987214.37,-4218266.15,-470351850.0,-936923865.0,4.94,5.15,7.34,7.68,4.85,0.22,3.69,3.4,43.45,23.65,0.19,24.63,1.9,0.02,1.3,-0.27,1.25,0.6,1.14,9.27,85.98,0.58,1.39,1.01,3.9,15.23,4.95
stock102398,11.28,1.16,1.05,0.03,0.29,0.09,0.99,0.06,-0.48,9.0,9.93,9.0,9.93,476.49,10.71,3.2,6.55,5.13,10.12,2.81,-0.09,0.28,0.32,-0.26,1.2,1.4,1.26,-2.15,5.42,2454441.8,15715320600.0,1.56,2.19,-4.57,-0.62,-2.08,14.47,-0.07,-0.15,-0.26,-0.09,2.05,-0.14,70.76,59.04,51.67,2.51,1.07,1.08,1.24,1.33,1.89,0.89,1.34,2.3,2.95,3.24,-65227.3,-147275.41,83699557.52,132747527.0,0.3,0.37,0.51,0.58,0.47,0.08,1.57,1.18,53.98,12.15,1.6,0.96,6.74,-0.24,0.04,-2.73,0.03,-0.36,1.45,8.05,64.81,-0.33,0.12,0.77,3.88,15.05,0.59
