code,close,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87
stock102808,6.91,1.06,1.02,-0.08,0.54,0.06,0.95,0.02,25.37,-67.46,58.66,-67.46,58.66,18.25,-15.71,-8.89,14.1,-6.81,7.91,-0.73,-0.83,-2.23,2.08,-1.04,1.96,1.24,1.0,-3.36,9.55,313202.46,5009956020.0,0.63,0.61,22.95,9.16,-15.21,2.67,-0.19,-0.0,-0.08,-0.02,1.09,-0.26,69.68,59.12,54.73,4.65,1.31,1.31,1.51,1.85,3.54,2.22,2.99,3.96,4.37,5.64,-133951.86,-216815.72,13694829.36,50800477.18,2.62,2.84,2.93,3.84,6.2,0.07,0.4,0.32,66.31,78.88,0.77,14.31,16.64,-0.1,-0.29,1.67,-0.26,-0.11,1.3,10.38,107.8,0.73,0.13,1.48,3.99,15.91,4.01
stock102419,14.45,1.12,1.04,0.02,0.5,-0.09,0.54,0.05,9.66,24.4,2.98,24.4,2.98,-613.08,5.0,4.63,15.16,2.52,23.83,-3.58,0.86,0.55,2.12,0.16,4.61,1.5,1.32,3.51,8.83,457783.15,4606046490.0,0.99,5.51,18.64,4.86,-10.69,24.57,0.19,-0.0,-0.35,-0.4,-4.94,-0.29,38.2,31.5,32.65,3.65,1.26,1.31,1.4,1.84,3.08,2.73,3.43,4.1,4.14,5.37,-113755.05,-184348.41,12349133.63,58153542.32,1.62,1.57,1.67,2.83,3.58,-0.1,2.18,0.94,49.46,41.83,0.54,26.21,1.07,-0.03,-0.61,-0.12,-0.24,-0.0,1.32,8.94,79.93,0.51,0.57,0.94,4.08,16.68,2.49
stock101688,7.85,1.16,1.05,0.03,0.43,0.01,0.44,0.05,6.69,19.67,29.54,-51.25,-47.23,-84.57,6.01,5.81,10.52,4.29,17.23,0.3,1.48,1.32,0.03,1.04,1.82,1.39,1.19,-0.47,8.39,614675.22,3356630100.0,1.83,1.93,29.32,19.66,-16.13,7.83,-0.02,-0.03,-0.39,-0.36,-3.77,-0.45,51.64,37.92,35.0,3.47,1.4,1.5,1.64,1.82,6.11,4.18,4.23,4.46,4.09,4.96,-338229.41,-496543.08,-75031089.23,-60041659.26,2.47,2.01,1.73,2.09,2.65,-0.12,3.23,2.38,20.65,30.65,0.74,0.36,3.49,0.01,1.17,0.47,0.83,-0.07,1.16,9.22,85.03,0.39,0.49,1.18,4.09,16.71,2.19
stock103528,25.31,1.04,1.01,0.0,0.1,0.0,0.03,0.0,25.17,9.98,2.55,-31.26,-35.91,26.2,2.4,7.15,50.22,2.25,57.81,0.81,0.16,-0.99,-5.12,0.14,-1.02,1.28,1.06,-0.79,9.16,167654.45,365166476.0,4.59,19.8,24.68,5.46,-31.91,6.7,-0.04,0.12,-0.3,-0.72,-5.83,-0.55,42.24,33.13,33.21,4.29,1.34,1.45,1.99,2.5,4.67,2.88,4.12,4.64,4.6,5.44,-128998.81,-215758.52,-7831107.86,792631.25,4.28,3.96,3.56,3.83,3.47,0.5,20.44,16.68,6.79,20.12,0.31,3.21,0.98,0.06,5.07,0.16,4.07,0.45,1.12,10.79,116.45,0.88,1.55,1.23,4.58,21.01,3.99
stock100469,11.65,1.12,1.04,-0.02,0.34,0.12,1.85,0.07,-7.35,-303.8,-9.7,-301.76,-10.61,80.26,-6.93,-1.26,5.11,-1.35,4.24,-5.06,0.09,-0.01,1.01,0.05,0.11,1.36,1.18,3.37,7.9,1343929.58,25895221400.0,0.52,1.56,-5.82,15.0,8.47,61.13,0.16,0.03,-0.13,1.85,14.29,0.76,94.46,87.43,79.76,3.17,1.29,1.38,1.74,1.81,2.89,3.95,4.5,4.69,4.35,4.78,-252442.92,-642016.8,16709473.7,-100101870.0,1.19,1.25,1.03,1.1,1.37,0.1,0.59,0.47,72.25,40.35,1.07,3.91,15.1,-0.04,-0.06,-2.03,-0.1,0.11,1.24,7.96,63.36,0.59,-0.95,0.98,3.82,14.58,1.27
stock103611,7.89,1.03,1.01,-0.04,0.76,0.09,1.41,0.06,0.77,-216.84,-5.84,-216.84,-5.84,60.67,-4.81,-2.61,10.6,-2.49,9.16,-2.5,-8.69,-4.85,-1.21,-4.73,-6.26,1.31,1.13,-0.95,7.83,535876.68,7833019810.0,0.68,1.89,4.78,10.81,-11.55,11.44,-0.04,-0.18,-0.22,0.26,1.47,0.05,69.12,61.7,59.61,3.19,1.14,1.28,1.4,1.99,3.4,2.96,3.48,3.89,4.01,4.62,-136960.66,-311670.04,26440226.98,48650214.07,2.24,2.16,2.0,3.33,4.21,0.07,0.94,0.65,43.98,50.09,0.95,3.57,7.09,-0.04,-0.15,0.65,-0.05,-0.68,1.23,8.57,73.4,-0.2,-0.83,1.12,3.64,13.24,3.53
stock101312,11.24,1.15,1.05,-0.02,0.27,0.02,0.18,0.0,-0.0,-736.59,47.32,-589.07,13.18,162.46,-5.83,-8.89,13.04,-3.65,7.16,-1.16,-1.36,-4.54,1.16,-1.5,-1.49,1.47,1.25,4.61,8.39,719360.0,4382030410.0,1.64,0.0,20.99,40.15,0.9,96.5,0.24,0.11,0.01,-0.04,0.07,-0.36,57.97,51.92,53.35,3.48,1.27,1.49,1.69,1.98,3.51,2.82,3.57,4.22,4.09,5.11,-89300.37,-250292.19,-23692973.5,-19198804.8,0.78,0.81,0.78,1.15,1.52,0.14,1.47,1.32,41.8,37.34,0.41,5.52,5.07,-0.08,0.53,-0.06,0.59,0.48,1.32,9.7,94.02,0.99,1.13,1.28,4.02,16.16,1.24
stock101761,12.84,0.99,1.0,0.01,0.14,0.0,0.09,0.02,-19.31,80.96,233.1,-46.39,-1.33,-94.91,9.46,14.64,11.96,4.27,30.84,0.21,-7.95,8.11,-1.72,1.12,9.84,1.38,1.07,2.43,8.07,389565.17,2029927400.0,1.92,3.06,8.72,3.72,-5.59,43.95,0.12,0.04,-0.44,-0.14,-0.88,-0.12,56.81,49.6,47.24,3.75,1.24,1.28,1.33,1.83,4.23,2.78,3.42,4.06,4.49,4.97,-313514.69,-532334.89,22233171.87,28179892.68,5.51,5.36,5.16,7.99,8.62,0.02,1.42,0.32,60.79,8.99,0.29,13.67,0.38,-0.19,0.45,-0.41,0.15,0.29,1.13,9.05,81.86,1.11,0.32,1.14,3.85,14.81,8.12
stock100731,8.26,0.89,0.96,0.04,0.45,0.06,0.15,0.05,190.5,182.84,86.52,96.33,29.47,221.43,9.26,28.52,16.37,5.61,39.78,1.34,3.15,-0.77,-5.11,2.2,5.13,1.22,1.13,1.29,7.27,1667904.73,28798623300.0,0.58,7.2,13.0,34.97,1.6,12.84,0.06,0.08,-0.35,-0.35,-2.79,-0.38,59.86,45.36,40.01,3.01,1.22,1.34,1.5,1.89,2.62,2.0,3.21,3.86,3.68,4.31,-622143.51,-1624748.93,-40783126.8,-130171401.0,2.72,2.91,2.48,3.16,4.51,0.27,2.59,2.27,49.44,25.57,0.2,26.19,2.0,0.08,-0.08,-0.28,-0.23,-0.14,1.11,8.2,67.25,0.03,1.23,0.95,3.63,13.19,3.88
stock102398,10.01,1.16,1.05,0.03,0.32,0.04,1.25,0.05,71.74,8.52,10.54,-45.74,-44.73,-56.1,10.88,2.79,5.91,5.68,8.53,1.11,-0.2,-1.63,-2.28,-1.06,-4.5,1.42,1.21,-3.63,7.96,2178099.5,14473736300.0,1.5,2.65,11.35,3.95,-22.52,-12.73,-0.17,-0.11,-0.4,-0.24,0.14,-0.25,56.2,49.79,46.43,2.81,1.23,1.29,1.5,1.88,6.41,2.88,3.76,4.02,3.79,4.66,-97800.86,-182030.52,5716116.27,28559967.89,0.31,0.31,0.29,0.43,0.69,0.12,1.58,1.14,51.68,15.06,2.03,1.06,9.73,0.51,-0.07,1.7,-0.2,-0.68,1.28,7.93,62.91,-0.19,-0.11,0.79,3.83,14.64,0.53
