code,close,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87
stock102419,26.8,1.12,1.04,0.01,0.27,-0.07,0.25,0.04,-12.27,8.69,2.39,8.69,2.39,-534.04,4.35,4.71,14.82,2.25,21.52,-6.04,0.25,0.91,2.27,-0.21,3.03,0.81,0.75,8.49,4.11,849037.26,4365602410.0,1.94,5.09,95.9,96.32,138.01,158.51,0.24,0.2,-0.35,-0.4,-4.94,-0.29,38.2,31.5,32.65,2.46,2.11,2.19,2.53,3.17,3.89,5.31,4.77,4.24,3.42,2.8,7854648.81,8382650.95,5476407440.0,3879868960.0,4.78,3.86,3.49,2.43,2.01,-0.08,3.21,0.96,45.66,19.59,0.48,23.12,0.75,-0.17,0.55,-0.75,-0.36,0.82,0.75,5.47,29.89,1.35,0.9,0.55,2.41,5.82,1.45
stock101688,16.1,1.16,1.05,0.01,0.21,0.04,0.22,0.03,1.27,-10.81,27.75,-20.27,14.2,1110.34,5.12,4.8,9.94,3.42,15.46,3.79,-2.21,-0.65,-0.22,-1.19,-1.64,0.68,0.78,5.18,4.93,1126798.75,3837173330.0,2.94,1.92,15.99,25.34,67.62,72.9,0.17,0.17,-0.39,-0.36,-3.77,-0.45,51.64,37.92,35.0,3.03,1.45,2.63,2.63,2.63,2.88,4.2,4.32,4.21,3.54,3.22,-1862227.91,-8812551.59,-802650024.0,-4437748680.0,5.31,5.38,4.96,3.32,2.62,-0.01,2.29,1.67,31.5,27.07,0.71,0.37,3.27,-0.13,0.58,0.42,0.63,0.71,0.91,6.96,48.38,1.35,1.13,0.93,3.11,9.68,1.93
stock103528,48.99,1.04,1.01,0.0,0.05,0.0,0.01,0.0,9.26,-56.55,0.24,-66.57,-22.89,-60.24,2.28,7.86,54.83,2.1,58.55,0.47,-2.97,-11.91,3.43,-2.99,-4.18,0.38,0.58,11.72,5.89,219329.21,352723961.0,6.22,28.92,-4.47,24.04,56.83,198.84,0.46,0.3,-0.3,-0.72,-5.83,-0.55,42.24,33.13,33.21,3.87,1.38,1.79,1.79,3.68,4.91,5.5,4.94,4.83,4.43,3.92,-323124.42,-812460.77,-180408851.0,-392021590.0,6.27,5.0,5.25,5.3,6.29,-0.73,21.17,16.87,6.58,20.69,0.27,3.03,0.77,0.01,-14.68,0.06,-11.9,1.49,0.51,8.21,67.41,1.86,3.43,0.54,3.61,13.01,7.11
stock100469,16.85,1.12,1.04,-0.01,0.26,0.09,1.42,0.05,-13.33,-157.59,-4.74,-157.59,-4.74,486.0,-3.03,-0.56,4.16,-0.58,4.56,-11.93,-8.03,-1.4,2.17,-1.69,2.0,0.73,0.75,4.52,4.11,1943795.15,26495818900.0,0.73,2.35,27.55,21.92,56.74,118.26,0.12,0.06,-0.13,1.85,14.29,0.76,94.46,87.43,79.76,2.44,1.53,1.59,1.92,2.56,3.16,3.76,3.66,3.37,3.04,2.71,-1390654.83,-2311864.3,-579030957.0,-402450938.0,2.02,1.94,2.06,1.86,1.47,0.01,0.66,0.56,72.98,41.14,1.04,5.27,16.34,-0.29,0.0,3.19,0.1,0.02,0.95,5.87,34.41,0.69,-0.14,1.12,2.75,7.58,1.04
stock103611,18.51,1.03,1.01,0.0,0.34,0.04,0.63,0.05,14.34,-96.54,-3.32,-96.54,-3.32,-47.85,0.29,0.16,11.0,0.16,12.18,35.47,-7.93,-5.13,-1.11,-4.74,-7.91,0.68,0.79,2.9,3.72,1257170.76,7901462480.0,1.59,2.91,41.27,47.78,56.48,71.16,0.07,-0.03,-0.22,0.26,1.47,0.05,69.12,61.7,59.61,2.17,1.66,1.75,1.82,2.13,2.61,4.26,3.53,3.16,2.69,2.43,-4875134.23,-9027086.76,-2692258910.0,-3637626690.0,7.24,6.08,5.71,4.41,3.58,-0.01,1.04,0.67,41.13,48.51,0.99,5.58,6.7,0.07,0.02,1.24,0.05,-0.4,1.07,6.67,44.43,0.36,-0.44,0.98,2.75,7.57,3.05
stock101312,13.37,1.15,1.05,-0.01,0.19,-0.01,0.2,0.0,4.84,-252.7,-7.0,-252.7,-7.0,-746.83,-5.57,-5.29,12.46,-2.47,9.08,0.57,-8.97,-8.93,4.09,-4.37,-3.07,0.92,0.87,5.22,4.87,855680.0,3608436350.0,2.37,0.57,22.32,9.95,87.52,114.26,0.17,0.14,0.01,-0.04,0.07,-0.36,57.97,51.92,53.35,2.87,1.6,1.82,2.43,3.05,4.12,5.43,4.87,4.87,3.93,3.24,-1004578.72,-1610089.85,-310206129.0,-285891354.0,2.43,2.04,2.26,1.66,1.31,0.08,0.94,0.75,54.69,40.63,0.47,8.58,4.49,-0.05,-0.35,-1.12,-0.3,0.65,0.84,6.4,40.91,1.24,0.32,1.01,2.82,7.93,0.98
stock100731,12.78,0.89,0.96,0.01,0.19,-0.01,0.05,0.01,23.08,-18.55,6.1,-72.37,-64.01,94.58,6.57,25.86,25.9,2.58,27.73,-0.9,-1.99,-13.22,14.89,-2.83,-26.3,0.71,0.62,1.78,4.55,2579859.11,14049807900.0,1.84,4.29,14.11,6.5,9.76,68.15,0.05,0.17,-0.35,-0.35,-2.79,-0.38,59.86,45.36,40.01,2.72,1.37,1.39,1.39,2.01,2.09,4.01,3.6,3.36,3.6,2.9,-5578580.65,-7437145.54,-3598730960.0,-3566816950.0,8.65,7.06,7.77,7.51,4.72,-0.02,2.54,2.21,52.99,17.53,0.1,27.65,1.33,-0.04,-3.16,-0.85,-3.28,0.67,0.69,6.59,43.41,1.02,1.59,0.79,2.81,7.9,2.48
stock102398,44.06,1.16,1.05,0.01,0.14,0.01,0.37,0.03,25.88,26.18,63.7,17.34,52.23,-74.23,10.83,3.91,7.77,5.55,11.52,0.46,-3.22,0.01,0.14,-1.06,-0.25,0.67,0.78,-1.56,4.75,4457655.07,12927875800.0,3.45,1.51,18.57,10.4,20.94,46.04,-0.05,0.08,-0.4,-0.24,0.14,-0.25,56.2,49.79,46.43,2.78,1.48,1.5,1.5,1.88,1.97,4.82,3.97,3.73,3.37,2.99,-2388652.52,-3241190.63,-952266565.0,-577033195.0,1.63,1.36,1.19,0.79,0.54,0.02,1.61,1.21,49.93,15.54,1.42,0.68,7.09,-0.27,0.0,-1.2,-0.06,0.35,0.75,6.58,43.24,0.88,1.24,0.41,3.12,9.72,0.53
stock100819,16.55,1.2,1.07,-0.01,0.26,0.02,0.04,-0.03,-6.26,-883.56,-6.24,-883.56,-6.24,1659.2,-5.48,-34.3,54.88,-4.65,12.21,-1.52,-6.14,-38.4,23.76,-5.22,-20.67,0.8,0.98,12.94,5.13,328432.27,1379866610.0,2.38,0.0,48.03,48.03,62.89,107.91,0.46,0.18,-0.23,-0.36,-2.29,-0.34,45.41,38.0,35.28,3.26,1.63,1.63,1.98,2.78,2.96,8.45,8.45,8.19,4.37,3.54,-469276.33,-469276.33,20243949.87,20243949.87,5.01,5.01,5.27,4.86,4.49,0.01,6.78,5.76,14.66,34.97,0.14,5.92,1.37,-0.0,-2.59,0.51,-2.05,1.06,0.83,7.79,60.61,1.5,0.02,0.84,3.32,10.99,3.71
stock101648,52.4,1.01,1.0,0.02,0.07,0.0,0.65,0.05,47.26,15.1,36.77,-23.27,-8.82,109.78,30.45,3.48,4.27,6.03,10.25,0.05,-5.73,-0.97,-1.8,-1.35,-3.32,0.32,0.47,-0.72,4.06,1075477.19,3420150630.0,3.14,5.42,4.97,29.95,31.51,47.05,-0.02,-0.02,-0.2,-1.42,-1.8,-0.17,52.53,43.23,38.73,2.46,1.32,1.8,1.8,2.33,2.33,4.08,3.93,3.46,3.19,2.51,-1607911.63,-9639690.51,-629580329.0,-3820594810.0,6.49,5.79,5.62,4.4,3.25,0.06,1.34,1.08,70.77,5.95,1.73,1.86,9.52,0.07,-0.05,0.12,-0.09,-0.24,0.43,6.17,38.03,0.06,1.56,0.21,2.73,7.44,2.43
