code,close,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87
stock102808,12.42,1.06,1.02,-0.03,0.18,0.02,0.43,0.01,46.22,-1027.56,-16.56,-813.5,-35.82,10.02,-18.2,-7.74,13.24,-6.68,6.31,-0.46,-19.84,-8.96,4.38,-7.4,-4.59,0.58,0.75,10.7,4.18,507826.12,2830170520.0,1.79,0.0,4.02,45.26,86.77,142.58,0.3,0.09,-0.03,0.05,1.43,-0.17,53.96,52.94,52.12,2.7,1.39,1.86,2.33,3.16,4.48,5.59,4.59,4.45,3.68,2.83,-648508.95,-6104219.3,-74043662.45,-483157115.0,5.7,5.62,5.3,4.1,3.28,-0.01,0.71,0.57,63.68,68.2,0.86,19.85,15.48,0.27,-0.18,7.17,-0.13,0.53,0.71,5.67,32.15,0.97,0.75,1.04,2.7,7.29,2.39
stock102419,14.48,1.12,1.04,0.02,0.5,-0.13,0.46,0.04,-12.27,8.69,2.39,8.69,2.39,-534.04,4.35,4.71,14.82,2.25,21.52,-6.04,0.25,0.91,2.27,-0.21,3.03,0.76,0.68,-0.04,3.35,458733.57,4365602410.0,1.05,5.09,2.62,31.4,48.97,48.97,-0.0,0.09,-0.28,-0.33,-2.56,-0.28,45.6,36.63,35.28,1.87,1.19,1.41,1.59,1.72,2.11,3.4,3.17,2.8,2.53,2.17,-161916.01,-529923.28,50935281.39,-18588354.7,2.87,2.67,2.39,1.86,1.56,-0.08,3.21,0.96,45.66,19.59,0.48,23.12,0.75,-0.17,0.55,-0.75,-0.36,0.46,0.54,4.0,15.99,0.8,0.78,0.56,2.04,4.18,1.24
stock101688,13.97,1.16,1.05,0.01,0.24,0.05,0.25,0.03,1.27,-10.81,27.75,-20.27,14.2,1110.34,5.12,4.8,9.94,3.42,15.46,3.79,-2.21,-0.65,-0.22,-1.19,-1.64,0.54,0.74,6.14,4.81,977725.38,3837173330.0,2.55,1.92,9.73,57.04,67.86,80.19,0.19,0.18,-0.43,-0.3,-2.19,-0.37,39.24,34.56,33.62,3.04,2.63,2.63,2.63,2.63,2.88,4.7,4.16,3.82,3.63,3.13,-3785866.12,21907280.07,-2228654390.0,10587961800.0,5.04,4.5,3.69,3.03,2.38,-0.01,2.29,1.67,31.5,27.07,0.71,0.37,3.27,-0.13,0.58,0.42,0.63,0.8,0.74,6.35,40.35,1.26,1.94,0.82,3.01,9.04,1.72
stock103528,75.88,1.04,1.01,0.0,0.05,0.0,0.01,0.0,9.26,-56.55,0.24,-66.57,-22.89,-60.24,2.28,7.86,54.83,2.1,58.55,0.47,-2.97,-11.91,3.43,-2.99,-4.18,0.32,0.57,13.73,5.37,212322.68,352723961.0,6.02,28.92,8.4,65.68,147.25,128.07,0.5,0.31,-0.2,-0.54,-2.13,-0.46,64.65,45.32,39.23,3.58,1.29,1.74,2.54,3.61,4.82,4.18,4.49,4.53,4.23,3.61,-97460.94,-1127789.68,30414779.87,-95201221.16,3.26,5.02,5.41,5.23,6.43,-0.73,21.17,16.87,6.58,20.69,0.27,3.03,0.77,0.01,-14.68,0.06,-11.9,1.68,0.43,8.12,65.97,1.94,4.85,0.36,3.44,11.83,7.0
stock100469,14.25,1.12,1.04,-0.01,0.31,0.11,1.68,0.05,-13.33,-157.59,-4.74,-157.59,-4.74,486.0,-3.03,-0.56,4.16,-0.58,4.56,-11.93,-8.03,-1.4,2.17,-1.69,2.0,0.6,0.72,5.25,4.08,1643862.37,26495818900.0,0.62,2.35,7.06,37.55,48.75,97.92,0.14,0.02,-0.13,1.85,14.29,0.76,94.46,87.43,79.76,2.53,1.28,1.57,1.69,2.24,2.63,3.22,2.97,2.81,2.68,2.67,-533034.62,-2156878.24,107888600.0,200428040.0,2.04,2.08,1.86,1.76,1.37,0.01,0.66,0.56,72.98,41.14,1.04,5.27,16.34,-0.29,0.0,3.19,0.1,0.13,0.59,5.29,27.95,0.49,-0.06,1.11,2.66,7.1,0.96
stock103611,13.28,1.03,1.01,0.0,0.48,0.05,0.87,0.05,14.34,-96.54,-3.32,-96.54,-3.32,-47.85,0.29,0.16,11.0,0.16,12.18,35.47,-7.93,-5.13,-1.11,-4.74,-7.91,0.57,0.75,-1.27,3.4,901957.19,7901462480.0,1.14,2.91,2.15,13.31,21.61,36.34,-0.03,-0.07,0.13,0.6,8.17,0.12,80.77,70.19,65.09,1.99,1.17,1.21,1.29,1.45,1.74,2.51,2.2,2.04,2.09,2.15,-498573.48,-1106296.26,-41443005.23,-118098135.0,4.74,4.74,4.28,3.67,3.01,-0.01,1.04,0.67,41.13,48.51,0.99,5.58,6.7,0.07,0.02,1.24,0.05,-0.38,0.79,5.86,34.29,0.11,-0.77,1.04,2.69,7.22,2.82
stock101312,11.95,1.15,1.05,-0.01,0.21,-0.01,0.23,0.0,4.84,-252.7,-7.0,-252.7,-7.0,-746.83,-5.57,-5.29,12.46,-2.47,9.08,0.57,-8.97,-8.93,4.09,-4.37,-3.07,0.66,0.73,7.88,4.13,764800.0,3608436350.0,2.12,0.57,11.89,72.44,90.59,116.09,0.22,0.15,-0.08,-0.05,-0.3,-0.33,43.82,45.78,50.2,2.59,1.43,1.98,2.18,2.49,3.25,4.84,4.34,3.99,3.32,2.76,-296739.41,-12156520.91,-103773292.0,-2876625450.0,1.82,2.17,1.98,1.41,1.08,0.08,0.94,0.75,54.69,40.63,0.47,8.58,4.49,-0.05,-0.35,-1.12,-0.3,0.8,0.39,5.13,26.34,1.04,0.78,0.94,2.59,6.68,0.9
stock101761,35.91,0.99,1.0,0.01,0.05,0.02,0.12,0.02,59.72,30.36,22.39,30.36,22.39,25.59,18.1,6.91,13.3,2.93,20.95,2.64,1.11,-1.56,-8.82,-0.04,-5.23,0.48,0.75,7.19,4.53,365775.06,1500729080.0,2.44,0.89,17.05,44.74,53.13,61.9,0.21,0.07,-0.12,-0.04,1.24,-0.05,64.38,56.02,51.35,2.88,1.25,1.55,1.64,1.81,2.66,3.73,3.13,2.88,3.1,2.97,-581171.08,-2581665.99,-221522725.0,-827090306.0,10.11,11.34,10.23,8.82,8.5,0.1,1.02,0.15,83.81,11.92,0.42,18.56,0.6,0.07,-0.46,-0.04,-0.28,0.54,0.6,6.79,46.07,0.91,1.09,0.76,3.02,9.14,7.11
stock100731,11.6,0.89,0.96,0.01,0.21,-0.01,0.05,0.01,23.08,-18.55,6.1,-72.37,-64.01,94.58,6.57,25.86,25.9,2.58,27.73,-0.9,-1.99,-13.22,14.89,-2.83,-26.3,0.63,0.54,2.64,4.17,2341656.16,14049807900.0,1.67,4.29,-10.78,12.67,51.44,57.34,0.07,0.22,-0.17,-0.24,-0.07,-0.26,63.71,49.59,42.72,2.56,1.24,1.34,1.76,1.86,3.49,3.26,3.25,3.53,3.36,2.66,-1871179.82,-6899932.26,-373548422.0,-2633709220.0,5.74,7.6,7.96,6.7,3.79,-0.02,2.54,2.21,52.99,17.53,0.1,27.65,1.33,-0.04,-3.16,-0.85,-3.28,0.84,0.43,6.23,38.85,1.02,2.03,0.71,2.73,7.47,2.04
stock102398,38.41,1.16,1.05,0.02,0.15,0.01,0.43,0.03,25.88,26.18,63.7,17.34,52.23,-74.23,10.83,3.91,7.77,5.55,11.52,0.46,-3.22,0.01,0.14,-1.06,-0.25,0.51,0.66,-0.48,4.31,3886031.12,12927875800.0,3.01,1.51,-1.31,8.59,-1.03,35.29,-0.01,0.09,-0.18,-0.02,3.01,-0.08,74.25,61.45,53.1,2.6,1.21,1.24,1.26,1.58,1.76,3.43,2.9,3.1,2.83,2.7,-539672.07,-1035272.62,38109898.46,37147314.29,1.01,0.9,0.77,0.52,0.41,0.02,1.61,1.21,49.93,15.54,1.42,0.68,7.09,-0.27,0.0,-1.2,-0.06,0.58,0.34,5.66,32.06,0.79,1.7,0.34,3.04,9.22,0.5
