code,close,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87
stock102419,13.64,1.12,1.04,0.02,0.54,-0.02,0.65,0.06,34.01,8.25,2.32,8.25,2.32,88.15,4.6,3.81,16.89,2.41,28.16,-0.66,0.25,-0.91,2.07,0.16,6.64,1.55,1.34,2.42,7.82,432121.95,4380473910.0,0.99,5.3,-5.77,-12.69,1.43,-17.64,0.11,0.02,-0.26,-0.35,-3.28,-0.29,48.19,37.48,35.67,3.17,1.17,1.3,1.3,1.44,2.27,1.99,2.23,2.77,3.45,4.73,-57047.77,-157172.43,33759827.38,98054546.83,1.3,1.22,1.47,1.57,3.01,0.04,2.37,0.72,45.62,45.17,0.63,25.85,1.38,0.16,-0.83,0.63,-0.24,0.05,1.33,9.04,81.7,0.47,0.58,0.94,4.13,17.07,2.61
stock100357,13.39,0.96,0.99,0.03,0.27,0.06,0.12,0.05,13.87,-0.51,68.65,-20.39,34.96,-6.03,9.42,21.42,25.84,3.59,49.12,2.43,-6.55,-3.1,4.66,-0.42,1.04,1.31,1.0,0.71,7.59,393937.45,6983370020.0,0.56,2.59,0.3,-6.3,-0.74,-15.09,0.03,0.34,-0.28,-0.22,-1.84,-0.23,58.96,43.77,39.36,3.44,1.12,1.16,1.25,1.37,2.54,1.97,1.99,2.54,3.11,4.56,-66541.24,-128309.62,23806444.98,54675614.13,1.92,1.57,2.01,1.94,5.05,0.08,0.72,0.7,62.1,51.72,0.17,35.52,18.45,0.0,-0.14,3.68,-0.14,0.23,0.09,4.93,24.3,0.14,0.26,0.04,4.93,24.3,5.05
stock101688,7.5,1.16,1.05,0.02,0.45,0.07,0.31,0.04,-34.15,-15.52,1.51,-61.52,-53.77,-64.73,4.26,6.16,12.78,3.44,18.5,3.47,-0.86,1.36,2.84,0.02,3.04,1.5,1.22,1.34,7.51,587269.32,3318697870.0,1.77,5.97,8.7,2.11,-7.85,-11.42,0.06,-0.02,-0.42,-0.31,-2.45,-0.39,47.02,37.31,34.87,3.08,1.16,1.26,1.4,1.66,2.16,2.48,2.77,2.66,3.67,4.5,-82968.76,-190802.53,-36942474.92,8356300.26,1.4,1.29,1.44,1.59,1.93,0.2,3.53,2.84,19.41,31.91,0.56,0.61,3.23,-0.15,1.24,-0.04,1.17,-0.09,1.2,9.19,84.5,0.29,0.86,1.19,4.06,16.51,2.18
stock103528,30.53,1.04,1.01,0.0,0.08,0.0,0.03,0.0,20.32,14.14,2.69,-28.66,-35.82,-9.36,2.53,7.46,50.02,2.34,57.61,0.6,0.25,-0.4,-4.81,0.23,-0.94,1.43,1.1,2.85,8.4,203227.63,367178153.0,5.53,6.93,30.19,26.26,27.32,-21.68,0.15,0.11,-0.22,-0.6,-3.49,-0.5,58.88,41.84,37.47,3.95,1.56,1.6,1.6,2.08,2.68,4.2,3.55,3.71,4.26,5.11,-351511.7,-486649.23,-132323028.0,-174694596.0,7.21,4.88,4.86,4.2,3.88,-0.59,14.21,11.13,7.84,23.38,0.31,2.91,0.93,0.05,-6.96,0.16,-5.74,0.66,1.2,11.11,123.51,1.04,1.67,1.23,4.68,21.91,3.99
stock100469,10.2,1.12,1.04,0.02,0.48,0.14,2.24,0.11,8.39,285.25,26.54,263.62,11.76,-9.11,4.43,0.95,5.04,1.16,4.09,6.63,7.46,1.51,0.88,1.74,-0.47,1.4,1.2,3.28,7.3,1176659.38,23991501100.0,0.49,4.09,3.34,-14.0,-14.43,1.49,0.15,0.01,-0.13,1.85,14.29,0.76,94.46,87.43,79.76,3.06,1.16,1.32,1.42,1.74,1.99,2.0,2.5,2.9,3.9,4.43,-94073.33,-296715.24,8512353.54,103571456.0,0.8,0.88,1.0,1.0,1.09,0.11,0.57,0.45,64.2,38.24,1.21,2.99,17.61,0.18,-0.09,1.27,-0.11,0.02,1.27,8.0,64.07,0.42,-1.32,0.97,3.83,14.66,1.31
stock103611,7.76,1.03,1.01,-0.06,0.75,0.03,1.34,0.04,-10.29,-2617.74,-8.42,-2617.74,-8.42,-65.6,-8.1,-4.5,12.69,-4.08,9.51,-0.48,-8.39,-4.66,1.69,-4.24,-2.67,1.38,1.16,0.28,7.08,527047.28,7750643940.0,0.68,1.74,5.16,-0.59,0.69,-14.89,0.01,-0.11,0.03,0.49,6.2,0.08,77.05,67.41,63.27,2.96,1.14,1.2,1.28,1.45,1.99,2.17,2.67,2.52,3.27,4.22,-77527.31,-197643.36,9622459.99,40127122.3,1.61,1.7,1.85,1.93,3.19,-0.01,0.95,0.67,44.39,49.87,0.91,5.17,7.22,-0.09,-0.09,0.52,0.0,-0.54,1.24,8.58,73.66,-0.15,-0.57,1.12,3.62,13.11,3.5
stock101312,9.98,1.15,1.05,0.01,0.33,0.01,0.19,0.03,-7.95,209.4,65.3,184.05,26.99,275.57,3.69,6.29,13.2,2.37,5.81,1.19,9.26,11.59,0.75,4.85,-3.27,1.43,1.28,6.33,7.17,638720.0,4146440350.0,1.54,0.0,-3.47,-15.93,-8.15,-0.99,0.28,0.08,-0.08,-0.05,-0.16,-0.34,39.81,44.15,49.53,3.15,1.12,1.28,1.37,1.89,2.64,2.23,2.26,2.65,3.54,4.43,-28043.64,-77981.32,21526093.62,68255606.66,0.49,0.43,0.53,0.68,1.13,0.02,1.95,1.82,34.82,40.16,0.38,5.97,8.75,-0.09,1.01,4.25,1.08,0.38,1.37,9.95,98.94,0.8,0.55,1.29,4.1,16.78,1.26
stock101761,11.58,0.99,1.0,0.02,0.16,-0.02,0.11,0.02,-12.39,101.46,234.57,-40.32,-0.89,-125.8,10.9,15.88,11.25,4.35,31.37,-1.14,-7.2,8.98,-2.05,1.42,10.42,1.41,1.08,2.12,7.27,404130.82,2045054210.0,1.98,0.02,3.21,-2.61,-8.8,-15.0,0.09,0.03,-0.25,-0.07,0.67,-0.08,61.31,54.2,50.28,3.29,1.14,1.17,1.29,1.35,3.31,2.4,2.13,2.19,3.26,4.43,-107379.25,-196948.14,29317832.48,58558701.45,2.79,2.31,2.61,3.52,5.74,-0.02,1.47,0.33,60.27,8.77,0.27,14.54,0.36,-0.15,0.45,-0.24,0.18,-0.06,1.16,8.72,76.01,0.68,0.49,1.13,3.87,14.97,7.16
stock100731,8.59,0.89,0.96,0.05,0.45,0.03,0.17,0.06,247.24,261.29,129.61,150.79,59.38,265.99,10.33,26.91,14.38,5.28,38.47,0.6,3.77,1.05,-11.52,2.7,10.74,1.3,1.16,5.44,6.38,2069655.81,28606491400.0,0.72,5.33,1.3,8.87,11.15,6.12,0.21,0.06,-0.26,-0.28,-0.85,-0.31,56.32,45.31,40.32,2.69,1.17,1.27,1.27,1.56,1.89,2.96,2.49,2.32,3.13,3.87,-578980.41,-1306737.22,121965000.0,43657846.71,2.7,2.25,2.13,2.07,2.77,-0.15,2.8,2.47,47.66,25.4,0.2,26.4,1.65,0.1,0.26,0.32,0.25,0.13,1.14,8.29,68.69,0.21,2.03,0.97,3.64,13.24,3.46
stock102398,10.9,1.16,1.05,0.03,0.29,0.04,1.12,0.07,48.66,-1.87,7.23,-50.94,-46.38,51.55,9.91,2.58,6.02,5.08,8.68,1.43,-0.92,-1.33,-1.74,-0.47,-2.85,1.49,1.23,-0.16,7.18,2371756.7,12597781000.0,1.88,2.22,-2.44,13.58,11.96,-15.56,-0.01,-0.2,-0.26,-0.09,2.05,-0.14,70.76,59.04,51.67,2.71,1.19,1.39,1.39,1.58,2.05,3.66,3.85,3.48,3.73,4.31,-185905.76,-574214.2,67080195.58,39493461.16,0.71,0.66,0.55,0.42,0.53,0.05,1.78,1.34,44.9,16.42,1.97,1.24,8.57,0.55,0.17,1.48,0.13,-0.77,1.32,8.1,65.66,-0.36,0.27,0.79,3.85,14.86,0.54
stock101648,41.48,1.01,1.0,0.02,0.11,0.04,0.96,0.05,15.84,-13.95,21.12,-13.95,21.12,2643.31,21.64,2.58,3.95,6.77,8.81,1.71,-8.82,-0.89,-0.32,0.74,-1.45,1.46,1.07,1.98,7.45,851351.03,2798996450.0,3.04,5.19,3.91,5.98,10.19,-18.67,0.09,-0.08,0.08,-0.99,0.22,-0.07,60.35,50.6,43.3,3.04,1.18,1.3,1.36,1.55,2.12,3.05,3.02,3.21,3.79,4.5,-566332.39,-1304662.7,-155353191.0,-299149562.0,5.81,5.11,5.39,4.31,3.8,-0.09,1.57,1.3,53.99,8.17,2.62,0.0,13.7,0.89,0.23,4.18,0.22,-0.15,0.84,7.45,55.45,0.11,1.38,0.38,3.76,14.11,3.61
stock100146,17.38,0.98,0.99,0.02,0.24,0.03,0.12,0.03,33.09,214.69,-0.55,214.69,-0.55,59.39,6.63,13.01,40.37,4.59,56.89,2.06,4.54,7.51,-14.0,2.87,-3.26,1.28,1.03,6.54,7.39,352877.57,2368814430.0,1.49,14.26,8.08,1.01,7.51,-3.01,0.3,0.07,-0.45,-0.44,-2.66,-0.46,57.56,43.24,39.61,3.58,1.23,1.23,1.25,1.39,2.64,2.5,2.46,2.6,3.7,4.57,-54175.15,-110635.76,5099197.09,65617225.48,1.33,1.33,1.57,2.02,3.15,0.01,1.84,1.46,24.05,35.17,0.35,3.57,1.95,0.04,-2.91,0.24,-2.51,0.48,0.71,9.83,96.61,0.6,1.24,0.79,4.02,16.13,3.34
stock101659,18.92,1.17,1.06,0.0,0.14,0.03,0.26,0.02,-10.68,-40.1,-10.47,-40.1,-10.47,302.12,1.21,0.67,19.51,0.52,20.54,16.16,-0.6,-0.33,2.6,-0.27,1.8,1.4,1.29,7.81,7.47,575060.82,2100558280.0,2.74,1.15,17.88,27.84,48.98,24.97,0.36,0.15,-0.61,-5.2,-25.64,-1.31,6.85,11.33,18.04,3.31,1.34,1.37,1.51,1.92,2.39,3.78,3.65,3.18,3.67,4.67,-225157.14,-330624.28,-38449608.24,-101548046.0,2.7,2.95,2.45,1.98,2.94,0.02,1.08,0.72,54.3,43.66,0.78,6.19,4.04,-0.01,-0.12,-0.47,-0.17,0.65,1.56,11.11,123.44,1.2,2.04,1.16,4.21,17.73,3.37
stock102566,14.84,1.19,1.06,0.01,0.19,-0.01,0.0,0.03,35.64,395.07,4.37,395.07,4.37,-3006.6,6.75,291.99,72.3,6.02,-17.9,-0.71,9.14,426.22,-15.67,8.22,5.81,1.52,1.24,3.61,8.03,350354.59,743475301.0,4.71,21.61,2.2,-11.74,-4.34,-7.94,0.18,0.05,-0.06,-0.53,-6.21,-0.55,46.67,34.9,33.73,3.48,1.12,1.31,1.47,1.73,2.24,3.22,3.45,3.36,4.0,4.9,-32217.15,-139513.29,-8540774.84,-27388765.97,1.04,1.41,2.23,2.45,2.92,-0.14,8.15,8.03,10.1,2.29,0.02,3.93,2.81,0.0,-0.57,0.82,-0.48,0.31,1.27,10.0,100.03,0.71,0.26,1.23,4.23,17.91,2.47
stock101493,18.8,1.02,1.01,0.03,0.25,0.01,0.13,0.03,17.96,0.87,8.41,-49.56,-45.79,-48.21,12.66,23.36,15.46,9.2,43.47,0.24,-0.95,-3.96,-0.8,0.35,-4.69,1.58,1.21,1.28,8.17,626080.27,4018262010.0,1.56,8.57,4.24,0.09,-2.71,-29.22,0.06,0.0,0.14,-0.32,-2.09,-0.35,51.64,43.07,39.96,3.49,1.15,1.17,1.38,1.7,2.2,2.88,2.58,2.82,3.68,4.9,-174931.94,-325792.53,39659431.54,78455640.3,2.87,2.48,3.21,3.46,4.48,-0.02,3.35,2.36,25.13,12.56,0.39,1.45,0.93,0.07,0.71,0.31,0.56,0.15,1.28,9.88,97.7,0.55,0.81,1.23,4.28,18.35,3.62
stock103189,69.14,1.06,1.02,0.01,0.14,0.0,0.09,0.02,104.18,42.2,79.74,21.45,53.51,328.65,5.75,8.94,31.57,3.0,43.49,0.36,-1.52,-3.9,-11.05,-2.55,-14.44,1.4,1.13,7.77,7.71,210477.72,2558446150.0,0.82,4.02,18.84,31.57,38.78,37.07,0.38,0.2,-0.46,-0.42,-1.58,-0.4,58.31,42.27,39.02,3.81,1.38,1.64,1.66,2.06,3.05,3.72,4.06,3.92,4.13,4.82,-168578.25,-516491.31,7900818.59,-63433179.53,4.56,4.24,4.12,3.55,4.7,-0.07,1.07,0.45,44.11,36.59,0.34,10.56,0.98,-0.1,-7.95,-1.3,-6.9,0.88,0.92,9.0,80.99,1.42,2.78,0.83,4.28,18.32,5.75
stock100083,7.45,1.03,1.01,0.01,0.34,0.03,0.24,0.02,-7.64,-26.16,44.3,-32.84,31.24,2789.48,1.68,2.37,12.81,0.98,16.71,4.92,-1.61,-0.59,-0.11,-0.44,-0.75,1.35,1.05,4.51,8.53,339782.62,3068370720.0,1.11,3.06,1.36,-15.61,-21.3,-32.11,0.24,0.12,-0.25,-0.13,-1.99,-0.25,57.72,43.93,38.72,4.34,1.2,4.38,4.79,5.68,5.9,2.93,3.25,3.42,4.37,5.23,-109875.32,-2202713.7,38553968.88,428078034.0,2.89,2.87,3.32,3.59,4.13,0.08,1.92,0.96,42.78,28.46,0.41,8.8,1.05,-0.06,0.68,-0.0,0.42,0.55,1.21,11.63,135.35,0.92,0.65,1.15,4.46,19.92,3.71
stock102992,10.63,1.12,1.04,0.01,0.31,-0.01,0.07,0.01,23.13,-5.11,1.11,-36.74,-32.59,-144.15,3.1,13.85,39.82,2.72,54.26,-0.53,-0.2,-4.12,-6.54,-0.42,-6.37,1.45,1.19,1.45,8.25,313846.88,1722309330.0,1.82,24.05,-3.28,-3.55,14.38,-9.17,0.07,-0.02,-0.15,-0.13,-1.25,-0.11,64.96,52.24,46.19,3.83,1.15,2.37,2.37,2.38,3.11,2.61,3.58,3.34,4.13,4.96,-170345.1,-1238591.68,60742958.53,260263939.0,5.55,4.92,4.74,4.62,7.09,-0.16,7.47,6.27,12.18,8.55,0.2,1.41,0.72,0.02,-17.22,0.13,-15.18,-0.24,1.65,12.2,148.83,0.51,1.21,1.13,4.47,19.96,5.97
