code,close,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87
stock102419,13.49,1.12,1.04,0.03,0.55,-0.02,0.66,0.06,34.01,8.25,2.32,8.25,2.32,88.15,4.6,3.81,16.89,2.41,28.16,-0.66,0.25,-0.91,2.07,0.16,6.64,1.55,1.34,0.86,8.67,427369.88,4380473910.0,0.98,5.3,-6.51,-12.8,8.01,-24.04,0.04,0.02,-0.26,-0.35,-3.28,-0.29,48.19,37.48,35.67,3.32,1.14,1.26,1.32,1.84,3.01,2.16,2.92,2.87,3.72,5.09,-41169.03,-157482.31,24191597.97,93023913.72,0.88,1.23,1.45,1.68,3.11,0.04,2.37,0.72,45.62,45.17,0.63,25.85,1.38,0.16,-0.83,0.63,-0.24,0.08,1.33,9.06,82.12,0.58,0.55,0.94,4.12,17.0,2.55
stock100357,12.83,0.96,0.99,0.03,0.28,0.06,0.12,0.05,13.87,-0.51,68.65,-20.39,34.96,-6.03,9.42,21.42,25.84,3.59,49.12,2.43,-6.55,-3.1,4.66,-0.42,1.04,1.04,1.0,5.24,8.17,377462.1,6983370020.0,0.54,2.59,-2.43,-14.47,-1.23,-29.93,0.26,0.35,-0.28,-0.22,-1.84,-0.23,58.96,43.77,39.36,4.26,1.13,1.2,1.25,1.61,2.54,2.11,2.41,2.57,3.25,4.99,-50511.96,-136592.57,19183624.25,67443992.34,1.28,1.49,2.02,1.94,5.25,0.08,0.72,0.7,62.1,51.72,0.17,35.52,18.45,0.0,-0.14,3.68,-0.14,0.23,0.09,5.04,25.39,0.13,0.26,0.04,5.04,25.39,5.19
stock101688,7.23,1.16,1.05,0.02,0.47,0.07,0.32,0.04,-34.15,-15.52,1.51,-61.52,-53.77,-64.73,4.26,6.16,12.78,3.44,18.5,3.47,-0.86,1.36,2.84,0.02,3.04,1.46,1.22,-0.42,8.18,566127.62,3318697870.0,1.71,5.97,12.24,-11.06,18.44,-13.9,-0.02,-0.04,-0.42,-0.31,-2.45,-0.39,47.02,37.31,34.87,3.16,1.24,1.35,1.4,1.71,3.06,2.78,2.94,3.34,3.79,4.75,-101513.52,-233862.75,21183838.41,118476793.0,1.3,1.38,1.82,1.7,1.98,0.2,3.53,2.84,19.41,31.91,0.56,0.61,3.23,-0.15,1.24,-0.04,1.17,-0.2,1.19,9.17,84.05,0.24,0.48,1.18,4.06,16.49,2.17
stock103528,22.79,1.04,1.01,0.0,0.11,0.0,0.04,0.0,20.32,14.14,2.69,-28.66,-35.82,-9.36,2.53,7.46,50.02,2.34,57.61,0.6,0.25,-0.4,-4.81,0.23,-0.94,1.4,1.1,-0.49,9.02,150961.87,367178153.0,4.11,6.93,6.29,-15.18,6.89,-46.73,-0.03,0.07,-0.22,-0.6,-3.49,-0.5,58.88,41.84,37.47,3.97,1.25,1.34,1.4,2.5,3.11,3.37,3.62,3.56,4.23,5.28,-81600.59,-162442.62,-27343633.91,36541528.41,3.6,3.52,4.08,3.6,3.62,-0.59,14.21,11.13,7.84,23.38,0.31,2.91,0.93,0.05,-6.96,0.16,-5.74,0.22,1.16,10.94,119.69,0.65,1.8,1.23,4.66,21.69,3.95
stock100469,9.35,1.12,1.04,0.02,0.53,0.15,2.45,0.11,8.39,285.25,26.54,263.62,11.76,-9.11,4.43,0.95,5.04,1.16,4.09,6.63,7.46,1.51,0.88,1.74,-0.47,1.41,1.21,1.45,8.03,1078604.43,23991501100.0,0.45,4.09,-7.7,-25.38,-13.82,-15.15,0.07,-0.02,-0.13,1.85,14.29,0.76,94.46,87.43,79.76,3.11,1.18,1.37,1.42,1.74,2.62,2.18,2.84,3.19,4.04,4.72,-114210.69,-377397.59,47225477.83,158390126.0,0.85,0.98,1.05,1.02,1.14,0.11,0.57,0.45,64.2,38.24,1.21,2.99,17.61,0.18,-0.09,1.27,-0.11,-0.09,1.26,7.99,63.81,0.37,-1.27,0.97,3.85,14.8,1.31
stock103611,7.27,1.03,1.01,-0.06,0.8,0.03,1.43,0.04,-10.29,-2617.74,-8.42,-2617.74,-8.42,-65.6,-8.1,-4.5,12.69,-4.08,9.51,-0.48,-8.39,-4.66,1.69,-4.24,-2.67,1.38,1.16,-2.33,7.84,493767.23,7750643940.0,0.64,1.74,4.91,-11.99,-0.95,-30.96,-0.1,-0.11,0.03,0.49,6.2,0.08,77.05,67.41,63.27,3.03,1.17,1.25,1.28,1.75,3.14,2.8,2.72,2.57,3.42,4.5,-107232.77,-225950.51,11503646.15,76924342.89,1.83,1.73,1.93,1.99,3.39,-0.01,0.95,0.67,44.39,49.87,0.91,5.17,7.22,-0.09,-0.09,0.52,0.0,-0.65,1.23,8.57,73.41,-0.19,-0.65,1.11,3.62,13.13,3.48
stock101312,9.54,1.15,1.05,0.01,0.34,0.01,0.2,0.03,-7.95,209.4,65.3,184.05,26.99,275.57,3.69,6.29,13.2,2.37,5.81,1.19,9.26,11.59,0.75,4.85,-3.27,1.46,1.28,3.37,8.02,610560.0,4146440350.0,1.47,0.0,-10.25,-24.94,3.58,-1.34,0.16,0.09,-0.08,-0.05,-0.16,-0.34,39.81,44.15,49.53,3.22,1.16,1.36,1.39,1.89,2.96,1.82,2.51,2.88,3.67,4.77,-24182.47,-93059.86,22721524.88,89723744.69,0.33,0.42,0.59,0.78,1.19,0.02,1.95,1.82,34.82,40.16,0.38,5.97,8.75,-0.09,1.01,4.25,1.08,0.28,1.36,9.93,98.66,0.78,0.73,1.29,4.08,16.63,1.25
stock101761,11.29,0.99,1.0,0.02,0.16,-0.02,0.11,0.02,-12.39,101.46,234.57,-40.32,-0.89,-125.8,10.9,15.88,11.25,4.35,31.37,-1.14,-7.2,8.98,-2.05,1.42,10.42,1.46,1.09,1.46,7.78,394010.1,2045054210.0,1.93,0.02,2.26,-14.11,0.51,-22.98,0.07,0.03,-0.25,-0.07,0.67,-0.08,61.31,54.2,50.28,3.39,1.11,1.26,1.3,1.65,3.71,2.18,2.28,2.47,3.44,4.66,-69810.43,-219247.28,9794126.24,100068902.0,1.93,2.08,3.1,3.91,5.85,-0.02,1.47,0.33,60.27,8.77,0.27,14.54,0.36,-0.15,0.45,-0.24,0.18,0.05,1.17,9.16,83.99,0.88,0.59,1.13,3.86,14.91,7.1
stock100731,8.01,0.89,0.96,0.05,0.48,0.03,0.18,0.06,247.24,261.29,129.61,150.79,59.38,265.99,10.33,26.91,14.38,5.28,38.47,0.6,3.77,1.05,-11.52,2.7,10.74,1.3,1.16,3.72,7.03,1929887.84,28606491400.0,0.67,5.33,9.28,-0.07,11.36,-13.81,0.15,0.03,-0.26,-0.28,-0.85,-0.31,56.32,45.31,40.32,2.74,1.27,1.27,1.27,1.74,2.36,2.54,2.36,2.2,3.23,4.14,-723701.24,-995775.67,-83365310.61,79237133.59,2.31,1.82,1.98,1.97,2.87,-0.15,2.8,2.47,47.66,25.4,0.2,26.4,1.65,0.1,0.26,0.32,0.25,-0.05,1.12,8.26,68.28,0.11,1.46,0.95,3.62,13.13,3.38
stock102398,10.68,1.16,1.05,0.03,0.3,0.04,1.15,0.07,48.66,-1.87,7.23,-50.94,-46.38,51.55,9.91,2.58,6.02,5.08,8.68,1.43,-0.92,-1.33,-1.74,-0.47,-2.85,1.48,1.23,-1.29,7.91,2323886.38,12597781000.0,1.84,2.22,22.7,1.53,22.0,-28.47,-0.06,-0.16,-0.26,-0.09,2.05,-0.14,70.76,59.04,51.67,2.77,1.39,1.39,1.39,1.84,5.65,4.69,3.85,3.53,3.8,4.61,-416050.79,-438786.78,-25178639.77,55675243.26,0.83,0.55,0.49,0.4,0.56,0.05,1.78,1.34,44.9,16.42,1.97,1.24,8.57,0.55,0.17,1.48,0.13,-0.82,1.32,8.12,65.89,-0.33,0.19,0.79,3.87,14.97,0.53
stock100819,13.98,1.2,1.07,0.01,0.34,-0.03,0.19,0.02,386.21,156.25,40.13,145.15,12.48,-201.83,2.2,3.97,12.63,1.58,20.67,-3.43,7.68,38.26,-42.25,6.23,8.46,1.45,1.31,3.0,8.21,277431.0,2262958030.0,1.23,1.49,4.64,27.55,62.75,8.29,0.15,0.18,-0.11,-0.29,-1.15,-0.24,60.52,45.75,39.03,3.48,1.2,1.53,1.7,1.87,2.48,3.73,4.37,3.96,4.23,4.94,-326027.31,-1226025.02,-53594801.85,-351877505.0,9.3,8.95,7.65,5.97,6.95,0.01,2.87,2.46,27.07,29.04,0.4,6.26,3.2,0.26,-3.92,1.83,-3.3,0.87,1.55,11.1,123.27,0.99,1.58,1.25,4.48,20.07,6.02
stock101648,42.51,1.01,1.0,0.02,0.11,0.04,0.93,0.05,15.84,-13.95,21.12,-13.95,21.12,2643.31,21.64,2.58,3.95,6.77,8.81,1.71,-8.82,-0.89,-0.32,0.74,-1.45,1.42,1.07,3.5,7.86,872491.13,2798996450.0,3.12,5.19,12.37,-1.03,19.33,-28.5,0.16,-0.08,0.08,-0.99,0.22,-0.07,60.35,50.6,43.3,3.09,1.26,1.3,1.36,1.95,2.12,3.4,3.39,3.35,3.91,4.69,-720457.83,-1185630.82,-292175232.0,-251230822.0,5.68,5.01,5.45,4.16,3.8,-0.09,1.57,1.3,53.99,8.17,2.62,0.0,13.7,0.89,0.23,4.18,0.22,-0.14,0.84,7.44,55.4,0.17,1.87,0.39,3.74,14.02,3.53
stock100146,15.08,0.98,0.99,0.02,0.28,0.04,0.14,0.03,33.09,214.69,-0.55,214.69,-0.55,59.39,6.63,13.01,40.37,4.59,56.89,2.06,4.54,7.51,-14.0,2.87,-3.26,1.2,1.03,4.49,8.14,306179.15,2368814430.0,1.29,14.26,-3.46,-11.13,-3.16,-23.46,0.22,0.06,-0.45,-0.44,-2.66,-0.46,57.56,43.24,39.61,3.92,1.13,1.22,1.25,1.63,2.64,2.49,2.7,2.55,3.81,4.89,-39197.3,-113614.95,25701097.6,60115085.43,1.2,1.44,1.76,2.06,3.4,0.01,1.84,1.46,24.05,35.17,0.35,3.57,1.95,0.04,-2.91,0.24,-2.51,0.31,0.71,9.76,95.2,0.47,1.06,0.79,4.0,16.04,3.34
stock101659,15.95,1.17,1.06,0.0,0.17,0.03,0.31,0.02,-10.68,-40.1,-10.47,-40.1,-10.47,302.12,1.21,0.67,19.51,0.52,20.54,16.16,-0.6,-0.33,2.6,-0.27,1.8,1.39,1.29,5.24,8.12,483482.38,2100558280.0,2.3,1.15,7.41,6.83,41.03,7.7,0.26,0.11,-0.61,-5.2,-25.64,-1.31,6.85,11.33,18.04,3.33,1.21,1.27,1.52,1.76,2.39,4.1,3.15,3.05,3.84,4.88,-93062.13,-171019.61,-19210477.34,773238.13,3.19,2.21,2.16,2.05,2.95,0.02,1.08,0.72,54.3,43.66,0.78,6.19,4.04,-0.01,-0.12,-0.47,-0.17,0.33,1.52,10.98,120.55,0.97,1.78,1.15,4.18,17.48,3.38
stock102566,14.54,1.19,1.06,0.01,0.19,-0.01,0.0,0.03,35.64,395.07,4.37,395.07,4.37,-3006.6,6.75,291.99,72.3,6.02,-17.9,-0.71,9.14,426.22,-15.67,8.22,5.81,1.45,1.24,1.76,8.66,343271.95,743475301.0,4.62,21.61,-2.27,-10.46,8.12,-10.68,0.09,0.05,-0.06,-0.53,-6.21,-0.55,46.67,34.9,33.73,3.62,1.17,1.47,1.47,1.73,2.88,3.54,3.89,3.82,4.21,5.13,-49251.25,-347495.53,-9156264.12,-82792198.71,1.3,2.23,3.45,2.64,3.02,-0.14,8.15,8.03,10.1,2.29,0.02,3.93,2.81,0.0,-0.57,0.82,-0.48,0.26,1.25,10.0,99.96,0.72,0.41,1.23,4.22,17.83,2.47
stock101493,18.64,1.02,1.01,0.03,0.25,0.01,0.13,0.03,17.96,0.87,8.41,-49.56,-45.79,-48.21,12.66,23.36,15.46,9.2,43.47,0.24,-0.95,-3.96,-0.8,0.35,-4.69,1.53,1.21,0.35,8.76,620751.93,4018262010.0,1.54,8.57,7.56,-13.86,5.91,-29.21,0.02,0.01,0.14,-0.32,-2.09,-0.35,51.64,43.07,39.96,3.56,1.14,1.29,1.38,1.99,5.69,2.79,2.99,3.06,3.93,5.12,-148534.47,-419036.03,13197783.59,147683420.0,2.29,2.45,3.42,3.65,4.43,-0.02,3.35,2.36,25.13,12.56,0.39,1.45,0.93,0.07,0.71,0.31,0.56,-0.02,1.26,9.93,98.57,0.45,1.04,1.23,4.28,18.36,3.52
stock103189,58.73,1.06,1.02,0.01,0.19,0.0,0.12,0.02,104.18,42.2,79.74,21.45,53.51,328.65,5.75,8.94,31.57,3.0,43.49,0.36,-1.52,-3.9,-11.05,-2.55,-14.44,1.39,1.13,6.93,7.82,178787.34,2558446150.0,0.7,4.02,18.91,13.29,45.37,0.22,0.34,0.17,-0.46,-0.42,-1.58,-0.4,58.31,42.27,39.02,3.8,1.36,1.38,1.5,1.78,2.7,3.04,3.97,3.65,4.08,4.85,-116804.77,-231218.23,34136036.97,8221091.23,3.64,3.96,3.64,3.37,4.67,-0.07,1.07,0.45,44.11,36.59,0.34,10.56,0.98,-0.1,-7.95,-1.3,-6.9,0.75,0.93,9.01,81.26,1.29,3.64,0.83,4.28,18.3,5.77
