code,close,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87
stock102808,8.82,1.06,1.02,-0.05,0.24,0.06,0.65,0.01,17.5,-57.71,-11.99,-57.71,-11.99,6025.59,-18.65,-6.99,14.46,-6.67,8.37,-1.36,-8.24,-1.78,4.78,-2.48,3.47,0.94,0.88,3.33,8.68,360630.15,2682794860.0,1.34,0.49,31.05,31.05,31.05,-53.13,0.18,0.02,-0.08,-0.02,1.09,-0.26,69.68,59.12,54.73,4.98,1.3,1.3,1.3,2.96,3.7,4.98,4.98,4.98,7.26,5.46,-313230.1,-313230.1,-26532956.48,-26532956.48,7.42,7.42,7.42,11.37,7.13,0.1,0.62,0.52,63.6,70.34,0.95,16.3,19.24,0.15,-0.24,5.93,-0.2,-0.05,1.16,9.65,93.11,0.85,0.55,1.45,3.72,13.87,4.16
stock102419,19.2,1.12,1.04,0.02,0.38,-0.07,0.41,0.05,9.66,24.4,2.98,24.4,2.98,-613.08,5.0,4.63,15.16,2.52,23.83,-3.58,0.86,0.55,2.12,0.16,4.61,1.39,1.25,4.64,8.04,608265.5,4606046490.0,1.32,5.51,25.9,34.64,61.07,-0.98,0.23,0.07,-0.35,-0.4,-4.94,-0.29,38.2,31.5,32.65,3.65,1.51,1.56,1.84,2.27,3.17,4.27,3.69,3.9,5.99,5.04,-533320.69,-1395776.8,-259482869.0,-139307776.0,3.43,3.79,3.94,4.47,3.53,-0.1,2.18,0.94,49.46,41.83,0.54,26.21,1.07,-0.03,-0.61,-0.12,-0.24,0.27,1.23,8.46,71.61,0.89,0.86,0.81,3.87,15.0,2.42
stock101688,9.15,1.16,1.05,0.02,0.37,0.01,0.38,0.05,6.69,19.67,29.54,-51.25,-47.23,-84.57,6.01,5.81,10.52,4.29,17.23,0.3,-0.5,0.63,-1.02,0.19,0.03,1.21,1.1,-0.25,7.66,716468.57,3356630100.0,2.13,1.93,1.55,-3.99,20.71,-27.78,-0.01,-0.0,-0.39,-0.36,-3.77,-0.45,51.64,37.92,35.0,3.6,1.2,1.27,1.44,1.88,4.92,2.34,2.91,3.56,5.41,4.65,-159262.74,-476088.6,12152220.21,112804464.0,1.92,2.24,2.31,2.25,2.62,-0.12,3.23,2.38,20.65,30.65,0.74,0.36,3.49,-0.05,1.48,0.84,1.32,-0.09,1.15,9.12,83.2,0.49,0.78,1.01,3.9,15.22,2.05
stock103528,42.99,1.04,1.01,0.0,0.06,0.0,0.02,0.0,18.66,-48.16,0.92,-67.6,-36.92,-50.72,1.82,5.68,53.47,1.68,56.42,0.6,-1.73,-7.32,-0.75,-1.72,-5.82,1.06,0.96,7.19,8.41,284767.48,358379927.0,7.95,13.59,14.64,40.08,89.8,13.28,0.38,0.23,-0.3,-0.72,-5.83,-0.55,42.24,33.13,33.21,4.63,1.41,1.78,2.01,2.68,4.67,3.01,3.67,4.24,5.96,5.35,-180334.79,-1031915.39,-4480727.4,-117742874.0,3.39,4.1,4.09,3.63,3.63,-0.84,16.43,13.07,7.81,20.82,0.3,3.21,0.88,0.03,-3.16,0.17,-2.4,1.05,0.93,10.05,100.93,1.51,3.28,0.82,4.41,19.47,4.25
stock100469,11.26,1.12,1.04,-0.02,0.35,0.12,1.91,0.07,-7.35,-303.8,-9.7,-301.76,-10.61,80.26,-6.93,-1.26,5.11,-1.35,4.24,-5.06,-9.99,-1.84,1.66,-2.04,0.18,1.26,1.14,2.11,7.08,1298939.67,25895221400.0,0.5,1.56,4.45,30.48,55.1,-12.85,0.09,-0.01,-0.13,1.85,14.29,0.76,94.46,87.43,79.76,2.96,1.25,1.51,1.77,1.99,2.89,3.1,3.88,3.84,5.15,4.35,-174660.91,-905201.15,77826805.55,169649908.0,0.97,1.27,1.18,1.25,1.53,0.1,0.59,0.47,72.25,40.35,1.07,3.91,15.1,-0.13,-0.05,-0.89,-0.06,-0.21,1.29,7.7,59.37,0.44,-0.82,1.15,3.59,12.9,1.23
stock103611,10.09,1.03,1.01,-0.03,0.6,0.07,1.1,0.06,0.77,-216.84,-5.84,-216.84,-5.84,60.67,-4.81,-2.61,10.6,-2.49,9.16,-2.5,-8.69,-4.85,-1.21,-4.73,-6.26,1.16,1.07,-0.97,7.09,685297.29,7833019810.0,0.87,1.89,-11.34,6.21,43.12,-30.17,-0.04,-0.1,-0.22,0.26,1.47,0.05,69.12,61.7,59.61,3.22,1.24,1.45,1.81,2.29,3.32,3.53,3.95,3.94,5.22,4.28,-403674.91,-1801048.69,-24552309.96,-396994207.0,3.89,4.96,4.68,4.64,4.6,0.07,0.94,0.65,43.98,50.09,0.95,3.57,7.09,-0.04,-0.15,0.65,-0.05,-0.6,1.17,8.51,72.39,-0.01,-0.92,1.06,3.52,12.37,3.64
stock101312,10.07,1.15,1.05,-0.02,0.3,0.02,0.2,0.0,-0.0,-736.59,47.32,-589.07,13.18,162.46,-5.83,-8.89,13.04,-3.65,7.16,-1.16,-7.17,-10.28,2.27,-4.34,-3.46,1.32,1.19,3.84,7.83,644480.0,4382030410.0,1.47,0.0,18.05,40.06,82.1,-1.85,0.19,0.09,0.01,-0.04,0.07,-0.36,57.97,51.92,53.35,3.66,1.28,1.6,1.96,2.21,3.51,2.83,3.56,3.75,5.46,4.87,-157654.53,-653585.35,15357623.92,54730025.36,1.6,1.49,1.43,1.61,1.67,0.14,1.47,1.32,41.8,37.34,0.41,5.52,5.07,-0.08,0.46,0.13,0.54,0.41,1.26,9.36,87.53,1.04,0.8,1.15,3.85,14.79,1.26
stock101761,15.52,0.99,1.0,0.01,0.11,0.03,0.09,0.03,23.09,114.78,256.55,90.87,216.85,81.82,10.03,12.29,10.26,4.94,25.75,2.36,-6.62,5.25,-7.79,1.84,-0.05,1.03,0.97,5.18,6.98,470876.28,1654012330.0,2.85,7.61,-3.72,73.99,73.99,15.25,0.23,0.04,-0.44,-0.14,-0.88,-0.12,56.81,49.6,47.24,3.92,1.2,1.83,1.83,3.71,4.23,2.73,4.83,4.83,6.21,4.5,-464245.41,-25603457.39,-81789717.7,-11269314300.0,8.28,12.47,12.47,11.19,10.15,0.23,1.88,0.44,53.06,10.68,0.4,16.58,0.55,-0.04,0.43,-0.19,0.16,0.29,0.92,8.4,70.6,1.08,0.22,1.12,3.72,13.84,8.64
stock100731,9.04,0.89,0.96,0.02,0.2,0.06,0.08,0.03,85.62,-20.34,8.53,-18.93,10.44,215.5,8.68,20.59,23.84,3.4,33.15,3.49,-3.14,-27.38,11.81,-4.13,-18.77,1.1,1.03,3.14,7.04,1825433.75,17051344000.0,1.07,2.99,-3.62,2.73,20.53,-11.11,0.14,0.1,-0.35,-0.35,-2.79,-0.38,59.86,45.36,40.01,3.42,1.2,1.3,1.48,1.64,2.27,3.03,3.06,3.35,4.64,4.32,-768153.95,-2517878.58,-7087161.09,-157778293.0,3.09,3.78,3.83,4.31,5.73,0.28,2.39,2.14,57.51,17.7,0.17,29.46,2.18,0.01,-2.36,-0.56,-2.44,-0.03,0.97,7.72,59.59,0.24,1.41,0.78,3.45,11.89,3.59
stock102398,14.24,1.16,1.05,0.02,0.21,-0.02,0.78,0.05,59.23,5.19,59.08,-51.09,-26.03,-123.71,10.81,2.92,6.23,5.39,8.91,-0.81,-5.54,-1.5,-1.56,-1.93,-3.62,1.29,1.14,-2.65,7.36,3098515.18,14017925400.0,2.21,1.29,2.37,6.59,21.61,-15.09,-0.12,-0.07,-0.4,-0.24,0.14,-0.25,56.2,49.79,46.43,3.07,1.23,1.23,1.39,1.63,5.11,2.39,3.19,3.37,5.04,4.44,-190074.62,-541231.47,28367766.2,36138496.12,0.45,0.58,0.58,0.67,0.73,-0.09,1.53,1.15,53.08,15.26,1.85,0.65,9.47,0.19,0.17,1.66,0.11,-0.47,1.24,7.7,59.3,0.15,0.74,0.58,3.75,14.08,0.57
stock100819,12.89,1.2,1.07,-0.02,0.27,-0.02,0.04,-0.05,-2.16,-5327.18,-7.06,-5327.18,-7.06,-214.96,-7.6,-49.18,62.92,-6.21,7.13,1.13,-7.74,-50.1,25.23,-6.33,-25.95,1.32,1.17,6.07,8.3,255800.12,1433070470.0,1.78,2.62,8.32,8.05,59.33,-6.05,0.31,0.13,-0.23,-0.36,-2.29,-0.34,45.41,38.0,35.28,3.96,1.26,1.35,1.85,2.06,2.78,2.53,3.59,4.16,5.46,5.19,-182134.64,-799800.94,11920107.33,-123493476.0,4.9,8.0,9.29,7.88,6.87,-0.9,4.31,3.59,19.32,32.52,0.13,5.3,1.26,0.0,-3.15,0.52,-2.48,0.48,1.5,10.53,110.89,0.88,0.46,1.09,4.18,17.45,5.3
stock101648,56.0,1.01,1.0,0.02,0.08,0.01,0.73,0.06,41.41,11.91,33.91,11.91,33.91,-65.42,30.15,3.13,3.81,6.1,9.53,0.38,-5.93,-0.82,-0.98,-1.07,-1.88,1.02,0.95,4.76,6.94,1149364.93,3958440810.0,2.9,14.97,10.0,16.67,49.97,30.05,0.21,-0.05,-0.2,-1.42,-1.8,-0.17,52.53,43.23,38.73,3.51,1.32,1.56,1.86,2.11,2.33,4.02,4.27,4.18,5.09,4.35,-998138.58,-3321206.96,-342395007.0,-16692907.62,4.35,4.14,3.55,3.41,3.95,0.12,1.28,0.98,71.78,5.31,1.95,1.02,9.89,0.14,-0.01,1.36,-0.0,-0.17,0.74,6.77,45.86,0.2,1.79,0.16,3.49,12.16,2.92
stock100146,20.1,0.98,0.99,0.01,0.21,0.02,0.09,0.02,3.19,-28.39,1.2,-28.39,1.2,24.17,4.1,9.82,47.49,3.17,58.84,2.54,-1.69,-4.33,1.42,-1.57,-0.96,1.03,0.92,7.72,7.71,409228.49,2284556710.0,1.79,8.3,-10.71,9.42,68.91,6.35,0.38,0.03,-0.47,-0.53,-4.45,-0.5,37.06,33.1,34.44,4.17,1.25,1.46,2.05,2.64,2.64,2.78,3.35,3.97,5.55,4.88,-125921.22,-645259.33,81520045.58,-46005271.78,2.29,3.09,3.39,4.39,4.38,0.29,2.72,2.25,18.88,27.67,0.32,3.58,1.84,-0.01,-3.06,-0.49,-2.82,0.28,0.62,9.38,87.93,0.51,0.36,0.71,3.69,13.62,3.25
