code,close,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87
stock102808,6.17,1.06,1.02,-0.09,0.6,0.07,1.07,0.02,25.37,-67.46,58.66,-67.46,58.66,18.25,-15.71,-8.89,14.1,-6.81,7.91,-0.73,-5.3,-3.68,4.42,-2.62,3.01,1.23,1.0,-4.32,9.67,279661.25,5009956020.0,0.56,0.61,-6.52,-11.48,-28.0,-8.32,-0.25,-0.06,-0.08,-0.02,1.09,-0.26,69.68,59.12,54.73,4.75,1.28,1.33,1.85,1.85,3.54,3.55,3.75,4.32,4.64,5.71,-106476.15,-210486.44,45199500.74,82478231.33,2.93,2.78,3.78,4.01,6.38,0.07,0.4,0.32,66.31,78.88,0.77,14.31,16.64,-0.04,-0.46,3.33,-0.4,-0.27,1.31,10.38,107.68,0.54,0.02,1.48,3.99,15.94,3.99
stock102419,13.49,1.12,1.04,0.03,0.53,-0.1,0.58,0.05,9.66,24.4,2.98,24.4,2.98,-613.08,5.0,4.63,15.16,2.52,23.83,-3.58,0.86,0.55,2.12,0.16,4.61,1.5,1.32,3.33,8.82,427369.88,4606046490.0,0.93,5.51,-3.3,-2.6,-27.86,14.03,0.18,-0.02,-0.35,-0.4,-4.94,-0.29,38.2,31.5,32.65,3.66,1.25,1.25,1.84,1.84,3.08,3.85,3.83,4.33,4.15,5.38,-81499.45,-151227.27,33071083.39,48764292.7,1.52,1.51,1.85,2.9,3.63,-0.1,2.18,0.94,49.46,41.83,0.54,26.21,1.07,-0.03,-0.61,-0.12,-0.24,-0.12,1.33,8.98,80.64,0.37,0.51,0.94,4.08,16.67,2.49
stock101688,7.47,1.16,1.05,0.03,0.45,0.01,0.46,0.05,6.69,19.67,29.54,-51.25,-47.23,-84.57,6.01,5.81,10.52,4.29,17.23,0.3,-0.5,0.63,-1.02,0.19,0.03,1.37,1.17,0.1,8.38,584920.24,3356630100.0,1.74,1.93,9.21,0.27,-14.92,2.33,0.01,-0.07,-0.39,-0.36,-3.77,-0.45,51.64,37.92,35.0,3.57,1.35,1.35,1.71,1.82,6.11,4.72,4.29,4.46,4.11,5.0,-141811.55,-203845.94,-69704894.17,-66468908.77,1.63,1.35,1.67,1.96,2.69,-0.12,3.23,2.38,20.65,30.65,0.74,0.36,3.49,-0.05,1.48,0.84,1.32,-0.28,1.18,9.27,85.84,0.15,0.66,1.17,4.06,16.49,2.14
stock103528,24.23,1.04,1.01,0.0,0.1,0.0,0.03,0.0,18.66,-48.16,0.92,-67.6,-36.92,-50.72,1.82,5.68,53.47,1.68,56.42,0.6,-1.73,-7.32,-0.75,-1.72,-5.82,1.27,1.05,-1.02,9.27,160500.49,358379927.0,4.48,13.59,-2.69,-15.6,-42.53,5.35,-0.06,0.07,-0.3,-0.72,-5.83,-0.55,42.24,33.13,33.21,4.4,1.45,1.65,2.5,2.5,4.67,5.03,4.9,4.86,4.77,5.53,-106476.39,-232043.49,10359657.13,-43607820.99,3.84,3.47,3.18,3.63,3.47,-0.84,16.43,13.07,7.81,20.82,0.3,3.21,0.88,0.03,-3.16,0.17,-2.4,0.5,1.11,10.8,116.65,0.91,1.7,1.23,4.6,21.15,3.99
stock100469,11.82,1.12,1.04,-0.02,0.33,0.12,1.82,0.07,-7.35,-303.8,-9.7,-301.76,-10.61,80.26,-6.93,-1.26,5.11,-1.35,4.24,-5.06,-9.99,-1.84,1.66,-2.04,0.18,1.35,1.17,3.45,7.85,1363540.57,25895221400.0,0.53,1.56,7.75,32.66,6.2,58.66,0.16,0.01,-0.13,1.85,14.29,0.76,94.46,87.43,79.76,3.18,1.26,1.68,1.74,1.9,2.89,5.3,4.74,4.84,4.38,4.78,-305033.35,-1206331.12,-82374528.66,-364593078.0,1.42,1.13,1.01,1.06,1.41,0.1,0.59,0.47,72.25,40.35,1.07,3.91,15.1,-0.13,-0.05,-0.89,-0.06,0.02,1.24,7.96,63.31,0.47,-1.02,0.99,3.8,14.4,1.26
stock103611,7.95,1.03,1.01,-0.04,0.76,0.09,1.4,0.06,0.77,-216.84,-5.84,-216.84,-5.84,60.67,-4.81,-2.61,10.6,-2.49,9.16,-2.5,-8.69,-4.85,-1.21,-4.73,-6.26,1.3,1.14,-1.44,7.83,539951.78,7833019810.0,0.69,1.89,7.0,6.85,-25.49,12.61,-0.07,-0.16,-0.22,0.26,1.47,0.05,69.12,61.7,59.61,3.22,1.28,1.32,1.75,1.99,3.4,4.3,3.89,4.15,4.08,4.63,-180456.46,-290399.49,24622868.78,42304547.95,2.36,1.98,2.05,3.37,4.35,0.07,0.94,0.65,43.98,50.09,0.95,3.57,7.09,-0.04,-0.15,0.65,-0.05,-0.87,1.24,8.72,76.07,-0.42,-1.0,1.12,3.67,13.47,3.62
stock101312,10.62,1.15,1.05,-0.02,0.29,0.02,0.19,0.0,-0.0,-736.59,47.32,-589.07,13.18,162.46,-5.83,-8.89,13.04,-3.65,7.16,-1.16,-1.36,-4.54,1.16,-1.5,-1.49,1.48,1.25,5.8,8.46,679680.0,4382030410.0,1.55,0.0,22.77,21.79,8.81,106.21,0.3,0.07,0.01,-0.04,0.07,-0.36,57.97,51.92,53.35,3.6,1.34,1.57,1.7,2.28,3.51,4.49,4.29,4.49,4.2,5.23,-95522.69,-194458.44,-27369083.69,-23535555.79,0.89,0.72,0.93,1.18,1.62,0.14,1.47,1.32,41.8,37.34,0.41,5.52,5.07,-0.08,0.53,-0.06,0.59,0.47,1.31,9.74,94.81,0.94,1.02,1.28,4.02,16.19,1.24
stock101761,12.45,0.99,1.0,0.01,0.15,0.0,0.09,0.02,-19.31,80.96,233.1,-46.39,-1.33,-94.91,9.46,14.64,11.96,4.27,30.84,0.21,-7.19,7.59,-6.1,1.17,5.04,1.35,1.05,2.6,8.0,377732.58,2029927400.0,1.86,3.06,-3.34,-0.88,-21.35,39.57,0.13,0.03,-0.44,-0.14,-0.88,-0.12,56.81,49.6,47.24,3.79,1.27,1.33,1.65,1.83,4.23,3.68,3.66,4.22,4.65,4.97,-231943.56,-542989.6,50435910.89,-27746970.02,4.68,5.22,5.34,8.21,9.07,0.02,1.42,0.32,60.79,8.99,0.29,13.67,0.38,-0.15,-0.03,-0.37,0.04,0.18,1.16,9.15,83.78,0.99,0.44,1.14,3.83,14.65,8.03
stock100731,7.88,0.89,0.96,0.04,0.47,0.06,0.15,0.05,190.5,182.84,86.52,96.33,29.47,221.43,9.26,28.52,16.37,5.61,39.78,1.34,3.15,-0.77,-5.11,2.2,5.13,1.2,1.13,0.02,7.35,1591173.04,28798623300.0,0.55,7.2,9.29,12.89,-16.44,9.75,0.0,0.05,-0.35,-0.35,-2.79,-0.38,59.86,45.36,40.01,3.08,1.24,1.39,1.74,1.89,2.62,3.34,4.1,4.12,3.75,4.35,-569473.28,-1157966.76,24525716.89,-62359895.69,2.82,2.69,2.37,3.14,4.79,0.27,2.59,2.27,49.44,25.57,0.2,26.19,2.0,0.08,-0.08,-0.28,-0.23,0.04,1.1,8.33,69.42,0.18,1.04,0.95,3.64,13.24,3.83
stock102398,10.25,1.16,1.05,0.03,0.29,-0.03,1.09,0.05,59.23,5.19,59.08,-51.09,-26.03,-123.71,10.81,2.92,6.23,5.39,8.91,-0.81,-5.54,-1.5,-1.56,-1.93,-3.62,1.41,1.2,-3.78,7.94,2230321.67,14017925400.0,1.59,1.29,-3.3,-5.53,-30.93,-12.39,-0.18,-0.12,-0.4,-0.24,0.14,-0.25,56.2,49.79,46.43,2.87,1.29,1.3,1.8,1.88,6.41,4.42,4.12,4.14,3.82,4.67,-86255.82,-154744.49,-6645910.1,-5551107.57,0.29,0.28,0.29,0.43,0.71,-0.09,1.53,1.15,53.08,15.26,1.85,0.65,9.47,0.19,0.17,1.66,0.11,-0.61,1.27,7.94,62.97,-0.15,0.01,0.78,3.82,14.61,0.53
