code,close,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87
stock102419,24.71,1.12,1.04,0.01,0.29,-0.08,0.27,0.04,-12.27,8.69,2.39,8.69,2.39,-534.04,4.35,4.71,14.82,2.25,21.52,-6.04,0.25,0.91,2.27,-0.21,3.03,0.82,0.74,6.77,3.85,782825.03,4365602410.0,1.79,5.09,85.88,76.52,122.19,139.26,0.18,0.17,-0.35,-0.4,-4.94,-0.29,38.2,31.5,32.65,2.28,1.84,1.9,2.28,2.75,3.37,4.58,4.28,3.83,3.14,2.62,-3102930.53,-4321422.63,-1790987080.0,-1266683700.0,4.05,3.57,3.16,2.29,1.9,-0.08,3.21,0.96,45.66,19.59,0.48,23.12,0.75,-0.17,0.55,-0.75,-0.36,0.73,0.8,5.41,29.21,1.42,0.9,0.55,2.31,5.34,1.4
stock101688,18.4,1.16,1.05,0.01,0.18,0.03,0.19,0.03,1.27,-10.81,27.75,-20.27,14.2,1110.34,5.12,4.8,9.94,3.42,15.46,3.79,-2.21,-0.65,-0.22,-1.19,-1.64,0.63,0.77,7.34,4.77,1287770.0,3837173330.0,3.36,1.92,29.67,44.52,95.89,98.76,0.23,0.2,-0.39,-0.36,-3.77,-0.45,51.64,37.92,35.0,3.01,1.47,2.63,2.63,2.63,2.88,3.83,4.34,4.07,3.5,3.17,-1917240.57,-8793494.58,-897539169.0,-4755326810.0,5.75,5.34,4.77,3.29,2.57,-0.01,2.29,1.67,31.5,27.07,0.71,0.37,3.27,-0.13,0.58,0.42,0.63,1.01,0.68,6.42,41.27,1.6,1.13,0.93,3.1,9.62,1.91
stock103528,49.73,1.04,1.01,0.0,0.05,0.0,0.01,0.0,9.26,-56.55,0.24,-66.57,-22.89,-60.24,2.28,7.86,54.83,2.1,58.55,0.47,-2.97,-11.91,3.43,-2.99,-4.18,0.31,0.55,12.62,5.78,222642.21,352723961.0,6.31,28.92,20.79,13.71,73.84,207.69,0.49,0.31,-0.3,-0.72,-5.83,-0.55,42.24,33.13,33.21,3.84,1.79,1.79,1.8,3.68,4.91,5.72,4.83,4.79,4.35,3.87,-548344.08,-647851.17,-363012145.0,-202584568.0,6.15,4.73,5.38,5.27,6.38,-0.73,21.17,16.87,6.58,20.69,0.27,3.03,0.77,0.01,-14.68,0.06,-11.9,1.55,0.42,8.15,66.34,1.91,3.43,0.54,3.59,12.87,7.1
stock100469,17.92,1.12,1.04,-0.01,0.25,0.09,1.33,0.05,-13.33,-157.59,-4.74,-157.59,-4.74,486.0,-3.03,-0.56,4.16,-0.58,4.56,-11.93,-8.03,-1.4,2.17,-1.69,2.0,0.71,0.75,4.52,4.05,2067229.03,26495818900.0,0.78,2.35,32.64,34.64,73.81,140.21,0.12,0.05,-0.13,1.85,14.29,0.76,94.46,87.43,79.76,2.44,1.53,1.59,1.96,2.65,3.16,3.56,3.5,3.22,2.96,2.68,-1285976.47,-2528424.22,-496875790.0,-320811534.0,2.02,2.06,2.04,1.86,1.47,0.01,0.66,0.56,72.98,41.14,1.04,5.27,16.34,-0.29,0.0,3.19,0.1,0.08,0.82,5.59,31.28,0.79,-0.14,1.12,2.75,7.57,1.03
stock103611,19.44,1.03,1.01,0.0,0.32,0.03,0.6,0.05,14.34,-96.54,-3.32,-96.54,-3.32,-47.85,0.29,0.16,11.0,0.16,12.18,35.47,-7.93,-5.13,-1.11,-4.74,-7.91,0.64,0.76,5.11,3.61,1320334.93,7901462480.0,1.67,2.91,52.83,49.54,65.31,75.61,0.12,-0.01,-0.22,0.26,1.47,0.05,69.12,61.7,59.61,2.18,1.6,1.7,1.75,2.03,2.48,3.68,3.35,2.95,2.59,2.4,-3496176.75,-5944370.76,-1797872120.0,-2252422760.0,6.73,5.91,5.51,4.31,3.5,-0.01,1.04,0.67,41.13,48.51,0.99,5.58,6.7,0.07,0.02,1.24,0.05,-0.29,0.98,6.32,39.88,0.55,-0.44,0.98,2.73,7.45,3.0
stock101312,16.16,1.15,1.05,-0.01,0.16,-0.01,0.17,0.0,4.84,-252.7,-7.0,-252.7,-7.0,-746.83,-5.57,-5.29,12.46,-2.47,9.08,0.57,-8.97,-8.93,4.09,-4.37,-3.07,0.86,0.85,7.81,4.61,1034240.0,3608436350.0,2.87,0.57,44.67,51.31,124.76,183.01,0.24,0.16,0.01,-0.04,0.07,-0.36,57.97,51.92,53.35,2.82,1.6,1.82,2.51,3.05,4.12,4.89,4.99,4.57,3.76,3.13,-861772.12,-2258439.67,-284299614.0,-721246417.0,2.32,2.11,2.23,1.63,1.27,0.08,0.94,0.75,54.69,40.63,0.47,8.58,4.49,-0.05,-0.35,-1.12,-0.3,1.03,0.57,5.74,32.9,1.53,0.32,1.01,2.78,7.71,0.97
stock100731,14.61,0.89,0.96,0.01,0.16,-0.01,0.04,0.01,23.08,-18.55,6.1,-72.37,-64.01,94.58,6.57,25.86,25.9,2.58,27.73,-0.9,-1.99,-13.22,14.89,-2.83,-26.3,0.65,0.59,3.4,4.39,2949275.56,14049807900.0,2.1,4.29,29.41,12.38,37.92,92.23,0.1,0.22,-0.35,-0.35,-2.79,-0.38,59.86,45.36,40.01,2.69,1.37,1.39,1.47,2.01,2.09,3.58,3.59,3.46,3.56,2.84,-5031783.01,-6938379.1,-3336861700.0,-3667385100.0,8.17,7.17,8.02,7.55,4.57,-0.02,2.54,2.21,52.99,17.53,0.1,27.65,1.33,-0.04,-3.16,-0.85,-3.28,0.97,0.43,6.15,37.8,1.26,1.59,0.79,2.83,8.01,2.42
stock102398,52.51,1.16,1.05,0.01,0.11,0.01,0.31,0.03,25.88,26.18,63.7,17.34,52.23,-74.23,10.83,3.91,7.77,5.55,11.52,0.46,-3.22,0.01,0.14,-1.06,-0.25,0.59,0.72,1.91,4.5,5312561.68,12927875800.0,4.11,1.51,42.61,34.92,44.26,66.07,0.06,0.12,-0.4,-0.24,0.14,-0.25,56.2,49.79,46.43,2.74,1.45,1.47,1.52,1.84,2.01,3.91,3.83,3.37,3.17,2.89,-2041380.58,-2861865.1,-820226565.0,-777501009.0,1.6,1.31,1.12,0.74,0.52,0.02,1.61,1.21,49.93,15.54,1.42,0.68,7.09,-0.27,0.0,-1.2,-0.06,0.73,0.5,6.05,36.64,1.16,1.24,0.41,3.07,9.42,0.52
stock100819,18.01,1.2,1.07,-0.01,0.24,0.02,0.04,-0.03,-6.26,-883.56,-6.24,-883.56,-6.24,1659.2,-5.48,-34.3,54.88,-4.65,12.21,-1.52,-6.14,-38.4,23.76,-5.22,-20.67,0.64,0.94,17.38,4.47,357405.75,1379866610.0,2.59,0.0,61.09,61.09,98.79,126.83,0.55,0.17,-0.23,-0.36,-2.29,-0.34,45.41,38.0,35.28,3.01,1.46,1.46,2.02,2.5,2.95,0.02,0.02,4.1,3.74,3.19,-30205.18,-30205.18,31726487.22,31726487.22,1.19,1.19,3.86,4.55,4.28,0.01,6.78,5.76,14.66,34.97,0.14,5.92,1.37,-0.0,-2.59,0.51,-2.05,1.23,0.66,7.47,55.8,1.72,0.02,0.84,3.22,10.35,3.63
stock101648,61.0,1.01,1.0,0.02,0.06,0.0,0.56,0.05,47.26,15.1,36.77,-23.27,-8.82,109.78,30.45,3.48,4.27,6.03,10.25,0.05,-5.73,-0.97,-1.8,-1.35,-3.32,0.27,0.44,2.5,3.84,1251986.8,3420150630.0,3.66,5.42,52.77,45.67,47.89,69.86,0.06,0.03,-0.2,-1.42,-1.8,-0.17,52.53,43.23,38.73,2.39,1.72,1.8,1.8,2.33,2.33,4.12,3.64,3.19,3.02,2.42,-5826964.88,-8418921.89,-3492662010.0,-3807829300.0,7.24,5.91,5.68,4.33,3.19,0.06,1.34,1.08,70.77,5.95,1.73,1.86,9.52,0.07,-0.05,0.12,-0.09,0.16,0.1,5.68,32.23,0.25,1.56,0.21,2.7,7.3,2.42
stock103504,95.6,0.95,0.98,0.0,0.04,-0.01,0.04,0.01,36.91,32.93,14.38,32.93,14.38,-251.41,11.43,11.59,14.43,6.88,29.95,-1.12,1.59,-0.35,3.39,0.28,3.11,0.31,0.57,16.96,4.52,1109186.35,1233035120.0,9.0,5.47,104.49,104.49,172.36,314.03,0.53,0.33,-0.05,-0.35,-1.85,-0.23,43.45,40.8,40.9,3.09,2.12,2.12,3.31,5.15,5.15,5.82,5.82,5.1,4.0,3.13,4371640.72,4371640.72,2604779720.0,2604779720.0,4.94,4.94,5.17,3.8,2.69,-0.08,2.26,1.64,37.89,8.3,0.59,0.02,1.64,0.04,-0.45,-0.04,-0.28,1.8,0.21,7.79,60.75,1.98,3.79,0.58,3.39,11.52,2.34
stock101659,21.04,1.17,1.06,0.0,0.14,0.01,0.26,0.02,5.74,-80.54,0.02,-90.27,-49.99,140.66,1.8,0.99,16.91,0.78,18.74,2.41,-7.47,-4.4,1.75,-3.88,-3.23,0.96,0.95,4.37,4.64,269320.42,2389760790.0,1.13,0.41,43.13,60.98,154.41,146.08,0.14,0.15,-0.61,-5.2,-25.64,-1.31,6.85,11.33,18.04,2.8,1.57,1.83,2.51,2.91,3.42,4.78,4.44,4.47,4.22,3.14,-959913.03,-3801335.55,-230663856.0,-554698620.0,9.68,9.79,11.63,10.18,8.92,0.01,1.2,0.89,55.04,36.14,0.79,5.38,4.51,-0.08,-0.05,0.31,0.02,0.88,0.77,6.35,40.29,1.59,1.17,0.8,2.78,7.73,6.04
stock102566,25.07,1.19,1.06,-0.0,0.11,-0.0,0.0,-0.0,-60.01,-387.43,-6.1,-387.43,-6.1,-17.84,-2.39,-134.23,87.97,-2.2,-23.72,0.07,-1.93,-123.22,51.03,-1.77,-26.1,0.69,0.82,8.77,4.42,591872.62,703173086.0,8.42,28.5,55.07,70.57,124.62,177.55,0.26,0.15,0.05,-0.6,-8.4,-0.52,30.35,26.69,29.53,2.79,1.67,1.99,2.49,3.32,3.88,5.03,4.19,3.99,3.35,2.99,-960552.51,-5673940.56,-298281300.0,-1003970230.0,3.43,3.31,3.11,2.26,1.91,0.04,8.72,8.51,9.27,3.11,0.02,4.66,1.99,-0.02,-2.01,-1.55,-1.65,1.21,0.44,5.4,29.11,1.58,-0.02,1.07,2.62,6.85,1.36
stock101493,79.2,1.02,1.01,0.01,0.11,0.0,0.05,0.03,26.64,35.74,11.73,-11.05,-26.79,-84.44,13.6,27.32,16.27,8.85,48.16,0.23,2.41,1.83,2.26,1.75,0.03,0.51,0.53,9.69,4.8,1244527.49,4158990250.0,2.99,17.61,-9.17,44.5,118.97,215.92,0.31,0.22,0.11,-0.39,-3.56,-0.4,48.05,40.47,38.46,3.11,1.31,1.72,2.75,4.13,4.43,4.59,4.74,4.86,4.03,3.21,-940400.66,-5867828.74,-224119550.0,-2629566240.0,4.21,3.87,4.02,3.4,2.73,0.02,2.64,1.8,33.12,8.11,0.32,1.33,0.63,0.05,0.12,0.05,-0.0,1.08,0.5,6.44,41.52,1.51,1.05,0.93,2.88,8.3,2.5
stock100083,36.77,1.03,1.01,0.0,0.14,-0.0,0.16,0.04,7.43,18.38,1.18,18.38,1.18,96.4,3.29,2.97,12.92,1.41,17.46,-0.12,0.48,0.27,0.09,0.17,0.68,0.29,0.52,17.14,4.27,480658.91,2832369370.0,1.7,0.53,27.94,95.42,144.86,167.61,0.51,0.26,-0.2,-0.16,-3.48,-0.28,46.57,37.51,35.19,2.93,1.53,2.19,3.07,3.5,5.44,4.34,4.2,3.83,3.25,2.96,-1065699.89,4565347.81,-315598191.0,1168288320.0,5.77,6.42,6.65,4.92,3.55,-0.0,1.24,0.54,57.04,27.85,0.48,3.12,1.05,0.01,-0.24,-0.03,-0.12,1.27,0.53,5.69,32.34,1.73,0.39,0.98,2.53,6.42,2.43
stock102992,43.35,1.12,1.04,0.0,0.15,0.0,0.03,0.0,-13.6,-11.56,3.54,-11.56,3.54,787.2,3.3,17.97,46.36,3.14,60.63,0.76,-0.56,0.41,1.22,-0.47,-1.29,0.75,0.82,7.41,5.13,599980.8,1572317490.0,3.82,7.77,80.63,127.81,163.74,208.41,0.25,0.23,-0.28,-0.18,-3.04,-0.13,44.43,40.4,39.58,3.22,1.88,2.04,2.04,2.37,2.58,5.81,5.86,5.08,4.2,3.43,-5139773.72,-5303434.49,-3813990250.0,-2666834730.0,6.18,7.35,7.44,5.76,5.11,-0.17,24.7,21.45,4.75,9.62,0.17,1.18,0.59,-0.03,1.67,-0.04,1.7,1.45,0.48,9.11,83.07,1.98,1.1,0.65,3.73,13.9,5.11
stock101681,40.73,0.95,0.98,0.02,0.11,0.02,0.07,0.03,51.49,82.95,27.98,-30.01,-51.04,-38.28,15.94,23.57,35.57,8.39,62.98,1.43,4.79,4.05,-20.81,0.08,-12.63,0.59,0.69,5.75,4.3,2851100.0,7036280510.0,4.05,1.18,22.02,18.99,42.37,72.04,0.16,0.29,1.17,-0.16,-4.12,-0.13,5.56,14.12,25.41,2.72,1.37,1.46,1.66,1.8,2.73,3.42,3.24,3.08,3.27,2.82,-1467354.84,-2596963.25,-927935249.0,-850414435.0,2.83,2.32,2.48,2.4,1.65,0.02,0.34,0.26,52.24,28.14,0.36,6.11,3.87,-0.07,-0.84,1.58,-0.74,1.66,0.08,5.25,27.54,1.71,1.28,0.54,2.86,8.17,1.16
stock103391,87.9,1.13,1.04,0.01,0.13,0.01,0.07,0.03,18.17,183.13,-25.87,183.13,-25.87,-33.45,5.64,10.76,10.01,2.6,34.75,1.62,10.66,26.06,-25.88,6.04,16.55,0.38,0.71,6.49,5.27,1450727.97,6318131270.0,2.3,36.92,42.46,16.15,60.96,98.42,0.22,0.07,0.55,1.05,6.68,0.37,87.28,73.37,58.62,3.37,1.51,1.58,1.86,2.35,2.35,3.08,3.68,3.84,3.64,3.44,-2601491.91,-3141175.69,-1969921710.0,-1804462790.0,6.1,4.9,5.0,3.49,2.37,0.08,1.22,0.91,27.73,56.93,0.24,4.51,2.01,0.02,-0.12,-0.37,0.08,0.61,0.46,7.76,60.29,1.07,-0.18,0.62,3.31,10.99,1.61
stock102503,15.26,1.13,1.04,0.06,0.46,-0.0,0.67,0.11,36.78,16.01,8.64,15.49,8.16,97.15,12.73,8.73,5.26,3.16,29.5,-0.01,0.81,-1.56,-2.18,0.43,2.72,1.03,0.99,-4.79,3.99,6853973.26,1.30487109e+11,0.53,8.33,14.14,29.1,66.96,65.87,-0.12,0.01,-0.32,-0.57,-7.25,-0.71,35.05,36.17,43.72,2.0,1.28,1.42,1.76,1.86,2.16,2.81,2.59,2.6,2.99,2.57,-1947680.76,-6006946.86,-1298589960.0,-3637374410.0,1.73,2.15,2.27,1.9,1.17,-0.04,1.88,0.59,67.7,0.21,0.36,21.6,0.42,0.1,0.01,0.11,0.05,0.03,0.85,6.14,37.67,0.77,0.41,0.99,2.6,6.75,1.13
stock100390,15.93,1.07,1.02,-0.02,0.08,0.01,0.08,-0.02,60.03,-679.48,-17.74,-679.48,-17.74,-37.55,-20.29,-18.47,7.37,-7.63,1.22,-0.61,-23.18,-23.57,4.08,-9.06,-7.95,0.63,0.59,5.25,5.07,1839632.01,3787950170.0,4.86,1.13,39.49,35.23,52.29,66.84,0.17,0.16,-0.3,-0.26,-4.94,-0.48,26.41,30.12,36.7,3.17,1.43,1.48,1.65,2.07,2.89,3.28,3.5,3.2,3.38,3.32,-4911825.93,-8402787.95,-3242484600.0,-5277964760.0,10.69,9.97,9.65,8.35,7.72,0.05,1.2,0.58,63.21,0.08,0.41,5.28,1.08,0.13,-0.88,0.48,-0.02,1.01,0.35,6.22,38.72,1.33,1.38,0.59,3.06,9.37,5.49
stock100574,17.79,1.13,1.04,0.05,0.27,0.05,0.32,0.13,8.99,66.5,25.03,-16.75,-37.49,-70.38,19.88,16.49,8.53,8.56,33.64,0.86,4.95,5.69,-1.24,3.78,3.7,0.97,1.03,2.8,4.48,1218759.53,7735652120.0,1.58,0.0,28.2,7.31,29.21,34.0,0.08,0.1,-0.69,-0.34,-5.14,-0.41,43.85,35.87,35.6,2.56,1.32,1.33,1.33,1.54,3.0,3.24,3.46,3.21,2.99,2.98,-670028.67,-892601.06,-73279696.21,70882872.59,2.99,2.52,2.63,1.89,1.83,0.1,1.0,0.76,53.13,40.98,0.52,20.96,4.37,0.08,0.08,2.4,0.2,0.39,1.12,5.6,31.3,1.36,0.87,0.99,2.53,6.39,1.22
stock100332,88.52,0.97,0.99,0.01,0.07,0.0,0.02,0.02,99.21,47.52,108.83,-35.59,-8.82,-57.65,8.69,35.48,35.56,6.77,64.75,0.62,-3.61,-12.43,5.82,-3.56,-6.4,0.33,0.39,10.69,6.19,444813.0,1495901520.0,2.97,14.98,61.0,107.21,152.99,209.19,0.44,0.43,0.92,-0.14,-4.27,0.04,28.76,35.32,40.53,4.06,1.65,2.18,2.76,3.86,3.86,4.93,5.18,4.83,4.28,4.11,-2065703.05,10684253.63,-909626139.0,4182134970.0,10.79,11.45,10.4,8.05,6.84,-0.12,4.9,4.32,18.66,14.17,0.19,11.61,1.76,-0.02,-5.26,-0.76,-5.46,1.76,0.48,7.76,60.28,2.28,3.28,0.25,3.91,15.27,5.12
stock101040,44.97,1.18,1.06,0.03,0.21,0.0,0.09,0.1,43.69,1041.22,96.31,1041.22,96.31,147.53,14.91,33.56,4.8,10.92,4.59,0.02,12.34,29.33,-0.2,9.11,-0.21,0.87,0.97,4.18,4.29,1891628.37,5421691200.0,3.49,0.47,34.96,32.3,78.38,118.94,0.12,0.11,-0.47,-0.55,-4.85,-0.24,49.15,38.88,36.77,2.52,1.41,1.52,1.92,2.49,3.26,3.96,4.25,4.02,3.41,2.87,-1200914.22,-2237423.47,-955024667.0,-1521498810.0,2.82,2.57,2.51,1.89,1.54,0.01,2.5,2.41,26.34,0.63,0.33,15.39,25.44,-0.1,0.24,2.77,0.32,0.52,0.95,5.82,33.91,1.34,1.33,0.92,2.82,7.95,1.37
stock102789,13.1,1.03,1.01,0.02,0.2,0.0,0.01,0.03,-3.14,-4.33,7.06,-4.33,7.06,-1.06,7.74,136.13,15.64,5.78,54.86,0.27,-0.92,-1.69,4.27,-1.56,-3.56,0.87,0.89,2.63,4.39,2544187.41,7109435220.0,3.58,0.54,22.89,9.99,31.92,15.01,0.08,0.12,-0.38,-0.25,-4.21,-0.25,59.12,47.77,44.9,2.55,1.27,1.3,1.35,1.57,2.78,3.22,3.43,3.04,3.12,2.9,-1234890.22,-2255623.2,-662451247.0,-858775879.0,3.01,3.06,3.04,2.48,2.13,0.11,8.87,8.87,20.93,11.18,0.04,18.9,0.0,-0.01,3.29,-7832.53,3.29,0.5,1.05,6.81,46.44,1.41,1.77,0.69,3.05,9.32,1.72
stock100694,24.92,1.15,1.05,0.01,0.08,0.01,0.06,-0.0,-21.06,448.92,19.91,448.92,19.91,112.38,6.49,8.24,22.11,3.76,13.79,2.65,5.07,7.06,4.63,3.03,1.38,0.72,0.9,2.17,4.5,453593.0,1221927990.0,3.71,0.6,61.4,91.99,91.99,89.07,0.06,0.17,-0.1,-1.08,-5.99,-0.56,54.3,38.08,34.25,2.67,1.62,1.75,1.75,2.19,2.19,4.39,4.73,4.73,4.13,2.91,-792647.12,-2522226.52,-483882468.0,-1347807000.0,4.68,4.02,4.02,2.85,2.26,-0.03,1.17,1.07,40.33,9.74,0.46,9.52,10.75,-0.16,0.11,-1.16,0.11,0.45,1.18,8.67,75.17,1.27,1.37,0.9,3.53,12.44,2.87
