code,close,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87
stock102808,9.65,1.06,1.02,-0.04,0.24,0.02,0.55,0.01,46.22,-1027.56,-16.56,-813.5,-35.82,10.02,-18.2,-7.74,13.24,-6.68,6.31,-0.46,-19.84,-8.96,4.38,-7.4,-4.59,0.69,0.73,4.8,5.76,394567.0,2830170520.0,1.39,0.0,-48.72,-30.17,-24.67,47.78,0.18,0.07,-0.08,-0.02,1.09,-0.26,69.68,59.12,54.73,3.53,1.99,2.21,2.21,3.1,4.89,5.83,7.72,6.25,5.06,3.74,-911508.11,-3500590.48,-325489989.0,-1661380460.0,14.11,12.49,8.8,6.39,4.59,-0.01,0.71,0.57,63.68,68.2,0.86,19.85,15.48,0.27,-0.18,7.17,-0.13,-0.2,1.1,8.15,66.37,0.66,-0.21,1.33,3.04,9.27,2.97
stock102419,14.11,1.12,1.04,0.02,0.51,-0.13,0.47,0.04,-12.27,8.69,2.39,8.69,2.39,-534.04,4.35,4.71,14.82,2.25,21.52,-6.04,0.25,0.91,2.27,-0.21,3.03,1.16,1.1,-0.75,6.47,447011.78,4365602410.0,1.02,5.09,-27.23,-24.83,1.74,42.09,-0.03,0.04,-0.35,-0.4,-4.94,-0.29,38.2,31.5,32.65,3.15,2.18,3.08,3.08,3.08,3.42,8.74,7.87,7.0,5.31,4.05,-932560.83,70595512.01,-91419510.91,11178249300.0,5.38,4.84,4.48,3.32,2.5,-0.08,3.21,0.96,45.66,19.59,0.48,23.12,0.75,-0.17,0.55,-0.75,-0.36,0.32,1.02,7.19,51.77,0.83,0.6,0.63,3.17,10.07,1.7
stock101688,9.96,1.16,1.05,0.02,0.33,0.04,0.36,0.03,8.33,9.57,29.74,-55.48,-47.28,112.26,5.81,5.26,10.31,3.86,16.61,2.02,-1.53,-0.19,0.16,-0.75,-0.5,0.91,0.92,1.09,6.35,697075.5,3792919260.0,1.84,2.61,-21.39,-43.05,-24.74,11.06,0.04,0.11,-0.39,-0.36,-3.77,-0.45,51.64,37.92,35.0,3.51,1.72,2.5,4.5,4.5,4.5,7.64,6.12,5.87,4.8,3.98,-503688.86,-3483945.06,-22466716.31,-214806666.0,2.98,3.53,4.39,3.6,2.82,-0.12,2.26,1.62,31.05,27.82,0.73,0.38,3.3,-0.11,0.55,0.45,0.58,0.37,1.06,8.52,72.54,0.91,1.03,0.95,3.49,12.19,2.05
stock103528,30.76,1.04,1.01,0.0,0.08,0.0,0.02,0.0,9.26,-56.55,0.24,-66.57,-22.89,-60.24,2.28,7.86,54.83,2.1,58.55,0.47,-2.97,-11.91,3.43,-2.99,-4.18,0.77,0.8,5.13,7.26,137713.14,352723961.0,3.9,28.92,-18.95,-38.48,-25.61,61.75,0.24,0.19,-0.3,-0.72,-5.83,-0.55,42.24,33.13,33.21,4.33,1.92,2.93,3.94,3.94,4.41,7.95,7.06,6.43,5.54,4.65,-247767.72,-1827727.03,-44970669.34,-626340536.0,5.69,5.94,5.4,5.43,6.1,-0.73,21.17,16.87,6.58,20.69,0.27,3.03,0.77,0.01,-14.68,0.06,-11.9,0.73,0.96,9.68,93.67,1.21,2.68,0.68,3.97,15.76,7.12
stock100469,11.03,1.12,1.04,-0.01,0.4,0.14,2.17,0.05,-13.33,-157.59,-4.74,-157.59,-4.74,486.0,-3.03,-0.56,4.16,-0.58,4.56,-11.93,-8.01,-1.42,1.36,-1.62,0.84,1.05,1.03,-0.9,5.72,1272407.15,26495818900.0,0.48,2.35,-14.63,-26.22,-24.97,25.48,-0.03,-0.04,-0.13,1.85,14.29,0.76,94.46,87.43,79.76,2.76,1.64,2.39,2.39,2.39,2.88,7.28,6.34,5.49,4.43,3.58,-606457.68,-5079456.39,-21203213.72,-470676095.0,1.96,1.95,1.88,1.87,1.62,0.01,0.66,0.56,72.98,41.14,1.04,5.27,16.34,-0.18,0.0,1.77,0.04,-0.33,1.17,6.72,45.09,0.27,0.02,1.1,3.13,9.78,1.11
stock103611,10.55,1.03,1.01,0.0,0.6,0.06,1.1,0.05,14.34,-96.54,-3.32,-96.54,-3.32,-47.85,0.29,0.16,11.0,0.16,12.18,35.47,-7.93,-5.13,-1.11,-4.74,-7.91,0.96,0.99,-3.28,5.53,716539.79,7901462480.0,0.91,2.91,-26.99,-27.76,-19.66,-7.95,-0.11,-0.16,-0.22,0.26,1.47,0.05,69.12,61.7,59.61,2.75,1.72,2.49,2.49,2.49,2.49,7.79,6.78,5.71,4.3,3.4,-1197261.94,-21355740.75,110167237.0,-5418670920.0,6.83,6.85,6.27,5.18,4.1,-0.01,1.04,0.67,41.13,48.51,0.99,5.58,6.7,0.07,0.02,1.24,0.05,-1.0,1.23,7.89,62.22,-0.38,-0.54,1.03,3.15,9.89,3.26
stock101312,8.45,1.15,1.05,-0.02,0.3,-0.01,0.32,0.0,4.84,-252.7,-7.0,-252.7,-7.0,-746.83,-5.57,-5.29,12.46,-2.47,9.08,0.57,-8.97,-8.93,4.09,-4.37,-3.07,1.12,1.06,0.88,6.58,540800.0,3608436350.0,1.5,0.57,-17.64,-34.95,-23.39,40.13,0.04,0.06,0.01,-0.04,0.07,-0.36,57.97,51.92,53.35,3.41,1.83,2.91,2.91,2.91,3.81,8.1,6.85,6.39,5.29,4.15,-318796.97,-4995120.26,-54095843.2,-829065169.0,2.42,2.34,2.17,2.02,1.53,0.08,0.94,0.75,54.69,40.63,0.47,8.58,4.49,-0.05,-0.35,-1.12,-0.3,0.21,1.13,8.35,69.74,0.78,0.23,1.03,3.3,10.9,1.08
stock101761,26.3,0.99,1.0,0.01,0.06,0.03,0.17,0.02,59.72,30.36,22.39,30.36,22.39,25.59,18.1,6.91,13.3,2.93,20.95,2.64,1.11,-1.56,-8.82,-0.04,-5.23,0.92,0.91,-1.26,6.29,267888.72,1500729080.0,1.79,0.89,-35.05,-35.05,-24.6,3.95,-0.05,-0.01,-0.44,-0.14,-0.88,-0.12,56.81,49.6,47.24,3.53,1.69,1.69,1.93,1.93,2.6,7.94,7.94,6.29,4.5,3.95,-544174.2,-544174.2,-236374002.0,-236374002.0,9.86,9.86,8.88,9.43,10.12,0.1,1.02,0.15,83.81,11.92,0.42,18.56,0.6,0.07,-0.46,-0.04,-0.28,0.2,0.64,7.34,53.87,0.64,-0.81,1.12,3.34,11.16,7.47
stock100731,8.71,0.89,0.96,0.02,0.28,-0.02,0.07,0.01,23.08,-18.55,6.1,-72.37,-64.01,94.58,6.57,25.86,25.9,2.58,27.73,-0.9,-1.99,-13.22,14.89,-2.83,-26.3,0.97,0.86,0.06,5.88,1758260.79,14049807900.0,1.25,4.29,-14.36,-35.29,-24.62,4.14,0.0,0.09,-0.35,-0.35,-2.79,-0.38,59.86,45.36,40.01,3.03,1.4,1.96,1.98,2.01,2.05,6.01,5.41,4.82,4.21,3.61,-1544733.83,-9791959.3,-5936353.47,-1904879830.0,5.84,6.64,6.56,7.21,5.46,-0.02,2.54,2.21,52.99,17.53,0.1,27.65,1.33,-0.04,-3.16,-0.85,-3.28,0.06,0.92,7.05,49.76,0.33,1.58,0.8,3.07,9.44,2.78
stock102398,14.92,1.16,1.05,0.02,0.2,0.01,0.55,0.03,25.88,26.18,63.7,17.34,52.23,-74.23,10.83,3.91,7.77,5.55,11.52,0.46,-3.22,0.01,0.14,-1.06,-0.25,1.03,1.01,-6.17,6.04,3018983.82,12927875800.0,2.34,1.51,-11.03,-25.15,-27.15,-15.41,-0.23,-0.02,-0.4,-0.24,0.14,-0.25,56.2,49.79,46.43,2.89,1.48,4.63,4.63,4.63,4.63,7.07,6.6,5.64,4.68,3.66,-698658.48,36624743.36,-9360941.6,6167169360.0,1.13,1.31,1.31,0.99,0.64,0.02,1.61,1.21,49.93,15.54,1.42,0.68,7.09,-0.27,0.0,-1.2,-0.06,-0.24,1.03,7.26,52.64,0.28,1.04,0.45,3.43,11.8,0.56
