code,close,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87
stock102419,17.42,1.12,1.04,0.02,0.41,-0.07,0.45,0.05,9.66,24.4,2.98,24.4,2.98,-613.08,5.0,4.63,15.16,2.52,23.83,-3.58,0.86,0.55,2.12,0.16,4.61,1.31,1.24,2.64,8.03,551874.22,4606046490.0,1.2,5.51,12.97,50.17,66.54,-14.52,0.13,0.07,-0.35,-0.4,-4.94,-0.29,38.2,31.5,32.65,3.7,1.29,1.51,1.75,3.08,3.17,4.09,4.1,4.35,6.4,5.0,-327557.65,-1392004.21,58713543.28,16210364.52,4.1,4.48,4.06,4.64,3.45,-0.1,2.18,0.94,49.46,41.83,0.54,26.21,1.07,-0.03,-0.61,-0.12,-0.24,0.26,1.22,8.43,71.05,0.81,0.86,0.81,3.83,14.69,2.35
stock101688,8.8,1.16,1.05,0.02,0.38,0.01,0.39,0.05,6.69,19.67,29.54,-51.25,-47.23,-84.57,6.01,5.81,10.52,4.29,17.23,0.3,-0.5,0.63,-1.02,0.19,0.03,1.13,1.1,-2.38,7.86,689062.67,3356630100.0,2.05,1.93,-7.56,20.88,7.58,-51.33,-0.11,0.02,-0.39,-0.36,-3.77,-0.45,51.64,37.92,35.0,3.8,1.24,1.39,1.47,2.74,4.92,3.25,3.93,4.38,5.59,4.73,-259580.87,-848764.17,60937584.3,143593980.0,2.65,2.52,2.15,2.4,2.67,-0.12,3.23,2.38,20.65,30.65,0.74,0.36,3.49,-0.05,1.48,0.84,1.32,-0.13,1.16,9.14,83.61,0.4,0.78,1.01,3.91,15.25,2.01
stock103528,38.78,1.04,1.01,0.0,0.06,0.0,0.02,0.0,18.66,-48.16,0.92,-67.6,-36.92,-50.72,1.82,5.68,53.47,1.68,56.42,0.6,-1.73,-7.32,-0.75,-1.72,-5.82,1.02,0.98,4.82,8.57,256880.28,358379927.0,7.17,13.59,23.11,63.49,127.32,-24.41,0.26,0.2,-0.3,-0.72,-5.83,-0.55,42.24,33.13,33.21,4.71,1.35,1.73,2.39,3.12,4.67,3.75,4.74,5.1,6.23,5.39,-212563.53,-1390419.47,-29564215.97,-149410892.0,4.48,4.55,3.85,3.6,3.58,-0.84,16.43,13.07,7.81,20.82,0.3,3.21,0.88,0.03,-3.16,0.17,-2.4,1.01,0.98,10.24,104.95,1.45,3.28,0.82,4.42,19.51,4.43
stock100469,10.98,1.12,1.04,-0.02,0.36,0.13,1.96,0.07,-7.35,-303.8,-9.7,-301.76,-10.61,80.26,-6.93,-1.26,5.11,-1.35,4.24,-5.06,-9.99,-1.84,1.66,-2.04,0.18,1.19,1.14,2.14,7.0,1266639.21,25895221400.0,0.49,1.56,15.46,51.87,50.0,-40.58,0.09,-0.02,-0.13,1.85,14.29,0.76,94.46,87.43,79.76,3.06,1.31,1.68,1.85,2.78,2.89,4.69,4.13,4.26,5.34,4.34,-306415.6,-1703463.78,46656232.31,80763169.77,1.49,1.32,1.08,1.33,1.6,0.1,0.59,0.47,72.25,40.35,1.07,3.91,15.1,-0.13,-0.05,-0.89,-0.06,-0.27,1.29,7.72,59.59,0.31,-0.82,1.15,3.56,12.68,1.21
stock103611,12.02,1.03,1.01,-0.02,0.5,0.06,0.92,0.06,0.77,-216.84,-5.84,-216.84,-5.84,60.67,-4.81,-2.61,10.6,-2.49,9.16,-2.5,-8.69,-4.85,-1.21,-4.73,-6.26,1.08,1.06,0.21,6.94,816379.93,7833019810.0,1.04,1.89,26.39,69.77,73.95,-37.3,0.01,-0.07,-0.22,0.26,1.47,0.05,69.12,61.7,59.61,3.3,1.41,1.73,1.94,3.32,3.32,4.28,4.14,4.28,5.41,4.25,-952734.88,-5575390.51,-403237534.0,-1710611110.0,5.88,5.5,4.61,5.01,4.67,0.07,0.94,0.65,43.98,50.09,0.95,3.57,7.09,-0.04,-0.15,0.65,-0.05,-0.54,1.22,8.69,75.54,0.01,-0.92,1.06,3.5,12.23,3.62
stock101312,9.21,1.15,1.05,-0.02,0.33,0.02,0.22,0.0,-0.0,-736.59,47.32,-589.07,13.18,162.46,-5.83,-8.89,13.04,-3.65,7.16,-1.16,-7.17,-10.28,2.27,-4.34,-3.46,1.29,1.2,2.36,7.89,589440.0,4382030410.0,1.35,0.0,26.69,61.01,66.85,-43.5,0.12,0.08,0.01,-0.04,0.07,-0.36,57.97,51.92,53.35,3.68,1.37,1.72,2.06,3.51,3.51,4.44,4.18,4.5,5.72,4.89,-210312.49,-989544.43,-9107337.55,24317757.1,1.77,1.44,1.35,1.68,1.63,0.14,1.47,1.32,41.8,37.34,0.41,5.52,5.07,-0.08,0.46,0.13,0.54,0.3,1.29,9.34,87.3,0.88,0.8,1.15,3.83,14.69,1.22
stock101761,15.13,0.99,1.0,0.01,0.12,0.03,0.1,0.03,23.09,114.78,256.55,90.87,216.85,81.82,10.03,12.29,10.26,4.94,25.75,2.36,-6.62,5.25,-7.79,1.84,-0.05,1.01,0.95,3.38,7.29,459043.69,1654012330.0,2.78,7.61,-2.89,69.62,69.62,12.35,0.16,0.12,-0.44,-0.14,-0.88,-0.12,56.81,49.6,47.24,4.09,1.3,1.83,1.83,3.71,4.23,4.52,5.64,5.64,6.93,4.68,-1193140.32,-1586108.85,-431978176.0,-770635048.0,15.78,14.88,14.88,12.09,10.22,0.23,1.88,0.44,53.06,10.68,0.4,16.58,0.55,-0.04,0.43,-0.19,0.16,0.12,1.01,8.87,78.67,0.93,0.22,1.12,3.79,14.34,8.76
stock100731,10.0,0.89,0.96,0.02,0.26,0.08,0.11,0.03,85.62,-20.34,8.53,-18.93,10.44,215.5,8.68,20.59,23.84,3.4,33.15,3.49,-3.14,-27.38,11.81,-4.13,-18.77,1.1,1.03,4.55,7.18,2019302.0,17051344000.0,1.18,2.99,11.36,36.61,26.42,-26.9,0.2,0.14,-0.35,-0.35,-2.79,-0.38,59.86,45.36,40.01,3.51,1.27,1.45,1.64,2.25,2.27,3.75,3.66,3.93,4.95,4.43,-1493749.42,-4520981.75,-355769976.0,-932622031.0,4.97,4.48,4.03,4.83,5.97,0.28,2.39,2.14,57.51,17.7,0.17,29.46,2.18,0.01,-2.36,-0.56,-2.44,0.27,0.97,7.84,61.5,0.49,1.41,0.78,3.44,11.84,3.52
stock102398,13.94,1.16,1.05,0.02,0.22,-0.02,0.8,0.05,59.23,5.19,59.08,-51.09,-26.03,-123.71,10.81,2.92,6.23,5.39,8.91,-0.81,-5.54,-1.5,-1.56,-1.93,-3.62,1.22,1.14,-4.39,7.38,3033237.47,14017925400.0,2.16,1.29,-8.35,21.53,-4.06,-45.05,-0.19,-0.07,-0.4,-0.24,0.14,-0.25,56.2,49.79,46.43,3.17,1.22,1.35,1.46,5.11,5.11,2.84,3.69,4.36,5.4,4.43,-213013.91,-826037.11,85015377.67,190933111.0,0.52,0.63,0.57,0.76,0.71,-0.09,1.53,1.15,53.08,15.26,1.85,0.65,9.47,0.19,0.17,1.66,0.11,-0.47,1.2,7.7,59.31,0.07,0.74,0.58,3.73,13.95,0.55
stock100819,12.7,1.2,1.07,-0.02,0.33,-0.03,0.05,-0.05,-2.16,-5327.18,-7.06,-5327.18,-7.06,-214.96,-7.6,-49.18,62.92,-6.21,7.13,1.13,-7.74,-50.1,25.23,-6.33,-25.95,1.24,1.18,5.16,8.29,252029.6,1433070470.0,1.76,2.62,-5.44,55.45,67.11,3.25,0.27,0.18,-0.23,-0.36,-2.29,-0.34,45.41,38.0,35.28,4.06,1.35,1.77,1.98,2.78,2.78,3.93,4.65,4.66,6.08,5.19,-364921.54,-4947324.81,-2913754.82,-1573613230.0,8.37,11.33,10.03,8.04,6.82,-0.9,4.31,3.59,19.32,32.52,0.13,5.3,1.26,0.0,-3.15,0.52,-2.48,0.43,1.51,10.49,110.11,0.73,0.46,1.09,4.24,18.0,5.35
