code,close,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87
stock102419,15.88,1.12,1.04,0.02,0.45,-0.08,0.49,0.05,9.66,24.4,2.98,24.4,2.98,-613.08,5.0,4.63,15.16,2.52,23.83,-3.58,0.86,0.55,2.12,0.16,4.61,1.28,1.23,-0.39,7.92,503086.26,4606046490.0,1.09,5.51,29.0,32.33,-3.11,19.45,-0.02,0.04,-0.35,-0.4,-4.94,-0.29,38.2,31.5,32.65,3.67,1.35,1.61,1.97,3.08,3.17,4.22,4.37,5.74,6.45,4.92,-517346.42,-1097661.17,14588309.45,121712714.0,5.27,4.3,4.54,4.71,3.31,-0.1,2.18,0.94,49.46,41.83,0.54,26.21,1.07,-0.03,-0.61,-0.12,-0.24,0.2,1.2,8.35,69.76,0.7,0.6,0.77,3.76,14.12,2.22
stock101688,9.7,1.16,1.05,0.02,0.34,0.01,0.36,0.05,6.69,19.67,29.54,-51.25,-47.23,-84.57,6.01,5.81,10.52,4.29,17.23,0.3,-0.5,0.63,-1.02,0.19,0.03,1.11,1.1,-2.12,7.87,678878.75,3356630100.0,2.02,1.93,25.32,12.27,-12.85,-31.64,-0.1,0.0,-0.39,-0.36,-3.77,-0.45,51.64,37.92,35.0,3.95,1.33,1.47,1.74,2.82,4.92,4.33,4.84,5.45,5.67,4.81,-393818.39,-582156.37,64320997.22,161483013.0,2.89,2.31,2.28,3.2,3.06,-0.12,3.23,2.38,20.65,30.65,0.74,0.36,3.49,-0.05,1.48,0.84,1.32,0.06,1.18,9.21,84.91,0.55,0.75,1.01,3.89,15.14,2.17
stock103528,36.54,1.04,1.01,0.0,0.07,0.0,0.02,0.0,18.66,-48.16,0.92,-67.6,-36.92,-50.72,1.82,5.68,53.47,1.68,56.42,0.6,-1.73,-7.32,-0.75,-1.72,-5.82,1.01,1.0,1.49,8.74,242042.43,358379927.0,6.75,13.59,35.18,77.55,19.72,-11.25,0.08,0.23,-0.3,-0.72,-5.83,-0.55,42.24,33.13,33.21,4.79,1.47,2.16,2.22,4.67,4.67,5.51,5.68,6.3,6.47,5.45,-288368.39,-10301086.58,-63330262.47,-2032012810.0,4.93,3.82,3.51,3.61,3.58,-0.84,16.43,13.07,7.81,20.82,0.3,3.21,0.88,0.03,-3.16,0.17,-2.4,0.85,0.99,10.23,104.74,1.27,3.06,0.81,4.48,20.03,4.78
stock100469,10.46,1.12,1.04,-0.03,0.38,0.13,2.06,0.07,-7.35,-303.8,-9.7,-301.76,-10.61,80.26,-6.93,-1.26,5.11,-1.35,4.24,-5.06,-9.99,-1.84,1.66,-2.04,0.18,1.16,1.13,-0.76,6.81,1206652.66,25895221400.0,0.47,1.56,34.1,31.24,-10.98,-22.58,-0.03,-0.06,-0.13,1.85,14.29,0.76,94.46,87.43,79.76,2.97,1.36,1.54,1.81,2.89,2.89,4.1,4.34,4.97,5.29,4.21,-256475.34,-442705.05,-22074645.64,-4534377.46,1.31,0.97,0.99,1.44,1.6,0.1,0.59,0.47,72.25,40.35,1.07,3.91,15.1,-0.13,-0.05,-0.89,-0.06,-0.31,1.31,7.67,58.86,0.24,-0.78,1.14,3.48,12.11,1.17
stock103611,9.8,1.03,1.01,-0.03,0.61,0.07,1.13,0.06,0.77,-216.84,-5.84,-216.84,-5.84,60.67,-4.81,-2.61,10.6,-2.49,9.16,-2.5,-8.69,-4.85,-1.21,-4.73,-6.26,1.08,1.09,-4.01,6.73,665600.94,7833019810.0,0.85,1.89,30.49,27.77,-15.44,-22.56,-0.16,-0.11,-0.22,0.26,1.47,0.05,69.12,61.7,59.61,3.08,1.35,1.57,1.88,3.32,3.32,3.98,4.23,4.92,5.35,4.07,-706152.58,-1284334.74,-82530838.1,-68371935.92,5.31,4.12,4.01,5.17,4.42,0.07,0.94,0.65,43.98,50.09,0.95,3.57,7.09,-0.04,-0.15,0.65,-0.05,-0.75,1.25,8.54,72.95,-0.23,-0.61,1.07,3.43,11.75,3.49
stock101312,8.65,1.15,1.05,-0.02,0.35,0.02,0.23,0.0,-0.0,-736.59,47.32,-589.07,13.18,162.46,-5.83,-8.89,13.04,-3.65,7.16,-1.16,-7.17,-10.28,2.27,-4.34,-3.46,1.28,1.21,-0.39,7.8,553600.0,4382030410.0,1.26,0.0,40.19,45.13,1.65,-22.56,-0.02,0.05,0.01,-0.04,0.07,-0.36,57.97,51.92,53.35,3.65,1.43,1.82,1.96,3.51,3.51,4.42,4.78,5.4,5.91,4.83,-172000.22,-515902.21,-55308441.63,-62850435.08,1.34,1.27,1.37,1.79,1.59,0.14,1.47,1.32,41.8,37.34,0.41,5.52,5.07,-0.08,0.46,0.13,0.54,0.15,1.31,9.34,87.16,0.69,0.52,1.13,3.78,14.26,1.18
stock101761,15.58,0.99,1.0,0.01,0.11,0.03,0.09,0.03,23.09,114.78,256.55,90.87,216.85,81.82,10.03,12.29,10.26,4.94,25.75,2.36,-6.62,5.25,-7.79,1.84,-0.05,0.95,0.95,1.12,6.96,472696.67,1654012330.0,2.86,7.61,74.66,74.66,74.66,35.19,0.05,0.12,-0.44,-0.14,-0.88,-0.12,56.81,49.6,47.24,3.96,1.63,1.63,1.63,4.23,4.23,5.17,5.17,5.17,7.06,4.49,-404504.11,-404504.11,-337596880.0,-337596880.0,14.74,14.74,14.74,10.22,9.2,0.23,1.88,0.44,53.06,10.68,0.4,16.58,0.55,-0.04,0.43,-0.19,0.16,0.69,0.89,9.16,83.86,1.38,0.22,1.14,3.68,13.56,8.18
stock100731,9.38,0.89,0.96,0.02,0.28,0.08,0.12,0.03,85.62,-20.34,8.53,-18.93,10.44,215.5,8.68,20.59,23.84,3.4,33.15,3.49,-3.14,-27.38,11.81,-4.13,-18.77,1.1,1.01,3.24,7.12,1893546.23,17051344000.0,1.11,2.99,23.1,20.88,1.96,-16.92,0.14,0.13,-0.35,-0.35,-2.79,-0.38,59.86,45.36,40.01,3.45,1.24,1.43,1.6,2.27,2.27,3.48,3.99,4.98,4.91,4.38,-1201093.1,-2357513.79,-90168407.58,-159491202.0,4.32,3.64,4.3,5.39,5.88,0.28,2.39,2.14,57.51,17.7,0.17,29.46,2.18,0.01,-2.36,-0.56,-2.44,0.25,0.95,7.71,59.38,0.44,1.53,0.84,3.38,11.39,3.33
stock102398,15.35,1.16,1.05,0.02,0.2,-0.02,0.73,0.05,59.23,5.19,59.08,-51.09,-26.03,-123.71,10.81,2.92,6.23,5.39,8.91,-0.81,-5.54,-1.5,-1.56,-1.93,-3.62,1.19,1.14,-5.05,7.23,3105992.07,14017925400.0,2.22,1.29,17.27,9.25,-6.57,-16.24,-0.22,-0.04,-0.4,-0.24,0.14,-0.25,56.2,49.79,46.43,3.18,1.3,1.46,1.6,5.11,5.11,3.73,4.49,5.25,5.5,4.39,-431107.37,-661622.71,50652184.87,177489603.0,0.83,0.63,0.67,0.99,0.75,-0.09,1.53,1.15,53.08,15.26,1.85,0.65,9.47,0.19,0.17,1.66,0.11,-0.22,1.18,7.86,61.75,0.27,0.67,0.57,3.71,13.75,0.59
stock100819,13.5,1.2,1.07,-0.02,0.31,-0.03,0.05,-0.05,-2.16,-5327.18,-7.06,-5327.18,-7.06,-214.96,-7.6,-49.18,62.92,-6.21,7.13,1.13,-7.74,-50.1,25.23,-6.33,-25.95,1.19,1.17,2.77,8.04,267905.47,1433070470.0,1.87,2.62,43.92,62.65,21.95,20.75,0.14,0.18,-0.23,-0.36,-2.29,-0.34,45.41,38.0,35.28,4.0,1.53,1.9,1.97,2.78,2.78,4.67,4.84,5.36,6.42,5.05,-1214151.05,-4378260.77,-535359226.0,-1788904590.0,14.22,11.41,9.21,7.98,6.36,-0.9,4.31,3.59,19.32,32.52,0.13,5.3,1.26,0.0,-3.15,0.52,-2.48,0.89,1.42,10.47,109.65,1.12,0.51,1.04,4.18,17.46,5.06
stock101648,49.87,1.01,1.0,0.03,0.09,0.01,0.82,0.06,41.41,11.91,33.91,11.91,33.91,-65.42,30.15,3.13,3.81,6.1,9.53,0.38,-5.93,-0.82,-0.98,-1.07,-1.88,0.95,0.94,-0.78,6.63,1023550.52,3958440810.0,2.59,14.97,24.36,28.2,-8.16,24.89,-0.03,-0.05,-0.2,-1.42,-1.8,-0.17,52.53,43.23,38.73,3.29,1.26,1.57,1.72,2.12,2.33,3.87,4.11,4.79,5.22,4.09,-395581.79,-978098.72,68351863.14,171621725.0,2.45,2.09,2.18,3.83,3.6,0.12,1.28,0.98,71.78,5.31,1.95,1.02,9.89,0.14,-0.01,1.36,-0.0,-0.03,0.68,6.42,41.24,0.25,1.55,0.2,3.35,11.21,2.67
stock100146,21.19,0.98,0.99,0.01,0.2,0.02,0.08,0.02,3.19,-28.39,1.2,-28.39,1.2,24.17,4.1,9.82,47.49,3.17,58.84,2.54,-1.69,-4.33,1.42,-1.57,-0.96,0.96,0.94,3.42,7.68,431420.48,2284556710.0,1.89,8.3,62.25,64.77,27.27,18.51,0.17,0.05,-0.47,-0.53,-4.45,-0.5,37.06,33.1,34.44,4.16,1.68,2.13,2.13,2.47,2.47,4.89,5.06,5.39,6.33,4.83,-1015001.09,-6101411.93,-756834094.0,-3638957010.0,4.83,3.85,3.95,5.22,4.32,0.29,2.72,2.25,18.88,27.67,0.32,3.58,1.84,-0.01,-3.06,-0.49,-2.82,0.42,0.63,9.27,85.92,0.6,0.91,0.68,3.66,13.37,3.14
stock103504,31.88,0.95,0.98,0.01,0.06,-0.01,0.06,0.02,25.88,88.51,14.53,-5.74,-42.74,29.74,14.13,14.51,13.54,7.76,29.89,-0.7,5.54,4.82,-1.18,1.98,3.22,0.91,0.88,6.59,8.05,819818.56,1624932030.0,5.05,3.02,61.01,38.61,20.08,36.53,0.34,0.21,-0.05,-0.35,-1.85,-0.23,43.45,40.8,40.9,4.73,1.63,1.92,1.92,6.44,6.44,5.1,5.8,5.97,6.86,5.2,-2881421.01,-5284723.45,-1701916930.0,-2080860080.0,8.58,7.48,7.42,6.67,4.7,-0.08,1.64,1.12,50.46,5.27,0.53,0.0,1.42,-0.06,-0.8,-0.19,-0.44,0.69,0.97,10.36,107.43,1.2,3.64,0.72,4.13,17.03,3.02
stock101659,13.83,1.17,1.06,-0.0,0.2,0.02,0.4,0.02,6.05,-113.88,-12.03,-113.88,-12.03,260.5,-1.19,-0.59,18.17,-0.47,18.46,-7.93,-8.72,-5.08,1.89,-4.22,-3.43,1.31,1.28,-0.25,8.24,408775.25,2393608640.0,1.71,1.44,38.99,25.96,-1.71,-3.56,-0.01,0.11,-0.61,-5.2,-25.64,-1.31,6.85,11.33,18.04,3.71,1.44,1.64,1.91,2.84,2.91,3.43,4.72,5.61,5.8,5.12,-401922.85,-686653.95,-19356472.11,9057514.26,4.3,3.93,3.79,3.83,4.16,0.02,1.1,0.83,58.97,36.06,0.8,5.33,4.78,-0.04,-0.19,0.32,-0.14,0.24,1.44,9.61,92.37,0.87,1.26,0.97,3.74,13.96,3.17
stock102566,15.59,1.19,1.06,0.02,0.19,-0.01,0.0,0.04,-24.69,1613.18,5.86,1613.18,5.86,-586.11,10.66,554.43,73.86,10.49,-21.35,-0.35,10.0,530.06,20.63,9.89,-19.12,1.17,1.15,-0.25,7.85,368061.19,759397907.0,4.85,20.35,34.4,40.07,7.0,-3.57,-0.01,0.09,0.05,-0.6,-8.4,-0.52,30.35,26.69,29.53,3.84,1.38,1.71,1.85,3.17,3.38,3.85,4.55,5.64,6.17,4.87,-202380.53,-552033.28,16049262.01,59188397.08,2.67,2.5,2.9,3.38,2.66,-1.43,23.13,22.66,6.07,2.77,0.02,3.87,2.19,-0.01,11.99,0.24,12.29,0.47,1.11,8.73,76.25,0.94,0.42,1.13,3.76,14.12,1.9
stock101493,26.91,1.02,1.01,0.02,0.16,0.0,0.08,0.04,25.64,40.54,7.54,-29.77,-46.26,-59.87,14.14,26.96,17.15,9.37,46.56,0.2,3.32,2.86,1.45,2.23,-1.6,1.11,1.06,2.43,8.17,862014.73,4172426710.0,2.07,16.14,20.94,43.6,2.55,-37.86,0.12,0.11,0.11,-0.39,-3.56,-0.4,48.05,40.47,38.46,4.33,1.25,1.77,1.99,6.4,6.4,5.03,5.66,6.35,6.2,5.13,-882799.99,-3756237.08,-279183440.0,-1213529180.0,6.82,6.22,5.78,5.13,4.02,0.01,2.63,1.78,32.0,9.11,0.35,1.42,0.7,0.05,0.05,0.11,0.02,0.37,1.1,8.99,80.85,0.83,1.15,1.02,4.01,16.04,3.09
stock103189,49.48,1.06,1.02,0.01,0.15,0.01,0.11,0.03,54.85,29.64,54.49,15.81,38.0,-33.12,9.12,12.83,36.64,5.75,51.77,0.46,-1.75,-2.49,-8.48,-5.66,-12.3,0.97,0.99,-0.6,7.28,130305.58,1420743150.0,0.92,1.82,42.43,77.03,21.01,21.01,-0.03,0.13,-0.43,-0.51,-3.1,-0.46,51.26,38.5,37.31,4.07,1.48,2.03,2.11,2.11,2.11,4.9,5.3,6.21,6.21,4.59,-178838.49,-2012737.61,-30397737.62,-276244482.0,7.34,6.29,8.58,8.58,8.54,0.03,1.3,0.96,45.36,39.39,0.45,10.94,2.13,-0.3,-5.79,-0.93,-5.22,0.19,0.18,4.22,17.81,0.32,0.21,0.03,4.22,17.81,8.98
