code,close,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87
stock102808,13.13,1.06,1.02,-0.03,0.18,0.03,0.4,0.01,56.28,-642.04,-14.14,-516.95,-33.96,153.43,-14.88,-6.66,12.02,-5.77,5.95,-1.03,-17.24,-8.58,2.31,-6.97,-6.53,0.46,0.7,14.96,3.54,536856.44,2776291580.0,1.93,1.42,53.57,97.44,148.67,151.53,0.37,0.1,-0.08,-0.02,1.09,-0.26,69.68,59.12,54.73,2.36,1.59,1.99,2.54,2.74,3.82,3.48,3.71,3.55,3.13,2.44,-805002.33,-61982724.45,-115972156.0,-12980388900.0,5.4,4.99,4.58,3.59,2.92,0.14,0.69,0.58,61.68,70.83,0.87,20.25,14.97,0.24,-0.42,5.42,-0.32,0.54,0.62,5.23,27.38,0.91,0.44,1.09,2.6,6.77,2.24
stock102419,14.07,1.12,1.04,0.02,0.51,-0.05,0.5,0.06,-9.81,9.88,2.52,9.88,2.52,31.22,4.53,4.61,14.27,2.55,21.01,-1.99,0.3,0.82,1.65,-0.17,2.69,0.68,0.62,-0.06,3.27,445744.56,4476543260.0,1.0,5.79,27.68,44.75,47.95,50.32,-0.0,0.11,-0.35,-0.4,-4.94,-0.29,38.2,31.5,32.65,1.87,1.31,1.48,1.6,1.6,1.96,2.81,2.3,2.27,2.3,2.09,-180363.88,-395175.74,-76173480.5,-184493938.0,2.5,2.13,1.65,1.66,1.4,-0.19,3.06,1.0,47.65,19.33,0.55,23.86,1.0,-0.17,-0.31,-0.81,-0.44,0.5,0.5,3.87,15.01,0.8,0.33,0.57,1.94,3.77,1.15
stock101688,29.59,1.16,1.05,0.01,0.24,0.03,0.24,0.04,-4.62,-21.83,27.94,-30.12,14.37,342.07,4.52,4.49,10.49,3.26,15.41,2.86,-2.88,-0.99,0.87,-1.7,-1.54,0.52,0.74,6.38,4.57,941331.88,3992055710.0,2.36,1.98,50.28,60.64,55.82,90.9,0.19,0.18,-0.39,-0.36,-3.77,-0.45,51.64,37.92,35.0,2.88,1.51,1.62,1.67,2.07,2.59,3.44,3.2,2.93,3.35,2.97,-977974.73,-1672752.98,-322610627.0,-504501251.0,3.92,2.88,2.24,2.36,2.01,0.24,2.06,1.55,35.27,26.13,0.73,0.36,3.02,-0.18,0.26,-0.77,0.42,0.76,0.81,6.37,40.57,1.24,1.46,0.81,2.88,8.31,1.53
stock103528,69.2,1.04,1.01,0.0,0.06,0.0,0.02,0.0,5.02,-56.06,0.22,-66.2,-22.91,-68.16,2.24,8.14,55.34,2.11,58.83,0.44,-2.87,-11.31,5.26,-2.72,-4.4,0.19,0.54,16.29,5.16,193631.12,360414159.0,5.37,17.64,51.09,125.48,183.84,126.51,0.57,0.32,-0.3,-0.72,-5.83,-0.55,42.24,33.13,33.21,3.5,1.65,2.42,3.09,3.44,4.59,4.67,4.59,3.96,4.18,3.51,-531027.52,1013537.88,-135048457.0,245244784.0,6.77,6.65,6.22,6.27,6.68,0.18,15.38,12.61,7.91,20.02,0.26,2.97,0.82,0.01,-7.65,-0.03,-6.64,1.41,0.46,7.87,61.88,1.68,4.29,0.36,3.38,11.4,7.04
stock100469,13.29,1.12,1.04,-0.02,0.33,0.12,1.83,0.05,-8.74,-182.61,-8.18,-182.61,-8.18,902.72,-7.01,-1.26,4.1,-1.4,4.13,-5.33,-14.81,-2.65,2.4,-3.29,1.66,0.59,0.71,3.84,3.97,1533117.95,26732500700.0,0.57,3.26,28.28,38.73,57.84,62.27,0.1,0.0,-0.13,1.85,14.29,0.76,94.46,87.43,79.76,2.43,1.37,1.48,1.68,2.02,2.3,2.62,2.51,2.47,2.68,2.57,-586810.36,-1060362.02,26669254.22,150582841.0,2.14,1.76,1.65,1.65,1.22,0.1,0.65,0.57,73.76,41.53,1.11,5.21,17.13,-0.25,-0.01,0.91,0.02,0.15,0.59,5.31,28.19,0.5,0.18,1.08,2.61,6.83,0.89
stock103611,13.21,1.03,1.01,0.02,0.48,0.03,0.83,0.08,10.7,-65.35,0.14,-65.35,0.14,-79.32,3.88,2.25,11.8,2.24,15.43,1.82,-7.33,-4.93,-0.5,-4.54,-5.76,0.58,0.75,-6.62,3.73,897202.9,7766372920.0,1.16,1.48,12.71,20.97,25.93,26.9,-0.15,-0.09,-0.22,0.26,1.47,0.05,69.12,61.7,59.61,2.12,1.16,1.24,1.34,1.44,1.67,1.81,1.68,1.96,1.96,2.27,-467342.65,-845088.0,-67486591.99,-109747829.0,4.75,4.02,3.6,3.17,2.84,0.04,1.09,0.7,39.35,48.83,1.0,5.72,6.45,0.05,-0.21,0.18,-0.18,-0.41,0.81,6.13,37.61,0.07,-1.11,1.07,2.72,7.39,2.72
stock101312,11.75,1.15,1.05,-0.01,0.22,-0.03,0.23,0.01,0.37,-193.02,-6.02,-193.02,-6.02,-215.36,-4.47,-4.35,11.88,-2.15,8.65,3.24,-8.99,-9.04,4.27,-4.95,-4.45,0.55,0.68,10.32,3.75,752000.0,3756802630.0,2.0,2.21,69.55,87.4,105.78,101.89,0.26,0.16,0.01,-0.04,0.07,-0.36,57.97,51.92,53.35,2.4,1.74,1.91,2.11,2.22,2.87,3.89,3.58,3.21,3.12,2.52,-884581.69,-3410265.71,-177926995.0,-266155674.0,2.55,2.08,1.58,1.34,0.98,-0.13,0.94,0.73,55.93,35.61,0.49,7.73,5.12,-0.1,-0.45,-1.43,-0.48,0.95,0.43,5.08,25.78,1.2,0.54,0.94,2.44,5.95,0.84
stock101761,33.75,0.99,1.0,0.01,0.05,0.02,0.15,0.03,49.45,20.79,21.17,20.79,21.17,237.21,17.41,6.53,13.67,3.14,21.0,2.19,-0.05,-1.55,-7.41,-0.21,-4.39,0.48,0.73,5.47,4.53,402747.37,1500502080.0,2.68,0.45,36.03,43.92,49.93,49.14,0.16,0.04,-0.44,-0.14,-0.88,-0.12,56.81,49.6,47.24,2.84,1.36,1.44,1.49,1.59,2.41,2.98,2.66,2.73,3.25,2.92,-787588.68,-1304652.24,-335527752.0,-423537852.0,11.16,9.04,8.38,7.98,6.76,0.09,0.97,0.17,84.07,12.05,0.48,15.56,0.79,0.07,-0.48,0.13,-0.33,0.35,0.65,6.87,47.19,0.73,0.78,0.78,3.02,9.1,6.02
stock100731,13.2,0.89,0.96,0.01,0.22,-0.03,0.05,0.02,71.77,26.97,32.05,-56.93,-55.21,81.21,6.11,29.29,21.47,3.41,34.65,-2.17,1.6,-5.29,6.33,-1.58,-16.64,0.45,0.48,10.93,3.85,2664643.21,18488221700.0,1.44,3.68,27.05,70.76,72.1,60.0,0.28,0.25,-0.35,-0.35,-2.79,-0.38,59.86,45.36,40.01,2.51,1.34,1.76,1.83,1.86,3.49,3.0,3.46,3.49,2.98,2.55,-4346998.92,-26675940.05,-2175113200.0,-18855779300.0,9.47,9.23,7.82,5.6,3.31,-0.3,2.68,2.5,49.64,26.85,0.12,31.16,2.29,-0.03,-1.42,0.46,-1.47,1.07,0.4,6.24,38.89,1.22,2.13,0.67,2.66,7.09,1.78
stock102398,42.81,1.16,1.05,0.02,0.14,0.02,0.34,0.03,11.22,24.31,66.43,15.6,54.77,-32.47,11.09,4.42,8.19,6.74,13.03,1.37,-3.76,0.47,0.57,-0.05,1.11,0.46,0.69,6.27,4.27,4331189.59,12333574400.0,3.51,30.0,21.03,10.31,32.21,38.45,0.17,0.15,-0.4,-0.24,0.14,-0.25,56.2,49.79,46.43,2.69,1.22,1.23,1.39,1.56,2.06,2.95,3.29,3.19,2.72,2.77,-430334.59,-575484.67,-125233189.0,-53009161.61,0.81,0.65,0.51,0.39,0.4,0.16,1.65,1.34,48.71,15.29,1.53,0.49,8.02,-0.19,0.1,0.38,0.12,0.64,0.38,5.86,34.34,0.86,1.68,0.34,3.07,9.4,0.49
