code,close,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87
stock102808,6.49,1.06,1.02,-0.04,0.38,-0.0,0.75,0.0,35.39,-350.26,-10.7,-292.51,-31.3,-102.76,-10.41,-5.21,9.68,-4.19,4.9,0.04,-14.12,-8.03,-0.11,-6.15,-8.18,0.55,0.73,2.5,3.23,265361.64,2800965860.0,0.95,0.0,24.81,12.67,25.29,61.44,0.05,0.01,-0.08,-0.02,1.09,-0.26,69.68,59.12,54.73,1.9,1.37,1.45,1.45,1.79,2.05,2.9,3.11,2.81,2.34,2.04,-235587.91,-361236.08,14663672.12,133304453.0,3.91,3.37,3.14,3.23,2.54,0.04,0.86,0.72,60.39,69.35,0.8,25.37,13.3,0.11,-0.38,0.03,-0.35,0.06,0.68,5.18,26.81,0.2,-0.27,0.88,2.51,6.3,2.08
stock102419,9.76,1.12,1.04,0.03,0.72,-0.02,0.73,0.07,-7.61,0.77,2.47,0.77,2.47,70.49,4.14,4.08,13.03,2.35,19.22,-0.62,-0.07,0.34,-0.24,-0.35,0.21,0.66,0.6,-1.21,3.46,309201.63,4273932290.0,0.72,1.89,-1.41,-7.31,-0.31,10.91,-0.03,0.07,-0.35,-0.4,-4.94,-0.29,38.2,31.5,32.65,1.95,1.14,1.21,1.21,1.29,1.48,2.11,2.08,2.22,2.07,2.15,-36098.06,-103744.03,23023398.54,76010705.58,0.99,1.31,1.44,1.56,1.35,0.09,2.79,1.18,46.09,18.6,0.58,20.61,1.19,-0.15,-0.07,-0.75,-0.18,0.31,0.52,3.65,13.29,0.42,0.01,0.48,1.84,3.39,1.05
stock101688,18.78,1.16,1.05,0.02,0.3,0.02,0.38,0.05,-3.95,-2.93,2.83,-3.78,1.93,55.56,6.5,5.18,11.54,4.1,17.21,0.94,-0.39,0.05,4.46,-0.21,2.85,0.55,0.77,2.27,4.66,597438.75,3278459410.0,1.82,19.32,-3.69,-14.48,9.12,43.8,0.07,0.11,-0.39,-0.36,-3.77,-0.45,51.64,37.92,35.0,2.83,1.11,1.2,1.47,1.84,2.06,2.02,2.98,3.62,3.02,2.93,-91440.41,-344068.87,38264011.87,125762444.0,1.35,2.13,2.54,2.02,1.72,0.16,1.75,1.06,37.69,31.48,0.79,0.0,2.64,-0.05,0.16,-0.74,0.08,0.51,0.87,6.27,39.28,0.7,1.26,0.74,2.83,7.98,1.47
stock103528,29.9,1.04,1.01,0.0,0.13,0.0,0.03,0.0,-6.57,-53.28,1.54,-64.06,-21.9,-31.33,3.55,13.0,54.22,3.4,62.24,0.4,-4.17,-12.99,11.61,-3.81,-3.04,0.28,0.6,7.77,5.01,83664.31,341476194.0,2.45,2.58,30.0,2.82,-10.85,65.74,0.25,0.16,-0.3,-0.72,-5.83,-0.55,42.24,33.13,33.21,3.19,1.41,1.41,1.61,2.02,2.32,2.82,3.62,3.85,3.57,3.22,-104311.6,-130578.6,41141224.41,90991000.44,5.51,4.89,5.34,6.81,6.83,-1.11,19.6,15.47,4.13,20.95,0.26,0.37,0.71,-0.02,-10.86,-0.16,-9.65,0.72,0.45,7.16,51.21,0.82,3.8,0.23,3.17,10.03,6.84
stock100469,9.3,1.12,1.04,0.02,0.53,0.09,2.83,0.08,-0.9,-13.9,6.78,-13.9,6.78,390.19,3.07,0.57,3.44,0.69,4.05,5.67,-0.74,-0.09,1.71,-0.21,2.39,0.62,0.73,0.41,4.36,1072836.49,26704323700.0,0.4,0.2,2.99,16.83,26.02,33.81,0.01,-0.06,-0.13,1.85,14.29,0.76,94.46,87.43,79.76,2.58,1.24,1.42,1.45,1.49,1.7,2.67,2.94,2.58,2.53,2.71,-257402.15,-815676.66,120885459.0,183549098.0,1.58,1.84,1.7,1.41,1.07,0.1,0.64,0.53,71.0,42.05,1.2,5.32,15.98,-0.16,-0.06,4.16,0.03,-0.29,0.55,5.08,25.79,-0.18,1.09,1.11,2.65,7.02,0.79
stock103611,10.84,1.03,1.01,0.02,0.59,0.04,1.02,0.08,10.7,-65.35,0.14,-65.35,0.14,-79.32,3.88,2.25,11.8,2.24,15.43,1.82,-7.33,-4.93,-0.5,-4.54,-5.76,0.65,0.78,-3.36,4.15,736236.14,7766372920.0,0.95,1.48,4.43,-0.09,6.38,17.83,-0.09,-0.01,-0.22,0.26,1.47,0.05,69.12,61.7,59.61,2.37,1.15,1.15,1.21,1.27,1.74,2.48,2.49,2.18,2.24,2.53,-305600.15,-559417.15,78680984.65,151971242.0,3.28,3.47,3.11,3.04,2.85,0.04,1.09,0.7,39.35,48.83,1.0,5.72,6.45,0.05,-0.21,0.18,-0.18,-0.22,0.82,6.52,42.47,-0.04,-1.01,1.12,2.89,8.33,2.56
stock101312,6.06,1.15,1.05,0.01,0.45,-0.05,0.43,0.02,-0.01,-76.55,-0.5,-76.55,-0.5,-214.69,1.35,1.4,10.76,0.69,10.62,-9.12,-4.37,-4.55,3.08,-2.87,-3.96,0.61,0.68,2.78,3.87,387840.0,3668240360.0,1.06,1.4,3.41,-2.73,1.85,32.6,0.07,0.06,0.01,-0.04,0.07,-0.36,57.97,51.92,53.35,2.3,1.17,1.17,1.27,1.56,1.73,2.13,2.55,2.58,2.57,2.45,-38532.69,-76037.83,-3305501.61,30804185.94,0.76,0.86,0.92,1.05,0.9,-0.11,1.01,0.78,52.8,25.55,0.49,6.9,4.94,-0.11,-0.61,-1.35,-0.64,0.34,0.38,4.13,17.04,0.42,-0.06,0.74,2.26,5.11,0.73
stock101761,24.93,0.99,1.0,0.01,0.07,0.03,0.16,0.03,43.12,385.2,20.04,385.2,20.04,135.93,16.65,7.05,18.05,3.09,25.8,2.48,23.66,10.58,-8.94,4.42,8.26,0.52,0.72,0.66,4.59,297496.05,1194811520.0,2.49,0.42,3.88,5.1,5.64,14.1,0.02,0.08,-0.44,-0.14,-0.88,-0.12,56.81,49.6,47.24,2.76,1.21,1.28,1.28,1.54,2.09,2.61,3.63,3.22,3.18,2.85,-322921.71,-659410.98,-9569249.78,-27530503.09,7.29,7.33,6.48,8.51,6.06,0.09,1.46,0.28,81.77,13.22,0.44,40.52,0.74,0.06,-4.61,0.21,-1.32,0.21,0.72,7.48,55.96,0.37,0.64,0.73,3.12,9.76,5.76
stock100731,7.62,0.89,0.96,0.04,0.32,-0.09,0.08,0.03,114.36,197.3,13.39,-0.9,-62.2,67.62,11.82,47.97,12.03,7.53,51.93,-2.45,7.31,13.38,-3.11,2.54,0.63,0.71,0.55,-1.93,3.78,1538225.85,11128871900.0,1.38,6.71,-0.65,-0.65,-2.31,-0.39,-0.04,0.17,-0.35,-0.35,-2.79,-0.38,59.86,45.36,40.01,2.17,1.22,1.22,1.27,1.31,3.49,4.53,4.53,2.85,2.45,2.29,-366810.4,-366810.4,-101743959.0,-101743959.0,4.77,4.77,2.96,3.04,1.62,-1.12,4.75,4.59,41.46,14.16,0.16,27.02,2.73,0.01,0.64,0.91,0.62,0.67,0.55,5.22,27.24,0.66,1.96,0.62,2.48,6.13,1.01
stock102398,36.01,1.16,1.05,0.02,0.11,0.03,0.39,0.03,5.71,8.12,13.53,8.12,13.53,67.42,16.34,4.42,7.79,7.33,12.53,1.68,-0.82,0.1,-0.67,-0.36,-0.89,0.53,0.66,4.14,4.28,384586.8,9964847460.0,0.39,24.17,19.91,6.57,15.64,19.16,0.11,0.2,-0.4,-0.24,0.14,-0.25,56.2,49.79,46.43,2.62,1.25,1.28,1.33,1.34,1.96,2.65,2.53,2.42,2.32,2.72,-178225.12,-280409.37,-82138887.73,-65624235.4,2.93,2.72,2.81,2.83,3.67,0.15,1.36,1.04,58.51,11.13,1.66,0.43,7.81,-0.12,-0.22,0.73,-0.13,0.86,0.45,6.18,38.19,0.96,1.98,0.44,3.05,9.3,4.8
