code,close,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87
stock102808,6.19,1.06,1.02,-0.09,0.6,0.07,1.06,0.02,25.37,-67.46,58.66,-67.46,58.66,18.25,-15.71,-8.89,14.1,-6.81,7.91,-0.73,-0.83,-2.23,2.08,-1.04,1.96,1.23,1.0,-4.65,9.63,280567.76,5009956020.0,0.56,0.61,2.65,5.45,-33.01,-8.02,-0.26,-0.05,-0.14,0.06,1.79,-0.19,70.99,59.92,55.14,4.67,1.2,1.29,1.85,1.85,3.54,2.63,3.27,4.27,4.5,5.66,-87934.62,-212995.96,29341568.45,66015075.02,2.89,2.76,3.38,3.92,6.28,0.07,0.4,0.32,66.31,78.88,0.77,14.31,16.64,-0.1,-0.29,1.67,-0.26,-0.29,1.31,10.37,107.59,0.57,0.02,1.48,4.0,15.96,4.0
stock102419,13.45,1.12,1.04,0.03,0.54,-0.1,0.58,0.05,9.66,24.4,2.98,24.4,2.98,-613.08,5.0,4.63,15.16,2.52,23.83,-3.58,0.86,0.55,2.12,0.16,4.61,1.5,1.31,3.38,8.83,426102.66,4606046490.0,0.93,5.51,6.32,9.08,-30.71,12.84,0.18,-0.01,-0.33,-0.37,-4.01,-0.29,52.32,38.85,36.3,3.65,1.21,1.25,1.77,1.84,3.08,3.04,3.24,4.22,4.12,5.38,-76853.58,-158637.0,14301100.83,31508898.16,1.5,1.45,1.72,2.84,3.62,-0.1,2.18,0.94,49.46,41.83,0.54,26.21,1.07,-0.03,-0.61,-0.12,-0.24,-0.05,1.33,8.93,79.76,0.48,0.51,0.94,4.07,16.55,2.48
stock101688,7.51,1.16,1.05,0.03,0.44,0.01,0.46,0.05,6.69,19.67,29.54,-51.25,-47.23,-84.57,6.01,5.81,10.52,4.29,17.23,0.3,1.48,1.32,0.03,1.04,1.82,1.38,1.18,-0.12,8.38,588052.35,3356630100.0,1.75,1.93,19.59,15.18,-18.01,-0.92,-0.01,-0.05,-0.51,-0.3,-2.27,-0.39,56.95,40.91,36.55,3.52,1.41,1.41,1.71,1.82,6.11,4.3,4.01,4.48,4.05,4.98,-216712.95,-306226.25,-145941670.0,-143909555.0,2.01,1.59,1.75,2.02,2.68,-0.12,3.23,2.38,20.65,30.65,0.74,0.36,3.49,0.01,1.17,0.47,0.83,-0.06,1.16,9.22,84.92,0.4,0.66,1.17,4.06,16.52,2.16
stock103528,23.54,1.04,1.01,0.0,0.1,0.0,0.03,0.0,18.66,-48.16,0.92,-67.6,-36.92,-50.72,1.82,5.68,53.47,1.68,56.42,0.6,-1.73,-7.32,-0.75,-1.72,-5.82,1.27,1.06,-2.3,9.26,155929.9,358379927.0,4.35,13.59,7.93,-4.89,-44.09,3.93,-0.13,0.1,-0.38,-0.61,-3.59,-0.51,55.88,40.1,36.59,4.33,1.34,1.45,2.5,2.5,4.67,3.87,4.57,4.81,4.64,5.47,-91717.86,-186906.54,3072305.74,-51231538.14,3.78,3.62,3.26,3.67,3.42,-0.84,16.43,13.07,7.81,20.82,0.3,3.21,0.88,0.03,-3.16,0.17,-2.4,0.47,1.12,10.8,116.66,0.91,1.7,1.23,4.58,21.02,3.96
stock100469,10.97,1.12,1.04,-0.02,0.36,0.13,1.96,0.07,-7.35,-303.8,-9.7,-301.76,-10.61,80.26,-6.93,-1.26,5.11,-1.35,4.24,-5.06,0.09,-0.01,1.01,0.05,0.11,1.35,1.18,3.65,7.89,1265485.63,25895221400.0,0.49,1.56,-8.2,24.38,-7.43,51.1,0.18,0.01,-0.13,1.85,14.29,0.76,94.46,87.43,79.76,3.19,1.26,1.57,1.74,1.9,2.89,4.28,4.49,4.86,4.38,4.8,-267584.56,-1020444.57,-16536220.89,-197138142.0,1.33,1.17,0.98,1.08,1.4,0.1,0.59,0.47,72.25,40.35,1.07,3.91,15.1,-0.04,-0.06,-2.03,-0.1,0.13,1.23,7.94,63.05,0.62,-1.02,0.99,3.81,14.5,1.26
stock103611,7.77,1.03,1.01,-0.04,0.77,0.09,1.43,0.06,0.77,-216.84,-5.84,-216.84,-5.84,60.67,-4.81,-2.61,10.6,-2.49,9.16,-2.5,-8.69,-4.85,-1.21,-4.73,-6.26,1.3,1.13,-1.06,7.83,527726.46,7833019810.0,0.67,1.89,10.37,14.43,-25.86,10.21,-0.05,-0.18,-0.13,0.47,5.89,0.07,71.43,64.62,61.69,3.21,1.28,1.29,1.7,1.99,3.4,3.52,3.48,4.11,4.05,4.63,-191624.94,-305901.09,25754904.64,40469547.1,2.37,2.03,2.0,3.36,4.29,0.07,0.94,0.65,43.98,50.09,0.95,3.57,7.09,-0.04,-0.15,0.65,-0.05,-0.83,1.23,8.66,75.07,-0.34,-1.0,1.12,3.65,13.34,3.58
stock101312,10.63,1.15,1.05,-0.02,0.29,0.02,0.19,0.0,-0.0,-736.59,47.32,-589.07,13.18,162.46,-5.83,-8.89,13.04,-3.65,7.16,-1.16,-1.36,-4.54,1.16,-1.5,-1.49,1.48,1.25,5.41,8.46,680320.0,4382030410.0,1.55,0.0,20.93,49.3,4.63,92.22,0.28,0.1,-0.31,-0.04,-0.03,-0.34,46.44,47.27,51.12,3.56,1.4,1.63,1.7,2.13,3.51,3.77,3.67,4.47,4.14,5.19,-105226.68,-336730.1,-34399299.65,-63941117.02,0.83,0.75,0.89,1.16,1.57,0.14,1.47,1.32,41.8,37.34,0.41,5.52,5.07,-0.08,0.53,-0.06,0.59,0.39,1.32,9.73,94.65,0.91,1.02,1.28,4.01,16.11,1.24
stock101761,12.82,0.99,1.0,0.01,0.14,0.0,0.09,0.02,-19.31,80.96,233.1,-46.39,-1.33,-94.91,9.46,14.64,11.96,4.27,30.84,0.21,-7.95,8.11,-1.72,1.12,9.84,1.36,1.06,3.02,8.05,388958.37,2029927400.0,1.92,3.06,10.52,19.59,-18.65,43.72,0.15,0.05,-0.41,-0.06,0.85,-0.08,69.42,57.76,52.06,3.8,1.28,1.3,1.59,1.83,4.23,3.28,3.42,4.31,4.6,4.99,-294138.74,-613542.86,-11347403.31,-56948685.98,5.32,5.39,5.16,8.18,8.91,0.02,1.42,0.32,60.79,8.99,0.29,13.67,0.38,-0.19,0.45,-0.41,0.15,0.27,1.13,9.05,81.93,1.1,0.44,1.14,3.84,14.76,8.1
stock100731,7.58,0.89,0.96,0.05,0.49,0.06,0.16,0.05,190.5,182.84,86.52,96.33,29.47,221.43,9.26,28.52,16.37,5.61,39.78,1.34,3.15,-0.77,-5.11,2.2,5.13,1.21,1.13,0.28,7.32,1530595.38,28798623300.0,0.53,7.2,9.06,26.54,-18.93,1.07,0.01,0.05,-0.31,-0.31,-1.61,-0.35,63.82,47.89,41.47,3.03,1.24,1.38,1.65,1.89,2.62,2.48,3.52,4.12,3.74,4.32,-558338.64,-1358107.57,-21977872.82,-114676359.0,2.66,2.8,2.34,3.13,4.64,0.27,2.59,2.27,49.44,25.57,0.2,26.19,2.0,0.08,-0.08,-0.28,-0.23,-0.03,1.11,8.33,69.33,0.15,1.04,0.95,3.63,13.18,3.84
stock102398,9.94,1.16,1.05,0.04,0.32,0.04,1.26,0.05,71.74,8.52,10.54,-45.74,-44.73,-56.1,10.88,2.79,5.91,5.68,8.53,1.11,-0.2,-1.63,-2.28,-1.06,-4.5,1.41,1.21,-3.95,7.95,2162868.04,14473736300.0,1.49,2.65,5.86,5.19,-32.52,-15.12,-0.18,-0.11,-0.47,-0.1,1.94,-0.14,67.78,57.52,50.9,2.84,1.25,1.29,1.8,1.88,6.41,3.72,3.69,4.14,3.79,4.66,-85376.94,-172034.12,-16564435.69,13867586.95,0.3,0.29,0.29,0.43,0.7,0.12,1.58,1.14,51.68,15.06,2.03,1.06,9.73,0.51,-0.07,1.7,-0.2,-0.7,1.28,7.93,62.88,-0.19,0.01,0.78,3.82,14.57,0.53
