code,close,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87
stock102808,5.8,1.06,1.02,-0.1,0.64,0.07,1.13,0.02,25.37,-67.46,58.66,-67.46,58.66,18.25,-15.71,-8.89,14.1,-6.81,7.91,-0.73,-5.3,-3.68,4.42,-2.62,3.01,1.19,0.99,-4.64,9.72,262890.64,5009956020.0,0.52,0.61,-8.37,-28.83,-13.82,1.4,-0.27,-0.05,-0.08,-0.02,1.09,-0.26,69.68,59.12,54.73,4.86,1.26,1.51,1.85,1.85,3.54,3.79,4.62,4.95,5.01,5.76,-88816.99,-303900.9,32255075.11,104612550.0,3.15,3.11,4.32,4.39,6.55,0.07,0.4,0.32,66.31,78.88,0.77,14.31,16.64,-0.04,-0.46,3.33,-0.4,-0.33,1.28,10.33,106.61,0.4,0.02,1.48,3.99,15.88,3.99
stock102419,12.54,1.12,1.04,0.03,0.58,-0.1,0.62,0.05,9.66,24.4,2.98,24.4,2.98,-613.08,5.0,4.63,15.16,2.52,23.83,-3.58,0.86,0.55,2.12,0.16,4.61,1.49,1.31,2.4,8.81,397273.41,4606046490.0,0.86,5.51,-9.0,-22.5,-27.3,19.89,0.13,-0.01,-0.35,-0.4,-4.94,-0.29,38.2,31.5,32.65,3.67,1.25,1.4,1.84,2.04,3.08,4.19,4.68,4.47,4.46,5.37,-61481.62,-213770.61,37869708.86,71278973.23,1.45,1.68,2.08,3.08,3.64,-0.1,2.18,0.94,49.46,41.83,0.54,26.21,1.07,-0.03,-0.61,-0.12,-0.24,-0.13,1.31,8.94,79.84,0.3,0.51,0.94,4.08,16.67,2.5
stock101688,6.24,1.16,1.05,0.03,0.54,0.01,0.55,0.05,6.69,19.67,29.54,-51.25,-47.23,-84.57,6.01,5.81,10.52,4.29,17.23,0.3,-0.5,0.63,-1.02,0.19,0.03,1.35,1.17,-1.56,8.3,488608.07,3356630100.0,1.46,1.93,-4.88,-33.33,-28.69,-23.72,-0.08,-0.1,-0.39,-0.36,-3.77,-0.45,51.64,37.92,35.0,3.53,1.26,1.64,1.71,1.82,6.11,4.18,4.43,4.07,4.24,4.93,-72214.73,-289613.57,15611530.2,101178752.0,1.33,1.28,1.62,1.89,2.67,-0.12,3.23,2.38,20.65,30.65,0.74,0.36,3.49,-0.05,1.48,0.84,1.32,-0.35,1.14,9.19,84.39,0.02,0.66,1.17,4.03,16.26,2.11
stock103528,20.59,1.04,1.01,0.0,0.12,0.0,0.04,0.0,18.66,-48.16,0.92,-67.6,-36.92,-50.72,1.82,5.68,53.47,1.68,56.42,0.6,-1.73,-7.32,-0.75,-1.72,-5.82,1.27,1.04,-0.78,9.32,136388.99,358379927.0,3.81,13.59,-14.21,-44.61,-46.24,20.69,-0.04,0.08,-0.3,-0.72,-5.83,-0.55,42.24,33.13,33.21,4.47,1.45,1.99,2.5,2.65,4.67,5.26,5.2,4.76,5.08,5.59,-78136.17,-280863.59,7063736.41,-7438197.43,3.41,3.1,3.11,3.48,3.49,-0.84,16.43,13.07,7.81,20.82,0.3,3.21,0.88,0.03,-3.16,0.17,-2.4,0.43,1.09,10.74,115.26,0.78,1.7,1.23,4.61,21.28,3.99
stock100469,12.86,1.12,1.04,-0.02,0.31,0.11,1.67,0.07,-7.35,-303.8,-9.7,-301.76,-10.61,80.26,-6.93,-1.26,5.11,-1.35,4.24,-5.06,-9.99,-1.84,1.66,-2.04,0.18,1.33,1.17,3.91,7.66,1483513.69,25895221400.0,0.57,1.56,26.95,19.74,22.24,75.68,0.18,0.03,-0.13,1.85,14.29,0.76,94.46,87.43,79.76,3.11,1.38,1.74,1.74,1.98,2.89,5.09,5.1,4.63,4.44,4.7,-286303.81,-729663.14,-118021905.0,-197710354.0,1.3,0.93,0.91,0.99,1.41,0.1,0.59,0.47,72.25,40.35,1.07,3.91,15.1,-0.13,-0.05,-0.89,-0.06,0.08,1.24,7.92,62.66,0.48,-1.02,0.99,3.78,14.26,1.24
stock103611,7.74,1.03,1.01,-0.04,0.78,0.09,1.43,0.06,0.77,-216.84,-5.84,-216.84,-5.84,60.67,-4.81,-2.61,10.6,-2.49,9.16,-2.5,-8.69,-4.85,-1.21,-4.73,-6.26,1.29,1.13,-1.73,7.73,525688.91,7833019810.0,0.67,1.89,8.71,-13.23,-35.93,12.01,-0.08,-0.13,-0.22,0.26,1.47,0.05,69.12,61.7,59.61,3.19,1.23,1.4,1.96,1.99,3.4,4.16,4.36,4.07,4.26,4.59,-107821.08,-283235.09,10253338.15,51095124.13,2.12,1.88,2.21,3.41,4.42,0.07,0.94,0.65,43.98,50.09,0.95,3.57,7.09,-0.04,-0.15,0.65,-0.05,-0.95,1.24,8.74,76.32,-0.55,-1.0,1.12,3.67,13.49,3.66
stock101312,9.52,1.15,1.05,-0.02,0.32,0.02,0.21,0.0,-0.0,-736.59,47.32,-589.07,13.18,162.46,-5.83,-8.89,13.04,-3.65,7.16,-1.16,-7.17,-10.28,2.27,-4.34,-3.46,1.45,1.24,3.87,8.44,609280.0,4382030410.0,1.39,0.0,18.7,-14.54,3.59,72.46,0.2,0.08,0.01,-0.04,0.07,-0.36,57.97,51.92,53.35,3.6,1.26,1.63,1.7,2.38,3.51,4.46,4.82,4.37,4.45,5.18,-56018.35,-174360.3,11120160.32,88234189.57,0.85,0.78,1.07,1.21,1.66,0.14,1.47,1.32,41.8,37.34,0.41,5.52,5.07,-0.08,0.46,0.13,0.54,0.35,1.31,9.7,94.15,0.77,1.02,1.28,4.04,16.31,1.26
stock101761,12.01,0.99,1.0,0.01,0.15,0.04,0.12,0.03,23.09,114.78,256.55,90.87,216.85,81.82,10.03,12.29,10.26,4.94,25.75,2.36,-6.62,5.25,-7.79,1.84,-0.05,1.33,1.05,2.18,7.95,364383.0,1654012330.0,2.2,7.61,-2.99,-11.69,-21.09,34.64,0.11,0.02,-0.44,-0.14,-0.88,-0.12,56.81,49.6,47.24,3.81,1.28,1.33,1.65,1.83,4.23,4.18,4.64,4.24,4.84,4.96,-213550.64,-496883.78,11882642.36,-46445112.43,5.12,4.94,5.75,8.62,9.36,0.23,1.88,0.44,53.06,10.68,0.4,16.58,0.55,-0.04,0.43,-0.19,0.16,0.1,1.13,9.09,82.65,0.83,0.44,1.14,3.83,14.64,7.98
stock100731,7.39,0.89,0.96,0.05,0.51,0.06,0.16,0.05,190.5,182.84,86.52,96.33,29.47,221.43,9.26,28.52,16.37,5.61,39.78,1.34,3.15,-0.77,-5.11,2.2,5.13,1.2,1.13,-0.6,7.42,1492229.53,28798623300.0,0.52,7.2,20.75,-9.1,-24.97,-6.57,-0.03,0.06,-0.35,-0.35,-2.79,-0.38,59.86,45.36,40.01,3.15,1.21,1.4,1.77,1.89,2.62,4.39,4.71,4.09,4.03,4.4,-467604.39,-859846.6,-38725203.57,7924274.0,3.09,2.29,2.27,3.2,5.11,0.27,2.59,2.27,49.44,25.57,0.2,26.19,2.0,0.08,-0.08,-0.28,-0.23,0.05,1.09,8.32,69.23,0.14,1.04,0.95,3.64,13.25,3.77
stock102398,9.17,1.16,1.05,0.04,0.33,-0.03,1.22,0.05,59.23,5.19,59.08,-51.09,-26.03,-123.71,10.81,2.92,6.23,5.39,8.91,-0.81,-5.54,-1.5,-1.56,-1.93,-3.62,1.39,1.2,-5.71,7.94,1995321.92,14017925400.0,1.42,1.29,-4.78,-29.02,-33.6,-36.89,-0.26,-0.13,-0.4,-0.24,0.14,-0.25,56.2,49.79,46.43,2.86,1.29,1.5,1.88,1.88,6.41,4.75,4.49,4.07,4.23,4.64,-74923.35,-206188.47,19636236.29,21774988.53,0.3,0.27,0.33,0.45,0.72,-0.09,1.53,1.15,53.08,15.26,1.85,0.65,9.47,0.19,0.17,1.66,0.11,-0.51,1.24,7.97,63.57,-0.11,0.01,0.78,3.81,14.49,0.53
