code,close,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87
stock102419,13.76,1.12,1.04,0.02,0.52,-0.13,0.47,0.03,-11.34,3.53,2.22,3.53,2.22,-941.1,4.23,4.61,15.55,2.17,22.42,-5.98,0.05,0.66,2.76,-0.22,3.58,1.25,1.21,-1.32,7.79,435923.61,4281932080.0,1.02,4.28,16.31,-22.52,-4.58,0.8,-0.06,0.03,-0.26,-0.35,-3.28,-0.29,48.19,37.48,35.67,3.6,1.22,1.76,1.97,3.08,3.17,3.11,6.03,6.16,6.4,4.8,-143333.75,-660779.77,41029145.63,209066932.0,3.28,3.66,4.72,4.39,3.05,-0.19,2.35,0.76,45.45,37.52,0.47,22.38,0.85,-0.13,-0.32,-0.46,-0.45,0.17,1.2,8.31,69.01,0.66,0.23,0.69,3.69,13.58,2.07
stock101688,10.01,1.16,1.05,0.02,0.33,0.04,0.36,0.03,8.33,9.57,29.74,-55.48,-47.28,112.26,5.81,5.26,10.31,3.86,16.61,2.02,-1.07,0.06,0.36,-0.48,0.5,1.09,1.08,0.25,7.71,700574.88,3792919260.0,1.85,2.61,37.12,-10.94,-0.99,-22.07,0.01,0.04,-0.42,-0.31,-2.45,-0.39,47.02,37.31,34.87,3.96,1.46,1.62,1.74,4.92,4.92,4.22,5.96,6.01,5.8,4.77,-325920.6,-502708.68,-44022181.62,20284142.4,2.58,2.05,2.51,3.55,3.0,-0.12,2.26,1.62,31.05,27.82,0.73,0.38,3.3,-0.1,0.5,0.56,0.61,0.04,1.19,9.24,85.3,0.53,0.89,1.01,3.93,15.44,2.15
stock103528,33.71,1.04,1.01,0.0,0.07,0.0,0.02,0.0,18.66,-48.16,0.92,-67.6,-36.92,-50.72,1.82,5.68,53.47,1.68,56.42,0.6,-2.91,-11.65,2.49,-2.89,-5.81,0.95,0.96,2.65,8.61,231353.08,358379927.0,6.46,13.59,46.57,26.25,-4.18,-14.65,0.14,0.22,-0.22,-0.6,-3.49,-0.5,58.88,41.84,37.47,4.82,1.59,2.05,2.2,4.67,4.67,5.56,7.04,6.57,6.36,5.39,-185569.43,-465851.49,-31027310.96,11780429.51,3.22,2.83,2.87,3.14,3.52,-0.84,16.43,13.07,7.81,20.82,0.3,3.21,0.88,0.03,-10.96,0.16,-8.77,0.92,1.01,10.5,110.2,1.34,2.52,0.81,4.41,19.47,4.51
stock100469,8.56,1.12,1.04,-0.02,0.52,0.32,2.85,0.05,-7.21,-168.9,-3.03,-168.9,-3.03,1146.29,-3.54,-0.64,4.06,-0.68,4.59,-17.49,-8.53,-1.5,1.26,-1.73,0.87,1.16,1.13,-3.04,6.67,987471.01,26609728100.0,0.37,2.48,14.9,-20.81,-24.18,-38.06,-0.12,-0.08,-0.13,1.85,14.29,0.76,94.46,87.43,79.76,2.83,1.25,1.59,1.83,2.89,2.89,3.34,5.2,4.97,5.18,4.07,-89478.14,-273949.24,5053388.61,98764731.34,0.81,0.78,1.03,1.52,1.59,0.08,0.65,0.55,72.77,40.14,1.07,3.84,16.41,-0.15,-0.01,1.84,0.03,-0.47,1.32,7.59,57.63,0.08,-1.05,1.14,3.46,11.94,1.16
stock103611,8.39,1.03,1.01,-0.01,0.74,0.11,1.35,0.05,7.69,-125.64,-3.15,-125.64,-3.15,-4.44,-1.78,-0.97,10.76,-0.94,10.67,-8.48,-8.5,-5.04,-1.18,-4.74,-7.33,1.06,1.08,-5.54,6.56,569835.91,7971051700.0,0.71,5.23,18.84,-23.1,-21.44,-33.02,-0.22,-0.15,0.03,0.49,6.2,0.08,77.05,67.41,63.27,2.94,1.22,1.72,1.88,3.32,3.32,2.5,5.14,4.89,5.18,3.93,-171315.82,-711748.17,8977554.64,145504956.0,2.94,3.05,3.99,5.03,4.16,0.09,0.98,0.67,43.58,49.98,0.97,4.94,7.01,0.03,-0.08,1.05,-0.03,-0.79,1.3,8.5,72.27,-0.25,-0.8,1.11,3.37,11.37,3.37
stock101312,7.23,1.15,1.05,-0.01,0.27,0.01,0.29,0.01,6.56,-546.89,-3.73,-546.89,-3.73,128.74,-3.87,-3.59,12.14,-1.72,9.73,-0.94,-4.7,-4.44,2.45,-2.16,-0.96,1.25,1.18,-1.6,7.66,462720.0,3607709630.0,1.28,2.62,40.39,-16.9,-7.07,-40.54,-0.08,0.03,-0.08,-0.05,-0.16,-0.34,39.81,44.15,49.53,3.57,1.48,1.79,1.97,3.51,3.51,3.33,5.78,5.71,5.87,4.7,-124764.11,-233129.25,-44884367.93,29566885.83,1.37,1.27,1.64,1.84,1.59,0.09,0.94,0.75,54.55,46.15,0.48,8.55,4.53,-0.03,-0.16,-0.52,-0.11,0.05,1.34,9.25,85.65,0.6,0.07,1.13,3.72,13.82,1.17
stock100731,8.84,0.89,0.96,0.02,0.28,0.02,0.09,0.02,39.59,-30.39,6.2,-29.16,8.08,122.32,6.98,20.83,25.54,2.69,32.51,1.15,-4.84,-27.14,13.51,-4.84,-19.42,1.08,1.01,2.07,7.06,1784536.1,15833774000.0,1.13,2.13,23.12,-6.36,-5.35,-26.33,0.09,0.12,-0.26,-0.28,-0.85,-0.31,56.32,45.31,40.32,3.42,1.28,1.6,1.6,2.27,2.27,3.23,5.7,5.2,4.93,4.31,-703590.27,-2627728.32,-168027038.0,-719776871.0,3.33,4.35,4.38,5.55,5.71,0.01,2.49,2.18,56.59,19.03,0.13,30.46,1.59,-0.03,-2.26,-1.15,-2.4,0.25,0.97,7.77,60.45,0.44,1.11,0.79,3.38,11.46,3.2
stock102398,13.7,1.16,1.05,0.02,0.21,-0.01,0.72,0.03,44.56,0.58,59.99,-53.23,-25.61,-121.79,10.16,3.03,6.75,5.02,9.56,-0.69,-6.18,-1.39,-1.04,-2.3,-2.97,1.17,1.13,-5.57,7.07,2772123.21,13397633900.0,2.07,2.13,17.09,-5.84,-13.07,-31.03,-0.24,-0.05,-0.26,-0.09,2.05,-0.14,70.76,59.04,51.67,3.11,1.29,1.45,1.6,5.11,5.11,3.1,5.83,5.27,5.39,4.28,-192970.99,-489867.36,87939444.66,266594881.0,0.53,0.58,0.66,1.01,0.71,-0.09,1.53,1.18,52.51,14.84,1.66,0.67,8.97,0.0,0.17,1.16,0.15,-0.24,1.19,7.83,61.33,0.25,0.78,0.57,3.67,13.45,0.57
stock100819,12.27,1.2,1.07,-0.02,0.34,0.02,0.05,-0.02,-8.97,-1261.59,-6.33,-1261.59,-6.33,-23.82,-6.76,-43.16,61.24,-5.65,9.67,-0.71,-7.3,-46.54,29.06,-6.12,-23.3,1.15,1.14,2.32,7.82,243496.31,1391225310.0,1.75,0.4,41.69,16.08,13.3,9.75,0.11,0.16,-0.11,-0.29,-1.15,-0.24,60.52,45.75,39.03,3.9,1.66,1.83,1.83,2.78,2.78,4.82,5.85,5.61,6.75,4.9,-734183.47,-929936.73,-464812885.0,-244095516.0,10.38,8.16,7.48,7.03,5.43,-0.17,5.67,4.78,16.14,34.12,0.13,5.67,1.33,-0.01,-2.73,0.48,-2.18,0.79,1.41,10.41,108.38,1.01,0.49,1.03,4.12,16.99,4.61
stock101648,45.28,1.01,1.0,0.03,0.09,-0.05,0.86,0.05,52.53,18.65,37.14,18.65,37.14,-201.93,32.19,3.31,4.14,6.62,10.0,-1.78,-5.02,-0.94,-1.25,-1.53,-2.57,0.93,0.92,-1.81,6.48,929343.65,3268527720.0,2.84,4.89,26.48,-8.53,-7.14,12.3,-0.07,-0.03,0.08,-0.99,0.22,-0.07,60.35,50.6,43.3,3.2,1.36,1.52,1.74,2.12,2.33,2.84,5.05,4.96,5.12,3.98,-241696.31,-536718.62,8714303.69,156953268.0,1.77,1.9,2.4,4.03,3.51,0.05,1.38,1.16,68.31,6.42,2.0,2.14,12.09,0.09,-0.12,0.68,-0.12,-0.16,0.7,6.37,40.53,0.13,1.37,0.23,3.29,10.86,2.65
stock100146,15.24,0.98,0.99,0.01,0.27,0.02,0.11,0.01,-5.45,-61.83,-0.24,-61.83,-0.24,-3.88,2.67,6.77,52.57,2.01,59.82,3.02,-4.3,-10.0,9.61,-3.68,0.04,0.95,0.91,0.15,7.49,310280.7,2308479340.0,1.34,5.73,34.51,1.67,9.72,-7.12,0.01,0.02,-0.45,-0.44,-2.66,-0.46,57.56,43.24,39.61,3.95,1.44,1.54,1.73,2.47,2.47,3.21,5.41,5.55,6.24,4.61,-157267.9,-311365.66,-175365033.0,-70354298.12,2.83,3.15,4.63,5.11,4.17,0.11,2.45,1.99,21.45,27.04,0.3,3.58,1.53,-0.04,-3.3,-0.67,-2.97,0.16,0.63,9.31,86.64,0.33,0.41,0.66,3.54,12.5,3.02
