code,close,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87
stock102419,15.47,1.12,1.04,0.02,0.48,0.09,0.57,0.07,13.45,-2.33,2.57,-2.33,2.57,206.73,4.76,3.99,19.39,2.41,30.89,3.91,-0.24,-0.64,4.24,-0.11,7.06,1.5,1.33,2.59,5.1,490097.26,4699472670.0,1.04,3.17,3.97,6.18,14.09,10.1,0.08,0.01,-0.37,-0.35,-3.23,-0.29,50.59,38.29,36.04,2.07,1.08,1.12,1.23,1.3,1.84,1.78,1.46,1.5,2.03,3.12,-62029.14,-141584.84,6913622.94,12585899.39,1.85,1.68,1.83,1.61,2.02,0.44,2.1,0.9,49.14,40.86,0.6,24.74,1.34,0.06,-0.08,0.28,-0.04,0.17,1.36,9.0,81.02,0.41,0.59,0.95,4.1,16.8,2.62
stock100357,12.83,0.96,0.99,0.03,0.29,0.06,0.12,0.05,6.27,8.66,7.01,8.66,7.01,2.82,9.18,21.23,26.18,3.39,46.66,2.42,0.14,0.47,1.79,-0.19,-2.24,1.28,1.0,-3.71,4.64,377462.1,7804302200.0,0.48,1.55,1.91,0.0,2.23,-3.53,-0.1,0.24,-0.41,-0.23,-1.9,-0.23,55.61,42.42,38.72,1.86,1.05,1.14,1.16,1.18,1.95,0.95,1.47,1.32,1.65,2.73,-39460.13,-194637.24,21897369.11,125925056.0,1.82,2.7,2.25,2.21,2.65,0.29,1.16,1.14,65.25,45.51,0.16,43.52,20.88,-0.01,0.4,5.79,0.4,0.16,0.08,4.37,19.14,0.1,0.17,0.03,4.37,19.14,4.51
stock101688,10.36,1.16,1.05,-0.04,0.28,0.07,0.21,-0.02,-35.74,-286.6,-12.66,-286.97,-12.48,1102.65,-12.83,-16.88,11.97,-9.37,13.87,-1.92,-18.84,-22.69,1.45,-13.66,-3.36,1.54,1.23,3.14,5.37,811214.69,3026111970.0,2.68,2.55,2.27,6.47,13.85,45.37,0.1,0.02,-0.5,-0.3,-2.3,-0.39,55.1,39.89,36.03,2.23,1.1,1.18,1.32,1.88,2.01,1.86,2.32,2.22,2.63,3.29,-68142.51,-316975.4,17838587.4,114490476.0,1.14,1.77,1.81,1.75,1.87,0.33,2.98,2.49,23.54,25.29,0.56,0.64,3.57,-0.18,-0.25,0.08,0.11,-0.15,1.11,8.96,80.21,0.02,0.96,1.18,4.15,17.2,2.31
stock103528,26.91,1.04,1.01,0.0,0.09,0.0,0.03,0.0,17.79,30.13,2.9,30.13,2.9,163.16,2.31,6.27,51.51,2.12,58.42,1.22,0.48,0.6,-1.96,0.45,2.0,1.43,1.1,0.12,6.26,179130.55,373203064.0,4.8,12.74,2.4,-5.25,2.63,15.64,0.0,-0.03,-0.35,-0.61,-3.55,-0.5,57.22,40.86,36.97,3.05,1.08,1.17,1.2,1.75,2.5,1.64,1.98,2.23,3.05,3.78,-27662.56,-95009.69,-26855131.65,-17679894.61,2.31,2.62,3.09,4.4,4.14,-0.54,13.08,10.39,8.9,22.09,0.34,3.5,1.0,0.04,-3.35,0.12,-2.68,0.13,1.23,10.69,114.17,0.35,1.52,1.23,4.66,21.69,3.84
stock100469,12.55,1.12,1.04,0.03,0.52,0.05,1.49,0.15,7.62,290.81,105.03,270.62,83.33,-49.72,6.45,2.24,3.35,2.49,3.33,1.49,13.37,3.5,-1.76,3.84,-0.91,1.34,1.21,6.15,5.43,1447752.47,29297235000.0,0.49,1.23,4.58,8.75,21.14,9.7,0.21,0.05,-0.13,1.85,14.29,0.76,94.46,87.43,79.76,2.66,1.09,1.14,1.27,1.42,1.74,1.45,1.35,1.41,1.96,3.38,-61240.64,-172017.44,49298168.8,43057480.7,0.61,0.67,0.74,0.82,0.97,0.15,0.85,0.72,56.4,30.09,1.11,2.34,16.65,0.04,0.26,1.55,0.25,0.23,1.33,7.87,61.93,0.47,-1.11,0.98,3.77,14.21,1.28
stock103611,8.64,1.03,1.01,-0.02,0.67,0.05,1.13,0.07,-12.21,35.0,-3.81,35.0,-3.81,-36.97,-3.25,-1.93,13.42,-1.61,12.2,-2.43,1.56,0.68,2.82,0.87,3.04,1.36,1.16,0.03,5.17,586815.52,7976451940.0,0.74,1.79,3.97,-3.46,15.82,16.15,0.0,-0.09,-0.1,0.46,5.83,0.07,70.28,64.06,61.37,2.29,1.12,1.17,1.33,1.45,1.99,1.68,2.03,2.24,2.29,3.12,-100284.87,-325433.2,8537651.42,61608747.61,2.12,2.75,2.66,2.15,2.55,0.11,0.94,0.7,45.67,46.91,0.84,4.37,6.84,-0.12,-0.0,-0.25,0.05,-0.34,1.24,8.73,76.2,-0.12,-0.59,1.15,3.61,13.01,3.45
stock101312,10.28,1.15,1.05,0.02,0.32,0.01,0.21,0.04,7.38,235.71,6.27,235.71,6.27,-33.31,7.44,11.23,10.78,4.67,9.31,0.57,13.27,20.12,-2.26,8.32,2.15,1.32,1.28,6.25,5.01,657920.0,4377978640.0,1.5,0.25,5.01,3.84,0.69,-10.16,0.2,0.06,-0.3,-0.04,-0.13,-0.34,41.28,44.89,49.92,2.37,1.06,1.08,1.13,1.34,1.94,0.87,1.28,1.28,1.89,3.14,-17754.68,-44274.45,-15327514.75,-265438.79,0.46,0.48,0.5,0.56,0.82,0.09,1.8,1.64,36.82,36.77,0.42,4.25,7.7,0.01,0.33,2.63,0.32,0.27,1.38,9.85,96.94,0.51,0.35,1.29,4.03,16.25,1.2
stock101761,11.62,0.99,1.0,0.01,0.16,-0.0,0.1,0.02,-16.62,-20.96,5.31,-73.65,-64.9,-104.6,7.53,11.65,13.41,2.96,25.27,-0.41,-2.5,-0.64,3.15,-1.98,-0.48,1.34,1.1,3.12,5.37,405526.78,2132697620.0,1.9,0.9,4.03,0.87,2.02,-1.19,0.1,-0.07,-0.38,-0.07,0.61,-0.08,59.18,53.19,49.76,2.55,1.09,1.21,1.21,1.29,1.77,1.18,2.27,1.91,2.01,3.3,-53688.31,-301863.26,17876674.59,8349697.12,1.91,3.15,2.57,2.62,4.58,0.1,1.29,0.2,61.67,8.34,0.25,15.31,0.37,-0.15,-0.59,-0.19,-0.24,-0.07,1.24,8.48,71.86,0.53,0.71,1.09,3.69,13.58,5.79
stock100731,13.39,0.89,0.96,0.02,0.33,0.03,0.1,0.03,117.59,129.65,212.51,23.76,68.41,-46.91,6.38,21.73,12.63,4.07,34.94,1.5,-2.3,1.14,-11.21,0.67,1.78,1.34,1.18,6.65,5.57,3226044.44,39342234700.0,0.82,5.2,-7.27,-2.97,11.31,76.88,0.23,0.18,-0.4,-0.26,-0.54,-0.3,67.65,50.41,42.93,2.79,1.18,1.32,1.55,2.5,3.06,1.93,3.16,3.51,3.53,3.49,-1825180.26,-10343014.35,-438122672.0,-6864563840.0,5.43,8.98,10.01,7.11,4.76,0.22,3.69,3.4,43.45,23.65,0.19,24.63,1.9,0.02,1.3,-0.27,1.25,0.73,1.16,9.46,89.42,0.64,1.9,0.97,3.91,15.27,4.83
stock102398,11.82,1.16,1.05,0.03,0.28,0.08,0.94,0.06,-0.48,9.0,9.93,9.0,9.93,476.49,10.71,3.2,6.55,5.13,10.12,2.81,-0.09,0.28,0.32,-0.26,1.2,1.42,1.25,-0.98,5.66,2571941.67,15715320600.0,1.64,2.19,6.97,3.78,4.14,29.31,-0.03,-0.15,-0.42,-0.08,2.21,-0.14,73.16,60.81,52.76,2.57,1.09,1.24,1.27,1.54,1.89,1.85,2.83,2.66,3.25,3.39,-85228.78,-404490.03,36680120.79,48163963.84,0.49,0.65,0.56,0.61,0.5,0.08,1.57,1.18,53.98,12.15,1.6,0.96,6.74,-0.24,0.04,-2.73,0.03,-0.55,1.35,8.08,65.22,-0.31,0.27,0.79,3.9,15.24,0.59
