code,close,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87
stock102419,15.58,1.12,1.04,0.02,0.46,-0.12,0.43,0.04,-12.27,8.69,2.39,8.69,2.39,-534.04,4.35,4.71,14.82,2.25,21.52,-6.04,0.25,0.91,2.27,-0.21,3.03,1.02,0.93,0.84,5.19,493582.11,4365602410.0,1.13,5.09,-19.15,6.98,23.37,58.63,0.03,0.09,-0.35,-0.4,-4.94,-0.29,38.2,31.5,32.65,2.7,1.83,2.19,2.25,3.17,3.82,7.62,6.43,5.57,4.26,3.32,-1638238.64,20874893.33,-227495123.0,4940104460.0,4.3,4.08,3.81,2.65,2.14,-0.08,3.21,0.96,45.66,19.59,0.48,23.12,0.75,-0.17,0.55,-0.75,-0.36,0.19,1.09,6.8,46.21,0.79,0.6,0.63,2.72,7.41,1.52
stock101688,10.4,1.16,1.05,0.02,0.32,0.06,0.34,0.03,1.27,-10.81,27.75,-20.27,14.2,1110.34,5.12,4.8,9.94,3.42,15.46,3.79,-2.21,-0.65,-0.22,-1.19,-1.64,0.83,0.86,0.61,5.56,727870.0,3837173330.0,1.9,1.92,-40.88,-22.36,-8.58,18.05,0.02,0.1,-0.39,-0.36,-3.77,-0.45,51.64,37.92,35.0,3.14,1.87,3.36,3.36,3.36,3.36,5.0,5.32,4.93,4.0,3.51,-1344377.19,-11568693.6,-60802150.11,-4988995660.0,3.69,4.92,4.8,3.37,2.69,-0.01,2.29,1.67,31.5,27.07,0.71,0.37,3.27,-0.13,0.58,0.42,0.63,0.32,1.15,7.75,60.07,0.96,1.03,0.95,3.24,10.52,1.97
stock103528,29.64,1.04,1.01,0.0,0.08,0.0,0.02,0.0,9.26,-56.55,0.24,-66.57,-22.89,-60.24,2.28,7.86,54.83,2.1,58.55,0.47,-2.97,-11.91,3.43,-2.99,-4.18,0.63,0.72,5.43,6.51,132698.88,352723961.0,3.76,28.92,-44.18,-24.94,-27.35,106.27,0.23,0.2,-0.3,-0.72,-5.83,-0.55,42.24,33.13,33.21,4.01,2.0,2.69,2.69,3.68,4.55,6.3,5.89,5.28,4.81,4.18,-482701.8,-2135757.01,-151008349.0,-702849124.0,6.22,5.34,4.68,5.41,6.16,-0.73,21.17,16.87,6.58,20.69,0.27,3.03,0.77,0.01,-14.68,0.06,-11.9,0.8,0.86,9.05,81.93,1.28,2.68,0.68,3.76,14.11,7.15
stock100469,10.91,1.12,1.04,-0.01,0.4,0.15,2.19,0.05,-13.33,-157.59,-4.74,-157.59,-4.74,486.0,-3.03,-0.56,4.16,-0.58,4.56,-11.93,-8.03,-1.4,2.17,-1.69,2.0,0.92,0.95,-1.04,4.88,1258564.1,26495818900.0,0.48,2.35,-33.88,-25.83,-0.82,20.82,-0.03,-0.08,-0.13,1.85,14.29,0.76,94.46,87.43,79.76,2.54,1.86,1.86,1.86,2.38,3.12,5.74,4.97,4.61,3.7,3.08,-1249039.12,-2961280.82,-89982046.37,-499027732.0,1.88,1.89,2.09,1.8,1.52,0.01,0.66,0.56,72.98,41.14,1.04,5.27,16.34,-0.29,0.0,3.19,0.1,-0.32,1.14,6.59,43.44,0.32,0.02,1.1,2.91,8.47,1.06
stock103611,11.69,1.03,1.01,0.0,0.54,0.06,0.99,0.05,14.34,-96.54,-3.32,-96.54,-3.32,-47.85,0.29,0.16,11.0,0.16,12.18,35.47,-7.93,-5.13,-1.11,-4.74,-7.91,0.87,0.91,-4.16,4.55,793966.84,7901462480.0,1.0,2.91,-27.78,-11.92,-8.2,13.2,-0.12,-0.1,-0.22,0.26,1.47,0.05,69.12,61.7,59.61,2.3,1.84,1.84,1.84,2.13,2.57,6.08,5.0,4.35,3.41,2.82,-3164562.53,-9406175.4,-1151987460.0,-3396721170.0,6.86,6.15,5.92,4.7,3.74,-0.01,1.04,0.67,41.13,48.51,0.99,5.58,6.7,0.07,0.02,1.24,0.05,-1.03,1.34,7.4,54.73,-0.29,-0.54,1.03,2.9,8.41,3.12
stock101312,7.92,1.15,1.05,-0.02,0.32,-0.01,0.34,0.0,4.84,-252.7,-7.0,-252.7,-7.0,-746.83,-5.57,-5.29,12.46,-2.47,9.08,0.57,-8.97,-8.93,4.09,-4.37,-3.07,1.07,0.98,-0.94,5.78,506880.0,3608436350.0,1.4,0.57,-43.06,-29.03,-4.46,35.15,-0.03,0.05,0.01,-0.04,0.07,-0.36,57.97,51.92,53.35,3.03,2.14,2.14,2.14,3.05,3.94,6.06,6.04,5.81,4.54,3.65,-951647.28,-3671171.05,10834327.69,-513199344.0,2.36,2.14,2.16,1.77,1.38,0.08,0.94,0.75,54.69,40.63,0.47,8.58,4.49,-0.05,-0.35,-1.12,-0.3,-0.01,1.2,7.56,57.19,0.66,0.23,1.03,3.03,9.19,1.02
stock101761,36.44,0.99,1.0,0.01,0.05,0.02,0.12,0.02,59.72,30.36,22.39,30.36,22.39,25.59,18.1,6.91,13.3,2.93,20.95,2.64,1.11,-1.56,-8.82,-0.04,-5.23,0.51,0.71,6.59,4.89,371173.58,1500729080.0,2.47,0.89,-10.0,4.0,21.39,51.83,0.21,0.12,-0.44,-0.14,-0.88,-0.12,56.81,49.6,47.24,3.1,1.0,1.28,1.47,1.85,2.71,0.0,4.12,3.85,3.02,3.2,0.0,-328184.47,0.0,-16935233.0,0.16,7.48,10.21,9.29,9.54,0.1,1.02,0.15,83.81,11.92,0.42,18.56,0.6,0.07,-0.46,-0.04,-0.28,0.3,0.74,7.13,50.89,0.84,-0.81,1.12,3.05,9.32,7.26
stock100731,8.39,0.89,0.96,0.02,0.29,-0.02,0.07,0.01,23.08,-18.55,6.1,-72.37,-64.01,94.58,6.57,25.86,25.9,2.58,27.73,-0.9,-1.99,-13.22,14.89,-2.83,-26.3,0.99,0.81,-3.38,5.43,1693663.37,14049807900.0,1.21,4.29,-38.49,-28.19,-29.03,10.39,-0.11,0.11,-0.35,-0.35,-2.79,-0.38,59.86,45.36,40.01,2.82,1.8,1.82,1.82,2.01,2.09,5.4,4.77,4.37,4.18,3.33,-5295898.9,-13519568.45,-1321528020.0,-6496113750.0,7.0,6.97,7.25,7.36,4.98,-0.02,2.54,2.21,52.99,17.53,0.1,27.65,1.33,-0.04,-3.16,-0.85,-3.28,0.2,0.88,6.94,48.14,0.51,1.58,0.8,2.98,8.9,2.59
stock102398,13.78,1.16,1.05,0.02,0.22,0.01,0.6,0.03,25.88,26.18,63.7,17.34,52.23,-74.23,10.83,3.91,7.77,5.55,11.52,0.46,-3.22,0.01,0.14,-1.06,-0.25,0.91,0.89,-9.58,5.58,2788310.8,12927875800.0,2.16,1.51,-34.99,-28.79,-28.46,-7.8,-0.32,0.0,-0.4,-0.24,0.14,-0.25,56.2,49.79,46.43,2.85,3.93,3.93,3.93,3.93,3.93,6.88,5.44,4.92,4.11,3.33,-26491686.69,67137453.93,-5325768760.0,15018918200.0,1.49,1.41,1.27,0.87,0.58,0.02,1.61,1.21,49.93,15.54,1.42,0.68,7.09,-0.27,0.0,-1.2,-0.06,-0.22,1.03,7.3,53.22,0.35,1.04,0.45,3.29,10.8,0.54
stock100819,10.49,1.2,1.07,-0.02,0.4,0.03,0.06,-0.03,-6.26,-883.56,-6.24,-883.56,-6.24,1659.2,-5.48,-34.3,54.88,-4.65,12.21,-1.52,-6.14,-38.4,23.76,-5.22,-20.67,1.0,1.03,3.73,6.15,208172.48,1379866610.0,1.51,0.0,-6.17,-6.17,-6.17,31.78,0.15,0.11,-0.23,-0.36,-2.29,-0.34,45.41,38.0,35.28,3.39,1.91,1.91,1.91,2.7,2.96,8.7,8.7,8.7,5.2,3.95,-1891317.49,-1891317.49,429756169.0,429756169.0,5.44,5.44,5.44,5.23,4.57,0.01,6.78,5.76,14.66,34.97,0.14,5.92,1.37,-0.0,-2.59,0.51,-2.05,0.21,1.23,9.1,82.79,0.63,-0.16,0.91,3.45,11.91,3.8
