code,close,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87
stock102419,14.06,1.12,1.04,0.02,0.53,-0.02,0.64,0.06,34.01,8.25,2.32,8.25,2.32,88.15,4.6,3.81,16.89,2.41,28.16,-0.66,0.25,-0.91,2.07,0.16,6.64,1.56,1.34,4.43,7.36,445427.76,4380473910.0,1.02,5.3,-1.66,-0.0,-2.67,7.32,0.2,0.02,-0.26,-0.35,-3.28,-0.29,48.19,37.48,35.67,2.97,1.12,1.17,1.3,1.44,2.08,1.88,1.79,2.52,3.11,4.5,-63695.15,-112107.93,29626915.9,52578274.0,1.43,1.17,1.39,1.53,2.96,0.04,2.37,0.72,45.62,45.17,0.63,25.85,1.38,0.16,-0.83,0.63,-0.24,0.05,1.33,9.04,81.79,0.5,0.58,0.94,4.13,17.02,2.61
stock100357,13.31,0.96,0.99,0.03,0.27,0.06,0.12,0.05,13.87,-0.51,68.65,-20.39,34.96,-6.03,9.42,21.42,25.84,3.59,49.12,2.43,-6.55,-3.1,4.66,-0.42,1.04,1.3,1.0,2.32,7.14,391583.83,6983370020.0,0.56,2.59,1.13,2.68,-8.83,-3.52,0.1,0.32,-0.28,-0.22,-1.84,-0.23,58.96,43.77,39.36,3.27,1.11,1.13,1.25,1.32,2.28,1.73,1.73,2.17,2.86,4.31,-104840.48,-154481.29,45910221.75,60845866.67,2.68,2.03,2.1,2.1,5.05,0.08,0.72,0.7,62.1,51.72,0.17,35.52,18.45,0.0,-0.14,3.68,-0.14,0.22,0.09,4.87,23.75,0.14,0.25,0.04,4.87,23.75,5.08
stock103528,31.44,1.04,1.01,0.0,0.08,0.0,0.03,0.0,20.32,14.14,2.69,-28.66,-35.82,-9.36,2.53,7.46,50.02,2.34,57.61,0.6,0.25,-0.4,-4.81,0.23,-0.94,1.47,1.09,3.92,8.16,209285.19,367178153.0,5.7,6.93,27.49,46.77,14.58,10.36,0.2,0.1,-0.22,-0.6,-3.49,-0.5,58.88,41.84,37.47,3.84,1.71,1.72,1.75,1.93,2.68,4.51,3.58,3.73,4.08,4.98,-745702.12,-1265218.64,-203452752.0,-410425192.0,8.82,6.24,5.51,4.65,4.07,-0.59,14.21,11.13,7.84,23.38,0.31,2.91,0.93,0.05,-6.96,0.16,-5.74,0.54,1.19,11.13,123.87,0.95,1.67,1.23,4.69,22.02,4.07
stock100469,10.72,1.12,1.04,0.02,0.46,0.13,2.13,0.11,8.39,285.25,26.54,263.62,11.76,-9.11,4.43,0.95,5.04,1.16,4.09,6.63,7.46,1.51,0.88,1.74,-0.47,1.44,1.2,3.6,7.07,1236645.94,23991501100.0,0.52,4.09,10.4,6.45,-7.19,13.8,0.15,0.01,-0.13,1.85,14.29,0.76,94.46,87.43,79.76,2.95,1.24,1.24,1.42,1.74,1.99,1.89,1.98,2.82,3.73,4.28,-148188.82,-270707.27,-12197033.83,58262697.66,0.83,0.86,0.99,1.02,1.06,0.11,0.57,0.45,64.2,38.24,1.21,2.99,17.61,0.18,-0.09,1.27,-0.11,-0.0,1.28,8.01,64.23,0.43,-1.32,0.97,3.83,14.63,1.32
stock103611,7.83,1.03,1.01,-0.06,0.74,0.03,1.33,0.04,-10.29,-2617.74,-8.42,-2617.74,-8.42,-65.6,-8.1,-4.5,12.69,-4.08,9.51,-0.48,-8.39,-4.66,1.69,-4.24,-2.67,1.4,1.16,2.22,6.78,531801.57,7750643940.0,0.69,1.74,7.41,13.93,-0.2,4.84,0.09,-0.11,0.03,0.49,6.2,0.08,77.05,67.41,63.27,2.77,1.18,1.22,1.28,1.33,1.99,1.99,2.27,2.44,2.97,4.09,-100401.52,-229781.22,20691273.5,26900998.9,1.56,1.71,1.79,1.88,3.13,-0.01,0.95,0.67,44.39,49.87,0.91,5.17,7.22,-0.09,-0.09,0.52,0.0,-0.57,1.24,8.58,73.66,-0.15,-0.57,1.12,3.62,13.07,3.49
stock101312,9.85,1.15,1.05,0.01,0.33,0.01,0.19,0.03,-7.95,209.4,65.3,184.05,26.99,275.57,3.69,6.29,13.2,2.37,5.81,1.19,9.26,11.59,0.75,4.85,-3.27,1.45,1.27,7.72,6.95,630400.0,4146440350.0,1.52,0.0,-1.89,-3.8,-14.74,16.19,0.33,0.07,-0.08,-0.05,-0.16,-0.34,39.81,44.15,49.53,2.99,1.13,1.17,1.37,1.89,2.64,2.25,1.96,2.6,3.21,4.33,-51286.41,-79024.48,4667758.92,19749732.27,0.75,0.56,0.59,0.66,1.12,0.02,1.95,1.82,34.82,40.16,0.38,5.97,8.75,-0.09,1.01,4.25,1.08,0.35,1.37,9.95,98.93,0.81,0.55,1.29,4.09,16.76,1.27
stock101761,12.21,0.99,1.0,0.02,0.15,-0.02,0.1,0.02,-12.39,101.46,234.57,-40.32,-0.89,-125.8,10.9,15.88,11.25,4.35,31.37,-1.14,-7.2,8.98,-2.05,1.42,10.42,1.42,1.09,5.14,6.65,426117.21,2045054210.0,2.08,0.02,11.0,12.64,-4.66,-0.07,0.21,0.02,-0.25,-0.07,0.67,-0.08,61.31,54.2,50.28,3.06,1.2,1.21,1.29,1.33,3.22,2.39,1.98,2.14,3.07,4.11,-199248.47,-279943.76,-4887117.73,23357956.73,3.55,2.72,2.72,3.6,5.5,-0.02,1.47,0.33,60.27,8.77,0.27,14.54,0.36,-0.15,0.45,-0.24,0.18,-0.12,1.16,8.72,75.96,0.66,0.49,1.13,3.87,14.97,7.17
stock100731,9.99,0.89,0.96,0.04,0.38,0.02,0.15,0.06,247.24,261.29,129.61,150.79,59.38,265.99,10.33,26.91,14.38,5.28,38.47,0.6,3.77,1.05,-11.52,2.7,10.74,1.32,1.17,7.02,6.36,2406968.74,28606491400.0,0.84,5.33,21.53,37.04,24.79,44.25,0.27,0.09,-0.26,-0.28,-0.85,-0.31,56.32,45.31,40.32,2.7,1.37,1.48,1.48,1.81,1.89,3.5,2.81,2.62,3.02,3.9,-1819985.67,-3477244.91,-614770310.0,-1093399740.0,3.89,3.1,2.54,2.36,2.87,-0.15,2.8,2.47,47.66,25.4,0.2,26.4,1.65,0.1,0.26,0.32,0.25,0.18,1.15,8.36,69.82,0.29,2.03,0.97,3.67,13.46,3.54
stock102398,11.07,1.16,1.05,0.03,0.29,0.04,1.11,0.07,48.66,-1.87,7.23,-50.94,-46.38,51.55,9.91,2.58,6.02,5.08,8.68,1.43,-0.92,-1.33,-1.74,-0.47,-2.85,1.48,1.23,-0.74,7.0,2408747.4,12597781000.0,1.91,2.22,-0.63,27.47,8.2,4.45,-0.03,-0.19,-0.26,-0.09,2.05,-0.14,70.76,59.04,51.67,2.71,1.16,1.39,1.39,1.39,2.05,3.57,3.81,3.46,3.53,4.17,-180011.63,-688179.02,35623509.01,-8563969.57,0.65,0.7,0.56,0.43,0.52,0.05,1.78,1.34,44.9,16.42,1.97,1.24,8.57,0.55,0.17,1.48,0.13,-0.79,1.32,8.11,65.82,-0.34,0.27,0.79,3.85,14.81,0.54
stock101648,40.5,1.01,1.0,0.03,0.12,0.04,0.98,0.05,15.84,-13.95,21.12,-13.95,21.12,2643.31,21.64,2.58,3.95,6.77,8.81,1.71,-8.82,-0.89,-0.32,0.74,-1.45,1.43,1.07,1.83,7.15,831237.14,2798996450.0,2.97,5.19,-2.53,10.87,-5.38,-1.65,0.08,-0.07,0.08,-0.99,0.22,-0.07,60.35,50.6,43.3,2.99,1.18,1.26,1.3,1.45,2.12,2.77,2.69,2.88,3.45,4.3,-542278.07,-1260046.35,-96488086.4,-282334645.0,4.89,4.97,4.77,4.33,3.74,-0.09,1.57,1.3,53.99,8.17,2.62,0.0,13.7,0.89,0.23,4.18,0.22,-0.2,0.84,7.45,55.49,0.08,1.38,0.38,3.74,13.97,3.61
stock100146,18.75,0.98,0.99,0.01,0.22,0.03,0.11,0.03,33.09,214.69,-0.55,214.69,-0.55,59.39,6.63,13.01,40.37,4.59,56.89,2.06,4.54,7.51,-14.0,2.87,-3.26,1.3,1.02,9.15,7.0,380693.58,2368814430.0,1.61,14.26,18.3,22.12,11.21,10.05,0.4,0.08,-0.45,-0.44,-2.66,-0.46,57.56,43.24,39.61,3.42,1.36,1.36,1.36,1.52,2.34,2.62,2.38,2.59,3.26,4.42,-128463.47,-197375.46,-43870351.86,-13767376.23,1.79,1.52,1.63,2.02,3.11,0.01,1.84,1.46,24.05,35.17,0.35,3.57,1.95,0.04,-2.91,0.24,-2.51,0.39,0.7,9.83,96.69,0.53,1.24,0.79,4.02,16.14,3.35
stock101659,19.34,1.17,1.06,0.0,0.14,0.03,0.25,0.02,-10.68,-40.1,-10.47,-40.1,-10.47,302.12,1.21,0.67,19.51,0.52,20.54,16.16,-0.6,-0.33,2.6,-0.27,1.8,1.4,1.28,8.24,7.24,587826.44,2100558280.0,2.8,1.15,15.8,30.3,40.83,69.59,0.37,0.14,-0.61,-5.2,-25.64,-1.31,6.85,11.33,18.04,3.28,1.49,1.52,1.59,2.14,2.65,3.69,3.5,3.14,3.3,4.52,-386769.39,-604666.11,-34235282.99,-159126851.0,2.71,2.99,2.51,2.02,2.93,0.02,1.08,0.72,54.3,43.66,0.78,6.19,4.04,-0.01,-0.12,-0.47,-0.17,0.6,1.56,11.11,123.4,1.2,2.04,1.16,4.21,17.75,3.38
stock102566,15.32,1.19,1.06,0.01,0.18,-0.01,0.0,0.03,35.64,395.07,4.37,395.07,4.37,-3006.6,6.75,291.99,72.3,6.02,-17.9,-0.71,9.14,426.22,-15.67,8.22,5.81,1.53,1.24,5.58,7.61,361686.82,743475301.0,4.86,21.61,1.73,15.46,-0.55,19.95,0.26,0.05,-0.06,-0.53,-6.21,-0.55,46.67,34.9,33.73,3.32,1.18,1.23,1.47,1.73,2.04,3.14,3.17,3.39,3.75,4.68,-49085.14,-117193.74,-12515907.58,-34598030.63,1.11,1.24,1.99,2.42,2.85,-0.14,8.15,8.03,10.1,2.29,0.02,3.93,2.81,0.0,-0.57,0.82,-0.48,0.22,1.26,10.01,100.12,0.65,0.26,1.23,4.23,17.92,2.48
stock101493,19.35,1.02,1.01,0.03,0.24,0.01,0.13,0.03,17.96,0.87,8.41,-49.56,-45.79,-48.21,12.66,23.36,15.46,9.2,43.47,0.24,-0.95,-3.96,-0.8,0.35,-4.69,1.61,1.21,2.55,7.96,644396.45,4018262010.0,1.6,8.57,7.64,13.88,-9.17,-6.36,0.12,0.0,0.14,-0.32,-2.09,-0.35,51.64,43.07,39.96,3.32,1.16,1.18,1.36,1.42,2.2,2.77,2.34,2.64,3.42,4.81,-228122.48,-373893.94,9931386.09,26558522.48,3.02,2.6,2.81,3.4,4.44,-0.02,3.35,2.36,25.13,12.56,0.39,1.45,0.93,0.07,0.71,0.31,0.56,0.08,1.28,9.89,97.79,0.51,0.81,1.23,4.28,18.32,3.63
stock103189,65.61,1.06,1.02,0.01,0.15,0.0,0.09,0.02,104.18,42.2,79.74,21.45,53.51,328.65,5.75,8.94,31.57,3.0,43.49,0.36,-1.52,-3.9,-11.05,-2.55,-14.44,1.39,1.13,6.81,7.66,199731.61,2558446150.0,0.78,4.02,15.61,28.12,25.0,57.6,0.32,0.17,-0.46,-0.42,-1.58,-0.4,58.31,42.27,39.02,3.79,1.38,1.64,1.66,2.06,3.05,3.64,3.45,3.84,3.76,4.77,-197881.76,-516626.82,30598317.49,59499870.59,4.3,4.05,4.06,3.51,4.66,-0.07,1.07,0.45,44.11,36.59,0.34,10.56,0.98,-0.1,-7.95,-1.3,-6.9,0.75,0.9,9.02,81.3,1.3,2.78,0.83,4.26,18.11,5.71
stock100083,7.85,1.03,1.01,0.01,0.32,0.03,0.23,0.02,-7.64,-26.16,44.3,-32.84,31.24,2789.48,1.68,2.37,12.81,0.98,16.71,4.92,-1.61,-0.59,-0.11,-0.44,-0.75,1.38,1.04,5.9,8.32,358025.99,3068370720.0,1.17,3.06,10.25,-6.84,-13.49,-16.4,0.3,0.12,-0.25,-0.13,-1.99,-0.25,57.72,43.93,38.72,4.21,1.26,3.97,4.44,4.79,5.9,2.88,3.04,3.2,3.97,5.14,-167420.16,-1488773.52,17589914.15,267758055.0,3.09,2.76,2.97,3.48,4.1,0.08,1.92,0.96,42.78,28.46,0.41,8.8,1.05,-0.06,0.68,-0.0,0.42,0.54,1.21,11.64,135.48,0.94,0.65,1.15,4.46,19.91,3.73
stock102992,12.31,1.12,1.04,0.01,0.27,-0.0,0.06,0.01,23.13,-5.11,1.11,-36.74,-32.59,-144.15,3.1,13.85,39.82,2.72,54.26,-0.53,-0.2,-4.12,-6.54,-0.42,-6.37,1.47,1.19,4.36,7.96,363448.27,1722309330.0,2.11,24.05,17.46,38.93,21.58,37.77,0.21,0.0,-0.15,-0.13,-1.25,-0.11,64.96,52.24,46.19,3.7,1.28,2.37,2.37,2.37,3.11,3.21,3.33,3.51,3.94,4.87,-286265.61,-2322916.03,7025452.58,15089306.12,5.37,5.19,4.78,4.63,7.09,-0.16,7.47,6.27,12.18,8.55,0.2,1.41,0.72,0.02,-17.22,0.13,-15.18,-0.23,1.66,12.23,149.58,0.58,1.21,1.13,4.48,20.11,5.97
